County_Name,State_Name,Confirmed,New,Death,New_Death,Fatality_Rate,Latitude,Longitude,Last_Update
New York,New York,87028,5225,5150,579,0.0591764,40.7145500,-74.0071400,2020-04-09 22:52 EDT
Nassau,New York,20140,1592,633,133,0.0314300,40.7416523,-73.5889962,2020-04-09 22:52 EDT
Suffolk,New York,18803,1795,362,39,0.0192522,40.8773281,-72.8589804,2020-04-09 22:52 EDT
Westchester,New York,17004,1117,359,76,0.0211127,41.1631976,-73.7560629,2020-04-09 22:52 EDT
Rockland,New York,6665,252,172,18,0.0258065,41.1523740,-74.0240103,2020-04-09 22:52 EDT
Orange,New York,4309,234,115,8,0.0266883,41.4020682,-74.3055957,2020-04-09 22:52 EDT
Dutchess,New York,1493,98,10,0,0.0066979,41.7647751,-73.7428168,2020-04-09 22:52 EDT
Erie,New York,1440,105,53,8,0.0368056,42.7638212,-78.7322497,2020-04-09 22:52 EDT
Monroe,New York,698,47,40,6,0.0573066,43.1460428,-77.6967491,2020-04-09 22:52 EDT
Ulster,New York,462,0,8,1,0.0173160,41.9598600,-73.9903300,2020-04-09 22:52 EDT
Putnam,New York,456,29,7,0,0.0153509,41.4265345,-73.7494999,2020-04-09 22:52 EDT
Onondaga,New York,442,20,7,1,0.0158371,43.0048700,-76.1836000,2020-04-09 22:52 EDT
Albany,New York,379,37,11,2,0.0290237,42.6515500,-73.7552100,2020-04-09 22:52 EDT
Sullivan,New York,296,0,7,0,0.0236486,41.7163135,-74.7681108,2020-04-09 22:52 EDT
Saratoga,New York,172,10,4,0,0.0232558,43.0697400,-73.6366100,2020-04-09 22:52 EDT
Schenectady,New York,167,18,7,0,0.0419162,42.8123800,-73.9412200,2020-04-09 22:52 EDT
Oneida,New York,158,33,3,1,0.0189873,43.2430650,-75.4258360,2020-04-09 22:52 EDT
Niagara,New York,155,0,4,3,0.0258065,43.1999815,-78.7452226,2020-04-09 22:52 EDT
Tompkins,New York,107,2,0,0,0.0000000,42.4493350,-76.4706436,2020-04-09 22:52 EDT
Broome,New York,105,12,6,0,0.0571429,42.1602180,-75.8196459,2020-04-09 22:52 EDT
Madison,New York,102,10,3,0,0.0294118,42.9129075,-75.6697890,2020-04-09 22:52 EDT
Rensselaer,New York,102,14,5,2,0.0490196,42.7108626,-73.5097379,2020-04-09 22:52 EDT
Steuben,New York,92,5,6,0,0.0652174,42.2678268,-77.3838260,2020-04-09 22:52 EDT
Columbia,New York,83,7,5,1,0.0602410,42.2500108,-73.6318613,2020-04-09 22:52 EDT
St. Lawrence,New York,82,4,0,0,0.0000000,44.1772700,-76.1677200,2020-04-09 22:52 EDT
Chemung,New York,59,4,1,0,0.0169492,42.1411881,-76.7600106,2020-04-09 22:52 EDT
Genesee,New York,56,9,1,0,0.0178571,43.0009402,-78.1936949,2020-04-09 22:52 EDT
Chenango,New York,55,2,0,0,0.0000000,42.4934944,-75.6115371,2020-04-09 22:52 EDT
Ontario,New York,43,4,0,0,0.0000000,42.8528894,-77.2998110,2020-04-09 22:52 EDT
Jefferson,New York,42,0,0,0,0.0000000,44.0410342,-75.9122553,2020-04-09 22:52 EDT
Clinton,New York,40,1,0,0,0.0000000,44.7904000,-73.6006000,2020-04-09 22:52 EDT
Warren,New York,40,7,0,0,0.0000000,43.5592099,-73.8588116,2020-04-09 22:52 EDT
Otsego,New York,39,1,1,0,0.0256410,42.6337375,-75.0325623,2020-04-09 22:52 EDT
