County_Name,State_Name,Confirmed,New,Death,New_Death,Fatality_Rate,Recovered,New_Recovered,Latitude,Longitude,Last_Update
New York,New York,209134,645,21649,42,10.4%,0,0,40.71455,-74.00714,2020-06-02 22:30 EDT
Nassau,New York,40572,93,2127,2,5.2%,3656,0,40.74165225,-73.58899619,2020-06-02 22:30 EDT
Suffolk,New York,39980,275,1909,3,4.8%,4969,0,40.87732808,-72.85898036,2020-06-02 22:30 EDT
Westchester,New York,33633,81,1378,4,4.1%,9371,0,41.16319759,-73.7560629,2020-06-02 22:30 EDT
Rockland,New York,13223,38,646,0,4.9%,0,0,41.152374,-74.02401032,2020-06-02 22:30 EDT
Orange,New York,10456,0,444,0,4.2%,0,0,41.40206825,-74.30559567,2020-06-02 22:30 EDT
Erie,New York,6173,50,524,0,8.5%,479,0,42.76382119,-78.73224973,2020-06-02 22:30 EDT
Dutchess,New York,3936,12,142,0,3.6%,2351,0,41.76477515,-73.74281684,2020-06-02 22:30 EDT
Monroe,New York,2989,25,216,0,7.2%,1498,0,43.14604282,-77.69674911,2020-06-02 22:30 EDT
Onondaga,New York,2228,31,139,0,6.2%,1086,0,43.00487,-76.1836,2020-06-02 22:30 EDT
Albany,New York,1900,18,112,0,5.9%,1359,0,42.65155,-73.75520999999998,2020-06-02 22:30 EDT
Ulster,New York,1731,0,77,0,4.4%,1115,0,41.95986,-73.99033,2020-06-02 22:30 EDT
Putnam,New York,1429,0,60,0,4.2%,0,0,41.42653455,-73.7494999,2020-06-02 22:30 EDT
Sullivan,New York,1392,3,31,0,2.2%,1041,0,41.71631354,-74.76811083,2020-06-02 22:30 EDT
Oneida,New York,1049,13,49,0,4.7%,583,0,43.24306498,-75.42583597,2020-06-02 22:30 EDT
Niagara,New York,1048,2,65,0,6.2%,656,0,43.19998147,-78.74522262,2020-06-02 22:30 EDT
Schenectady,New York,696,3,29,0,4.2%,607,0,42.81238,-73.94122,2020-06-02 22:30 EDT
Broome,New York,578,4,44,0,7.6%,392,0,42.16021802,-75.81964586,2020-06-02 22:30 EDT
Rensselaer,New York,493,1,28,0,5.7%,344,0,42.71086263,-73.5097379,2020-06-02 22:30 EDT
Saratoga,New York,484,1,14,0,2.9%,121,0,43.06974,-73.63661,2020-06-02 22:30 EDT
Columbia,New York,391,2,34,0,8.7%,243,0,42.25001078,-73.63186134,2020-06-02 22:30 EDT
Madison,New York,332,0,10,0,3.0%,293,0,42.91290749,-75.66978904,2020-06-02 22:30 EDT
Greene,New York,299,0,18,0,6.0%,260,0,42.27654571,-74.12261588,2020-06-02 22:30 EDT
Steuben,New York,257,0,41,0,16.0%,104,0,42.26782685,-77.38382596,2020-06-02 22:30 EDT
Warren,New York,255,0,28,0,11.0%,0,0,43.5592099,-73.85881158,2020-06-02 22:30 EDT
Orleans,New York,241,5,37,0,15.4%,75,0,43.25210059,-78.23124678,2020-06-02 22:30 EDT
Washington,New York,237,2,13,0,5.5%,177,0,43.31227113,-73.43096234,2020-06-02 22:30 EDT
Fulton,New York,212,2,18,0,8.5%,0,0,43.11240266,-74.43516277,2020-06-02 22:30 EDT
Ontario,New York,209,1,9,0,4.3%,47,0,42.85288942,-77.29981098,2020-06-02 22:30 EDT
St. Lawrence,New York,205,0,2,0,1.0%,0,0,44.17727,-76.16771999999997,2020-06-02 22:30 EDT
Genesee,New York,202,0,4,0,2.0%,124,0,43.00094016,-78.1936949,2020-06-02 22:30 EDT
Tompkins,New York,164,0,0,0,0.0%,124,0,42.44933495,-76.47064359,2020-06-02 22:30 EDT
Chemung,New York,137,0,1,0,0.7%,10,0,42.1411881,-76.76001059999999,2020-06-02 22:30 EDT
Chenango,New York,133,0,0,0,0.0%,0,0,42.49349443,-75.61153709999998,2020-06-02 22:30 EDT
Tioga,New York,131,0,21,0,16.0%,63,0,42.06057,-76.34519,2020-06-02 22:30 EDT
Livingston,New York,119,0,7,0,5.9%,98,0,42.72808354,-77.77543855,2020-06-02 22:30 EDT
