County_Name,State_Name,Confirmed,New,Death,New_Death,Fatality_Rate,Latitude,Longitude,Last_Update
New York,New York,8115,2432,60,17,0.0073937,40.7145500,-74.0071400,2020-03-22 00:28 EDT
Westchester,New York,1387,296,0,0,0.0000000,41.1631976,-73.7560629,2020-03-22 00:28 EDT
Nassau,New York,1234,480,4,0,0.0032415,40.7416523,-73.5889962,2020-03-22 00:28 EDT
Suffolk,New York,662,203,9,2,0.0135952,40.8773281,-72.8589804,2020-03-22 00:28 EDT
Rockland,New York,262,161,1,0,0.0038168,41.1523740,-74.0240103,2020-03-22 00:28 EDT
Orange,New York,163,79,0,0,0.0000000,41.4020682,-74.3055957,2020-03-22 00:28 EDT
Albany,New York,88,18,0,0,0.0000000,42.6515500,-73.7552100,2020-03-22 00:28 EDT
Erie,New York,56,9,0,0,0.0000000,42.7638212,-78.7322497,2020-03-22 00:28 EDT
Dutchess,New York,49,13,0,0,0.0000000,41.7647751,-73.7428168,2020-03-22 00:28 EDT
Monroe,New York,46,10,1,0,0.0217391,43.1460428,-77.6967491,2020-03-22 00:28 EDT
Saratoga,New York,35,14,0,0,0.0000000,43.0697400,-73.6366100,2020-03-22 00:28 EDT
Onondaga,New York,34,21,0,0,0.0000000,43.0048700,-76.1836000,2020-03-22 00:28 EDT
Schenectady,New York,32,18,0,0,0.0000000,42.8123800,-73.9412200,2020-03-22 00:28 EDT
Putnam,New York,31,19,0,0,0.0000000,41.4265345,-73.7494999,2020-03-22 00:28 EDT
Rensselaer,New York,20,12,0,0,0.0000000,42.7108626,-73.5097379,2020-03-22 00:28 EDT
Ulster,New York,18,9,0,0,0.0000000,41.9598600,-73.9903300,2020-03-22 00:28 EDT
Tompkins,New York,12,1,0,0,0.0000000,42.4493350,-76.4706436,2020-03-22 00:28 EDT
Sullivan,New York,12,11,0,0,0.0000000,41.7163135,-74.7681108,2020-03-22 00:28 EDT
Niagara,New York,9,5,0,0,0.0000000,43.1999815,-78.7452226,2020-03-22 00:28 EDT
Columbia,New York,7,4,0,0,0.0000000,42.2500108,-73.6318613,2020-03-22 00:28 EDT
Oneida,New York,4,2,0,0,0.0000000,43.2430650,-75.4258360,2020-03-22 00:28 EDT
Ontario,New York,4,3,0,0,0.0000000,42.8528894,-77.2998110,2020-03-22 00:28 EDT
Clinton,New York,4,1,0,0,0.0000000,44.7904000,-73.6006000,2020-03-22 00:28 EDT
Herkimer,New York,3,2,0,0,0.0000000,43.0259000,-74.9843300,2020-03-22 00:28 EDT
Broome,New York,3,2,1,1,0.3333333,42.1602180,-75.8196459,2020-03-22 00:28 EDT
Montgomery,New York,3,1,0,0,0.0000000,42.9022918,-74.4396009,2020-03-22 00:28 EDT
Wayne,New York,3,2,0,0,0.0000000,42.4741310,-77.0981600,2020-03-22 00:28 EDT
Greene,New York,2,0,0,0,0.0000000,42.2765457,-74.1226159,2020-03-22 00:28 EDT
Allegany,New York,2,0,0,0,0.0000000,42.2573979,-78.0275544,2020-03-22 00:28 EDT
Essex,New York,2,1,0,0,0.0000000,44.1075570,-73.7912585,2020-03-22 00:28 EDT
Wyoming,New York,2,0,0,0,0.0000000,42.7024266,-78.2244326,2020-03-22 00:28 EDT
Hamilton,New York,2,1,0,0,0.0000000,43.6613037,-74.4973357,2020-03-22 00:28 EDT
Chenango,New York,2,1,0,0,0.0000000,42.4934944,-75.6115371,2020-03-22 00:28 EDT
Steuben,New York,2,0,0,0,0.0000000,42.2678268,-77.3838260,2020-03-22 00:28 EDT
Livingston,New York,2,2,0,0,0.0000000,42.7280835,-77.7754386,2020-03-22 00:28 EDT
