County_Name,State_Name,Confirmed,New,Death,Fatality_Rate,Latitude,Longitude,Last_Update
Heard,Georgia,1,1,0,0.0000000,33.2969150,-85.1283854,2020-03-21 00:57 EDT
Dawson,Georgia,1,1,0,0.0000000,34.4453183,-84.1729133,2020-03-21 00:57 EDT
Douglas,Georgia,1,1,0,0.0000000,33.7017959,-84.7682405,2020-03-21 00:57 EDT
Lamar,Georgia,1,1,0,0.0000000,33.7605900,-95.8281200,2020-03-21 00:57 EDT
Monroe,Georgia,1,1,0,0.0000000,33.0141038,-83.9186615,2020-03-21 00:57 EDT
Randolph,Georgia,1,1,0,0.0000000,31.7625971,-84.7541342,2020-03-21 00:57 EDT
Dallas,Texas,74,15,1,0.0135135,32.7782200,-96.7951200,2020-03-21 00:57 EDT
Travis,Texas,58,17,0,0.0000000,30.3346227,-97.7821898,2020-03-21 00:57 EDT
Harris-Non Houston,Texas,36,36,1,0.0277778,37.3021920,-91.8445815,2020-03-21 00:57 EDT
Tarrant,Texas,29,10,1,0.0344828,32.8173000,-97.0765500,2020-03-21 00:57 EDT
Bexar,Texas,29,0,0,0.0000000,29.4489207,-98.5200077,2020-03-21 00:57 EDT
Collin,Texas,27,9,1,0.0370370,33.1968000,-96.8039300,2020-03-21 00:57 EDT
Fort Bend,Texas,24,5,0,0.0000000,29.5274525,-95.7706508,2020-03-21 00:57 EDT
Harris-Houston,Texas,19,19,0,0.0000000,29.6664801,-95.2243801,2020-03-21 00:57 EDT
Denton,Texas,15,6,0,0.0000000,33.2165900,-97.1316200,2020-03-21 00:57 EDT
McLennan,Texas,13,6,0,0.0000000,31.5523403,-97.2018059,2020-03-21 00:57 EDT
Montgomery,Texas,10,3,0,0.0000000,30.3886200,-95.6963300,2020-03-21 00:57 EDT
Brazoria,Texas,10,6,0,0.0000000,29.0497100,-95.5620000,2020-03-21 00:57 EDT
Williamson,Texas,8,0,0,0.0000000,30.6480676,-97.6007721,2020-03-21 00:57 EDT
Bell,Texas,7,1,0,0.0000000,31.0376588,-97.4780738,2020-03-21 00:57 EDT
El Paso,Texas,6,0,0,0.0000000,31.7591600,-106.4874900,2020-03-21 00:57 EDT
Galveston,Texas,6,2,0,0.0000000,29.2953200,-94.8079100,2020-03-21 00:57 EDT
Hays,Texas,6,1,0,0.0000000,30.1227000,-97.8722000,2020-03-21 00:57 EDT
Brazos,Texas,6,2,0,0.0000000,30.6604858,-96.3020730,2020-03-21 00:57 EDT
Smith,Texas,5,0,0,0.0000000,32.3750560,-95.2691026,2020-03-21 00:57 EDT
Wichita,Texas,4,3,0,0.0000000,33.9841016,-98.7016946,2020-03-21 00:57 EDT
Matagorda,Texas,3,0,1,0.3333333,28.6912300,-95.9675500,2020-03-21 00:57 EDT
Lubbock,Texas,2,-1,0,0.0000000,33.6101930,-101.8204416,2020-03-21 00:57 EDT
Johnson,Texas,2,1,0,0.0000000,32.3789903,-97.3664118,2020-03-21 00:57 EDT
Comal,Texas,2,1,0,0.0000000,29.8081844,-98.2781952,2020-03-21 00:57 EDT
Brown,Texas,2,1,0,0.0000000,31.7742749,-98.9998503,2020-03-21 00:57 EDT
Randall,Texas,2,2,0,0.0000000,34.9659646,-101.8968880,2020-03-21 00:57 EDT
Gregg,Texas,1,0,0,0.0000000,32.4806246,-94.8169910,2020-03-21 00:57 EDT
Lavaca,Texas,1,0,0,0.0000000,29.3843289,-96.9301097,2020-03-21 00:57 EDT
Bowie,Texas,1,0,0,0.0000000,33.5590000,-97.8486000,2020-03-21 00:57 EDT
Webb,Texas,1,0,0,0.0000000,27.7925000,-99.4228000,2020-03-21 00:57 EDT
Rusk,Texas,1,0,0,0.0000000,31.7960000,-95.1502000,2020-03-21 00:57 EDT
Ellis,Texas,1,0,0,0.0000000,32.3483929,-96.7946042,2020-03-21 00:57 EDT
Grimes,Texas,1,0,0,0.0000000,30.5436558,-95.9853018,2020-03-21 00:57 EDT
Fannin,Texas,1,0,0,0.0000000,33.5930962,-96.1069593,2020-03-21 00:57 EDT
Jefferson,Texas,1,0,0,0.0000000,29.8836640,-94.1692275,2020-03-21 00:57 EDT
DeWitt,Texas,1,0,0,0.0000000,29.0820590,-97.3568176,2020-03-21 00:57 EDT
Van Zandt,Texas,1,0,0,0.0000000,32.5622995,-95.8358721,2020-03-21 00:57 EDT
Hockley,Texas,1,1,0,0.0000000,33.6074828,-102.3430332,2020-03-21 00:57 EDT
Crane,Texas,1,0,0,0.0000000,31.4284665,-102.5155684,2020-03-21 00:57 EDT
Lamar,Texas,1,0,0,0.0000000,33.6674211,-95.5708708,2020-03-21 00:57 EDT
Midland,Texas,1,1,0,0.0000000,31.8693250,-102.0314523,2020-03-21 00:57 EDT
Cameron,Texas,1,1,0,0.0000000,26.1359746,-97.5242397,2020-03-21 00:57 EDT
Castro,Texas,1,1,0,0.0000000,34.5299946,-102.2616703,2020-03-21 00:57 EDT
Oldham,Texas,1,1,0,0.0000000,35.4049542,-102.6028899,2020-03-21 00:57 EDT
Milam,Texas,1,1,0,0.0000000,30.7863001,-96.9767480,2020-03-21 00:57 EDT
Kendall,Texas,1,1,0,0.0000000,29.9446766,-98.7116075,2020-03-21 00:57 EDT
Guadalupe,Texas,1,1,0,0.0000000,29.5830967,-97.9486565,2020-03-21 00:57 EDT
Fayette,Texas,1,1,0,0.0000000,29.8768561,-96.9196684,2020-03-21 00:57 EDT
Middlesex,Massachusetts,144,25,0,0.0000000,42.4855941,-71.3917913,2020-03-21 00:57 EDT
Suffolk,Massachusetts,86,14,1,0.0116279,42.3318916,-71.0753743,2020-03-21 00:57 EDT
Norfolk,Massachusetts,64,12,0,0.0000000,42.1194100,-71.3308300,2020-03-21 00:57 EDT
Essex,Massachusetts,29,10,0,0.0000000,42.6325100,-70.7811300,2020-03-21 00:57 EDT
Berkshire,Massachusetts,20,2,0,0.0000000,42.5110500,-73.1942600,2020-03-21 00:57 EDT
Worcester,Massachusetts,19,5,0,0.0000000,42.2634100,-71.8021900,2020-03-21 00:57 EDT
Plymouth,Massachusetts,11,6,0,0.0000000,41.9280800,-70.6568000,2020-03-21 00:57 EDT
Barnstable,Massachusetts,9,4,0,0.0000000,41.7019400,-70.3044200,2020-03-21 00:57 EDT
Bristol,Massachusetts,6,0,0,0.0000000,41.7983696,-71.1142812,2020-03-21 00:57 EDT
Hampden,Massachusetts,3,0,0,0.0000000,42.0646130,-72.4220000,2020-03-21 00:57 EDT
Hampshire,Massachusetts,2,1,0,0.0000000,42.3402715,-72.6694039,2020-03-21 00:57 EDT
Franklin,Massachusetts,1,0,0,0.0000000,42.5865487,-72.5977731,2020-03-21 00:57 EDT
Denver,Colorado,67,24,0,0.0000000,39.7400100,-104.9920200,2020-03-21 00:57 EDT
Eagle,Colorado,61,22,0,0.0000000,39.6556500,-106.8278800,2020-03-21 00:57 EDT
Jefferson,Colorado,37,12,0,0.0000000,39.5864316,-105.2504022,2020-03-21 00:57 EDT
Arapahoe,Colorado,29,7,0,0.0000000,39.6497672,-104.3392044,2020-03-21 00:57 EDT
El Paso,Colorado,27,19,2,0.0740741,38.8321269,-104.5255141,2020-03-21 00:57 EDT
Douglas,Colorado,17,6,0,0.0000000,39.3296664,-104.9295706,2020-03-21 00:57 EDT
Boulder,Colorado,16,5,0,0.0000000,40.0157400,-105.2792400,2020-03-21 00:57 EDT
Weld,Colorado,15,6,1,0.0666667,40.5547727,-104.3924353,2020-03-21 00:57 EDT
Pitkin,Colorado,14,3,0,0.0000000,39.2171252,-106.9167355,2020-03-21 00:57 EDT
Gunnison,Colorado,13,2,0,0.0000000,38.5452600,-106.9269200,2020-03-21 00:57 EDT
Adams,Colorado,12,2,0,0.0000000,39.8737591,-104.3366349,2020-03-21 00:57 EDT
Summit,Colorado,7,2,0,0.0000000,39.6341694,-106.1163607,2020-03-21 00:57 EDT
Larimer,Colorado,7,3,0,0.0000000,40.6664525,-105.4609363,2020-03-21 00:57 EDT
Garfield,Colorado,4,2,0,0.0000000,39.5992265,-107.9040019,2020-03-21 00:57 EDT
Grand,Colorado,3,2,0,0.0000000,40.1026374,-106.1182838,2020-03-21 00:57 EDT
Pueblo,Colorado,2,0,0,0.0000000,38.2637500,-104.6125200,2020-03-21 00:57 EDT
Routt,Colorado,2,0,0,0.0000000,40.4849979,-106.9912189,2020-03-21 00:57 EDT
Clear Creek,Colorado,2,0,0,0.0000000,39.6890531,-105.6443322,2020-03-21 00:57 EDT
Broomfield,Colorado,2,2,0,0.0000000,39.9359800,-105.0527000,2020-03-21 00:57 EDT
Morgan,Colorado,2,2,0,0.0000000,40.2624978,-103.8101324,2020-03-21 00:57 EDT
Mesa,Colorado,1,0,0,0.0000000,39.1661600,-108.1388900,2020-03-21 00:57 EDT
Crowley,Colorado,1,0,1,1.0000000,38.3266886,-103.7847985,2020-03-21 00:57 EDT
Park,Colorado,1,1,0,0.0000000,39.1192620,-105.7171244,2020-03-21 00:57 EDT
Yuma,Colorado,1,1,0,0.0000000,40.0028843,-102.4242280,2020-03-21 00:57 EDT
Montgomery,Pennsylvania,68,13,0,0.0000000,40.2108942,-75.3673638,2020-03-21 00:57 EDT
Philadelphia,Pennsylvania,67,23,0,0.0000000,39.9522200,-75.1621800,2020-03-21 00:57 EDT
Allegheny,Pennsylvania,28,10,0,0.0000000,40.4508200,-80.0161500,2020-03-21 00:57 EDT
Bucks,Pennsylvania,24,12,0,0.0000000,40.3369404,-75.1067941,2020-03-21 00:57 EDT
Delaware,Pennsylvania,23,9,0,0.0000000,39.9167251,-75.3989856,2020-03-21 00:57 EDT
Monroe,Pennsylvania,19,4,0,0.0000000,41.0581159,-75.3393979,2020-03-21 00:57 EDT
Chester,Pennsylvania,17,7,0,0.0000000,39.9732037,-75.7484515,2020-03-21 00:57 EDT
Cumberland,Pennsylvania,11,0,0,0.0000000,40.1636766,-77.2653807,2020-03-21 00:57 EDT
Northampton,Pennsylvania,10,5,1,0.1000000,40.6836000,-75.4910800,2020-03-21 00:57 EDT
York,Pennsylvania,6,4,0,0.0000000,39.9199320,-76.7264529,2020-03-21 00:57 EDT
Berks,Pennsylvania,5,4,0,0.0000000,40.4163373,-75.9260454,2020-03-21 00:57 EDT
Lackawanna,Pennsylvania,4,2,0,0.0000000,41.4368563,-75.6091800,2020-03-21 00:57 EDT
Westmoreland,Pennsylvania,4,2,0,0.0000000,40.3107724,-79.4669799,2020-03-21 00:57 EDT
Adams,Pennsylvania,4,4,0,0.0000000,39.8715070,-77.2179455,2020-03-21 00:57 EDT
Pike,Pennsylvania,3,0,0,0.0000000,41.3320250,-75.0338235,2020-03-21 00:57 EDT
Washington,Pennsylvania,3,0,0,0.0000000,40.1675200,-80.2464800,2020-03-21 00:57 EDT
Beaver,Pennsylvania,3,1,0,0.0000000,40.6964000,-80.3019600,2020-03-21 00:57 EDT
Lehigh,Pennsylvania,2,1,0,0.0000000,40.6126567,-75.5923206,2020-03-21 00:57 EDT
Luzerne,Pennsylvania,2,1,0,0.0000000,41.2866900,-75.9027200,2020-03-21 00:57 EDT
Lancaster,Pennsylvania,2,0,0,0.0000000,40.0423624,-76.2476733,2020-03-21 00:57 EDT
Wayne,Pennsylvania,1,0,0,0.0000000,41.6487880,-75.3032486,2020-03-21 00:57 EDT
Erie,Pennsylvania,1,0,0,0.0000000,41.9916648,-80.0322062,2020-03-21 00:57 EDT
Lebanon,Pennsylvania,1,0,0,0.0000000,40.3671979,-76.4577463,2020-03-21 00:57 EDT
Franklin,Pennsylvania,1,1,0,0.0000000,39.9274958,-77.7211619,2020-03-21 00:57 EDT
Centre,Pennsylvania,1,1,0,0.0000000,40.9193080,-77.8197979,2020-03-21 00:57 EDT
Potter,Pennsylvania,1,1,0,0.0000000,41.7449072,-77.8957800,2020-03-21 00:57 EDT
Davidson,Tennessee,101,26,1,0.0099010,36.1695608,-86.7847568,2020-03-21 00:57 EDT
Out-of-state,Tennessee,40,40,0,0.0000000,36.4497836,-82.9943704,2020-03-21 00:57 EDT
Williamson,Tennessee,35,5,0,0.0000000,35.8938267,-86.8986396,2020-03-21 00:57 EDT
Sumner,Tennessee,11,9,0,0.0000000,36.4694621,-86.4603320,2020-03-21 00:57 EDT
Hamilton,Tennessee,5,0,0,0.0000000,35.1793204,-85.1668414,2020-03-21 00:57 EDT
Shelby,Tennessee,4,-6,0,0.0000000,35.1269000,-89.9253000,2020-03-21 00:57 EDT
Knox,Tennessee,3,1,0,0.0000000,35.9956069,-83.9346520,2020-03-21 00:57 EDT
Montgomery,Tennessee,3,3,0,0.0000000,36.4970585,-87.3828898,2020-03-21 00:57 EDT
Wilson,Tennessee,3,3,0,0.0000000,36.1549437,-86.2976908,2020-03-21 00:57 EDT
Cheatham,Tennessee,2,1,0,0.0000000,36.2613709,-87.0872357,2020-03-21 00:57 EDT
Robertson,Tennessee,2,1,0,0.0000000,36.5254295,-86.8705530,2020-03-21 00:57 EDT
Cumberland,Tennessee,2,1,0,0.0000000,35.9503817,-84.9983405,2020-03-21 00:57 EDT
Washington,Tennessee,2,2,0,0.0000000,36.2930365,-82.4975127,2020-03-21 00:57 EDT
Dickson,Tennessee,2,2,0,0.0000000,36.1490610,-87.3565971,2020-03-21 00:57 EDT
Sullivan,Tennessee,1,0,0,0.0000000,36.5128018,-82.3044950,2020-03-21 00:57 EDT
Jefferson,Tennessee,1,0,0,0.0000000,36.0571754,-83.4517945,2020-03-21 00:57 EDT
Rutherford,Tennessee,1,0,0,0.0000000,35.8427433,-86.4167525,2020-03-21 00:57 EDT
Campbell,Tennessee,1,0,0,0.0000000,36.4034563,-84.1493609,2020-03-21 00:57 EDT
Sevier,Tennessee,1,0,0,0.0000000,35.7840684,-83.5242224,2020-03-21 00:57 EDT
Fayette,Tennessee,1,0,0,0.0000000,35.1969847,-89.4143294,2020-03-21 00:57 EDT
Dyer,Tennessee,1,1,0,0.0000000,36.0591887,-89.4087002,2020-03-21 00:57 EDT
Carroll,Tennessee,1,1,0,0.0000000,35.9730981,-88.4502194,2020-03-21 00:57 EDT
Greene,Tennessee,1,1,0,0.0000000,36.1753420,-82.8459366,2020-03-21 00:57 EDT
Bradley,Tennessee,1,1,0,0.0000000,35.1540652,-84.8595656,2020-03-21 00:57 EDT
Anderson,Tennessee,1,1,0,0.0000000,36.1184970,-84.1985092,2020-03-21 00:57 EDT
Blount,Tennessee,1,1,0,0.0000000,35.6866439,-83.9237776,2020-03-21 00:57 EDT
Milwaukee,Wisconsin,95,33,1,0.0105263,43.0420000,-87.9068700,2020-03-21 00:57 EDT
Dane,Wisconsin,32,5,0,0.0000000,43.2509000,-89.5182900,2020-03-21 00:57 EDT
Waukesha,Wisconsin,15,3,0,0.0000000,43.0145800,-88.2354800,2020-03-21 00:57 EDT
Fond du Lac,Wisconsin,14,0,1,0.0714286,43.7730200,-88.4470900,2020-03-21 00:57 EDT
Ozaukee,Wisconsin,7,4,1,0.1428571,43.3840604,-87.9508092,2020-03-21 00:57 EDT
Sheboygan,Wisconsin,6,0,0,0.0000000,43.7497800,-87.7134300,2020-03-21 00:57 EDT
Winnebago,Wisconsin,5,0,0,0.0000000,44.0751600,-88.5252200,2020-03-21 00:57 EDT
Columbia,Wisconsin,5,1,0,0.0000000,43.4666300,-89.3337458,2020-03-21 00:57 EDT
Kenosha,Wisconsin,4,0,0,0.0000000,42.5880800,-87.8232600,2020-03-21 00:57 EDT
La Crosse,Wisconsin,4,0,0,0.0000000,43.8126700,-91.2520600,2020-03-21 00:57 EDT
Racine,Wisconsin,3,0,0,0.0000000,42.7256400,-87.7895500,2020-03-21 00:57 EDT
Washington,Wisconsin,3,1,0,0.0000000,43.3684626,-88.2307463,2020-03-21 00:57 EDT
Walworth,Wisconsin,3,1,0,0.0000000,42.6686008,-88.5419541,2020-03-21 00:57 EDT
Eau Claire,Wisconsin,3,2,0,0.0000000,44.8165800,-91.5007700,2020-03-21 00:57 EDT
Outagamie,Wisconsin,2,1,0,0.0000000,44.4161518,-88.4649782,2020-03-21 00:57 EDT
Brown,Wisconsin,2,0,0,0.0000000,44.4526273,-88.0037092,2020-03-21 00:57 EDT
Sauk,Wisconsin,2,1,0,0.0000000,43.4266931,-89.9483328,2020-03-21 00:57 EDT
St. Croix,Wisconsin,2,1,0,0.0000000,45.7671841,-92.1481414,2020-03-21 00:57 EDT
Rock,Wisconsin,2,1,0,0.0000000,42.6712076,-89.0715632,2020-03-21 00:57 EDT
Pierce,Wisconsin,1,0,0,0.0000000,44.7227332,-92.4219232,2020-03-21 00:57 EDT
Wood,Wisconsin,1,0,0,0.0000000,44.4752300,-90.1606200,2020-03-21 00:57 EDT
Calumet,Wisconsin,1,0,0,0.0000000,44.0834509,-88.1835902,2020-03-21 00:57 EDT
Bayfield,Wisconsin,1,0,0,0.0000000,46.5235899,-91.2008410,2020-03-21 00:57 EDT
Dunn,Wisconsin,1,0,0,0.0000000,44.9465692,-91.8963636,2020-03-21 00:57 EDT
Chippewa,Wisconsin,1,1,0,0.0000000,45.0693964,-91.2798920,2020-03-21 00:57 EDT
Marathon,Wisconsin,1,1,0,0.0000000,44.8982878,-89.7590945,2020-03-21 00:57 EDT
Jefferson,Wisconsin,1,1,0,0.0000000,43.0207606,-88.7758769,2020-03-21 00:57 EDT
Douglas,Wisconsin,1,1,0,0.0000000,46.4315411,-91.9153938,2020-03-21 00:57 EDT
Green,Wisconsin,1,1,0,0.0000000,42.6799749,-89.6022699,2020-03-21 00:57 EDT
Fairfield,Connecticut,122,20,4,0.0327869,41.1663300,-73.2287600,2020-03-21 00:57 EDT
Hartford,Connecticut,29,11,0,0.0000000,41.7637500,-72.6739400,2020-03-21 00:57 EDT
New Haven,Connecticut,23,0,0,0.0000000,41.3080100,-72.9243200,2020-03-21 00:57 EDT
Litchfield,Connecticut,8,1,0,0.0000000,41.7462600,-73.1889500,2020-03-21 00:57 EDT
Middlesex,Connecticut,5,2,0,0.0000000,41.4630666,-72.5347041,2020-03-21 00:57 EDT
Tolland,Connecticut,4,0,0,0.0000000,41.8550448,-72.3365675,2020-03-21 00:57 EDT
Windham,Connecticut,2,2,0,0.0000000,41.8299475,-71.9875096,2020-03-21 00:57 EDT
New London,Connecticut,1,1,0,0.0000000,41.3565000,-72.0962600,2020-03-21 00:57 EDT
Mecklenburg,North Carolina,43,12,0,0.0000000,35.2414779,-80.8308055,2020-03-21 00:57 EDT
Durham,North Carolina,39,4,0,0.0000000,35.9954200,-78.8964400,2020-03-21 00:57 EDT
Wake,North Carolina,32,7,0,0.0000000,35.7901085,-78.6503976,2020-03-21 00:57 EDT
Forsyth,North Carolina,7,2,0,0.0000000,36.1305370,-80.2563022,2020-03-21 00:57 EDT
Harnett,North Carolina,6,0,0,0.0000000,35.3411700,-78.7883700,2020-03-21 00:57 EDT
Union,North Carolina,6,4,0,0.0000000,34.9883257,-80.5307445,2020-03-21 00:57 EDT
Brunswick,North Carolina,4,3,0,0.0000000,34.0705938,-78.2374968,2020-03-21 00:57 EDT
Guilford,North Carolina,4,1,0,0.0000000,36.0794682,-79.7889701,2020-03-21 00:57 EDT
Orange,North Carolina,4,4,0,0.0000000,36.0613966,-79.1205961,2020-03-21 00:57 EDT
Franklin,North Carolina,4,4,0,0.0000000,36.0827448,-78.2856003,2020-03-21 00:57 EDT
Chatham,North Carolina,3,0,0,0.0000000,35.7026299,-79.2554158,2020-03-21 00:57 EDT
Johnston,North Carolina,3,1,0,0.0000000,35.5176559,-78.3657386,2020-03-21 00:57 EDT
Cabarrus,North Carolina,2,1,0,0.0000000,35.2372000,-80.5423000,2020-03-21 00:57 EDT
Craven,North Carolina,2,0,0,0.0000000,35.1172866,-77.0824703,2020-03-21 00:57 EDT
Watauga,North Carolina,2,0,0,0.0000000,36.2310136,-81.6964558,2020-03-21 00:57 EDT
Wilson,North Carolina,2,0,0,0.0000000,35.7219600,-77.9163700,2020-03-21 00:57 EDT
Iredell,North Carolina,2,0,0,0.0000000,35.8311000,-80.8987000,2020-03-21 00:57 EDT
Moore,North Carolina,2,0,0,0.0000000,35.3106825,-79.4813103,2020-03-21 00:57 EDT
Pitt,North Carolina,2,1,0,0.0000000,35.5935109,-77.3746684,2020-03-21 00:57 EDT
Rowan,North Carolina,2,1,0,0.0000000,35.6395887,-80.5247094,2020-03-21 00:57 EDT
Cumberland,North Carolina,2,0,0,0.0000000,35.0486249,-78.8273923,2020-03-21 00:57 EDT
Onslow,North Carolina,1,0,0,0.0000000,34.7334689,-77.4296641,2020-03-21 00:57 EDT
Wayne,North Carolina,1,0,0,0.0000000,35.3637623,-78.0041603,2020-03-21 00:57 EDT
Sampson,North Carolina,1,0,0,0.0000000,34.9916072,-78.3715770,2020-03-21 00:57 EDT
Lincoln,North Carolina,1,0,0,0.0000000,35.4857688,-81.2306512,2020-03-21 00:57 EDT
Gaston,North Carolina,1,0,0,0.0000000,35.2941764,-81.1801548,2020-03-21 00:57 EDT
New Hanover,North Carolina,1,0,0,0.0000000,34.2329216,-77.8847752,2020-03-21 00:57 EDT
Buncombe,North Carolina,1,0,0,0.0000000,35.6111326,-82.5300939,2020-03-21 00:57 EDT
Hoke,North Carolina,1,0,0,0.0000000,35.0172940,-79.2371627,2020-03-21 00:57 EDT
Davidson,North Carolina,1,0,0,0.0000000,35.7931766,-80.2127047,2020-03-21 00:57 EDT
Pasquotank,North Carolina,1,0,0,0.0000000,36.2888322,-76.2723684,2020-03-21 00:57 EDT
Alamance,North Carolina,1,1,0,0.0000000,36.0439721,-79.3994515,2020-03-21 00:57 EDT
Lee,North Carolina,1,1,0,0.0000000,35.4750599,-79.1715405,2020-03-21 00:57 EDT
Catawba,North Carolina,1,1,0,0.0000000,35.6639945,-81.2195283,2020-03-21 00:57 EDT
Chowan,North Carolina,1,1,0,0.0000000,36.1518954,-76.6156174,2020-03-21 00:57 EDT
Carteret,North Carolina,1,1,0,0.0000000,34.8379733,-76.6653633,2020-03-21 00:57 EDT
Stanley,North Carolina,1,1,0,0.0000000,35.3119145,-80.2508748,2020-03-21 00:57 EDT
Cuyahoga,Ohio,69,16,0,0.0000000,41.4244148,-81.6585817,2020-03-21 00:57 EDT
Franklin,Ohio,14,4,0,0.0000000,39.9694713,-83.0093307,2020-03-21 00:57 EDT
Butler,Ohio,12,4,0,0.0000000,39.4386384,-84.5761677,2020-03-21 00:57 EDT
Summit,Ohio,10,4,0,0.0000000,41.1259157,-81.5321883,2020-03-21 00:57 EDT
Lorain,Ohio,10,4,0,0.0000000,41.4682000,-82.1781500,2020-03-21 00:57 EDT
Mahoning,Ohio,7,2,0,0.0000000,41.0146443,-80.7762383,2020-03-21 00:57 EDT
Hamilton,Ohio,7,5,0,0.0000000,39.1960461,-84.5420783,2020-03-21 00:57 EDT
Stark,Ohio,6,1,0,0.0000000,40.8139096,-81.3656565,2020-03-21 00:57 EDT
Medina,Ohio,6,1,0,0.0000000,41.1404200,-81.8640200,2020-03-21 00:57 EDT
Trumbull,Ohio,3,1,0,0.0000000,41.3170671,-80.7611827,2020-03-21 00:57 EDT
Lake,Ohio,3,1,0,0.0000000,41.6964084,-81.2373189,2020-03-21 00:57 EDT
Belmont,Ohio,2,0,0,0.0000000,40.0295500,-81.0389100,2020-03-21 00:57 EDT
Lucas,Ohio,2,1,1,0.5000000,41.6198584,-83.6597766,2020-03-21 00:57 EDT
Coshocton,Ohio,2,0,0,0.0000000,40.3016178,-81.9200138,2020-03-21 00:57 EDT
Delaware,Ohio,2,0,0,0.0000000,40.2784204,-83.0049769,2020-03-21 00:57 EDT
Miami,Ohio,2,1,1,0.5000000,40.0534488,-84.2289072,2020-03-21 00:57 EDT
Warren,Ohio,2,2,0,0.0000000,39.4275635,-84.1666884,2020-03-21 00:57 EDT
Tuscarawas,Ohio,1,0,0,0.0000000,40.3975800,-81.4072700,2020-03-21 00:57 EDT
Geauga,Ohio,1,0,0,0.0000000,41.4995451,-81.1785838,2020-03-21 00:57 EDT
Darke,Ohio,1,0,0,0.0000000,40.1332381,-84.6193616,2020-03-21 00:57 EDT
Huron,Ohio,1,0,0,0.0000000,41.1462065,-82.5983497,2020-03-21 00:57 EDT
Ashland,Ohio,1,0,0,0.0000000,40.8459854,-82.2706822,2020-03-21 00:57 EDT
Montgomery,Ohio,1,0,0,0.0000000,39.7546878,-84.2909755,2020-03-21 00:57 EDT
Clark,Ohio,1,0,0,0.0000000,39.9166540,-83.7837497,2020-03-21 00:57 EDT
Richland,Ohio,1,0,0,0.0000000,40.7746982,-82.5364402,2020-03-21 00:57 EDT
Out of state,Ohio,1,1,0,0.0000000,40.2503400,-83.0001800,2020-03-21 00:57 EDT
Marion,Ohio,1,1,0,0.0000000,40.5872053,-83.1607696,2020-03-21 00:57 EDT
Licking,Ohio,1,1,0,0.0000000,40.0916812,-82.4831028,2020-03-21 00:57 EDT
Union,Ohio,1,1,0,0.0000000,40.2994141,-83.3716369,2020-03-21 00:57 EDT
Ashtabula,Ohio,1,1,0,0.0000000,41.7074107,-80.7482149,2020-03-21 00:57 EDT
Defiance,Ohio,1,1,0,0.0000000,41.3239139,-84.4904998,2020-03-21 00:57 EDT
Erie,Ohio,1,1,1,1.0000000,41.3636333,-82.6192445,2020-03-21 00:57 EDT
Clark,Nevada,126,57,2,0.0158730,36.2170997,-115.0246913,2020-03-21 00:57 EDT
Washoe,Nevada,18,4,0,0.0000000,40.6869602,-119.6659910,2020-03-21 00:57 EDT
Carson City,Nevada,2,1,0,0.0000000,39.1650600,-119.7669700,2020-03-21 00:57 EDT
Elko County,Nevada,1,1,0,0.0000000,41.1458087,-115.3577152,2020-03-21 00:57 EDT
Montgomery,Maryland,51,18,0,0.0000000,39.1363682,-77.2040317,2020-03-21 00:57 EDT
Prince George's,Maryland,31,8,1,0.0322581,38.8283862,-76.8458707,2020-03-21 00:57 EDT
Howard,Maryland,18,2,0,0.0000000,39.2511278,-76.9312584,2020-03-21 00:57 EDT
Baltimore,Maryland,13,1,1,0.0769231,39.2905800,-76.6092600,2020-03-21 00:57 EDT
Baltimore City,Maryland,11,3,0,0.0000000,39.3019413,-76.6111117,2020-03-21 00:57 EDT
Anne Arundel,Maryland,9,4,0,0.0000000,39.0088970,-76.6032863,2020-03-21 00:57 EDT
Harford,Maryland,5,2,0,0.0000000,39.5544404,-76.3158396,2020-03-21 00:57 EDT
Carroll,Maryland,4,2,0,0.0000000,39.5629588,-77.0224657,2020-03-21 00:57 EDT
Charles,Maryland,2,0,0,0.0000000,38.4741042,-77.0128671,2020-03-21 00:57 EDT
Talbot,Maryland,1,0,0,0.0000000,38.7592645,-76.1136695,2020-03-21 00:57 EDT
Frederick,Maryland,1,0,0,0.0000000,39.4157400,-77.4120300,2020-03-21 00:57 EDT
Calvert,Maryland,1,0,0,0.0000000,38.5402082,-76.5651139,2020-03-21 00:57 EDT
Wicomico,Maryland,1,1,0,0.0000000,38.3702917,-75.6298099,2020-03-21 00:57 EDT
Worcester,Maryland,1,1,0,0.0000000,38.2221675,-75.3577413,2020-03-21 00:57 EDT
Kershaw,South Carolina,36,7,0,0.0000000,34.3389221,-80.5902960,2020-03-21 00:57 EDT
Richland,South Carolina,22,14,0,0.0000000,34.0214529,-80.9013450,2020-03-21 00:57 EDT
Greenville,South Carolina,12,5,0,0.0000000,34.8482700,-82.4001100,2020-03-21 00:57 EDT
Beaufort,South Carolina,8,1,0,0.0000000,32.4311900,-80.6699300,2020-03-21 00:57 EDT
Lexington,South Carolina,8,3,1,0.1250000,33.9810500,-81.2359500,2020-03-21 00:57 EDT
Horry,South Carolina,8,2,0,0.0000000,33.9318800,-79.1347000,2020-03-21 00:57 EDT
Charleston,South Carolina,6,1,0,0.0000000,32.7811500,-79.9316000,2020-03-21 00:57 EDT
Anderson,South Carolina,6,4,0,0.0000000,34.5006100,-82.6496200,2020-03-21 00:57 EDT
