County_Name,State_Name,Confirmed,New,Death,New_Death,Fatality_Rate,Latitude,Longitude,Last_Update
New York,New York,98715,4306,6367,547,0.0644988,40.7145500,-74.0071400,2020-04-11 22:58 EDT
Nassau,New York,22584,1072,792,69,0.0350691,40.7416523,-73.5889962,2020-04-11 22:58 EDT
Suffolk,New York,20321,1,458,44,0.0225383,40.8773281,-72.8589804,2020-04-11 22:58 EDT
Westchester,New York,18729,652,461,72,0.0246142,41.1631976,-73.7560629,2020-04-11 22:58 EDT
Rockland,New York,7477,355,200,0,0.0267487,41.1523740,-74.0240103,2020-04-11 22:58 EDT
Orange,New York,4975,335,145,13,0.0291457,41.4020682,-74.3055957,2020-04-11 22:58 EDT
Dutchess,New York,1744,146,12,1,0.0068807,41.7647751,-73.7428168,2020-04-11 22:58 EDT
Erie,New York,1558,52,57,4,0.0365854,42.7638212,-78.7322497,2020-04-11 22:58 EDT
Monroe,New York,767,25,40,0,0.0521512,43.1460428,-77.6967491,2020-04-11 22:58 EDT
Ulster,New York,655,125,11,3,0.0167939,41.9598600,-73.9903300,2020-04-11 22:58 EDT
Putnam,New York,507,20,7,0,0.0138067,41.4265345,-73.7494999,2020-04-11 22:58 EDT
Onondaga,New York,481,25,9,1,0.0187110,43.0048700,-76.1836000,2020-04-11 22:58 EDT
Albany,New York,446,20,12,0,0.0269058,42.6515500,-73.7552100,2020-04-11 22:58 EDT
Sullivan,New York,340,22,7,0,0.0205882,41.7163135,-74.7681108,2020-04-11 22:58 EDT
Schenectady,New York,194,3,7,0,0.0360825,42.8123800,-73.9412200,2020-04-11 22:58 EDT
Niagara,New York,194,38,4,0,0.0206186,43.1999815,-78.7452226,2020-04-11 22:58 EDT
Saratoga,New York,187,5,4,0,0.0213904,43.0697400,-73.6366100,2020-04-11 22:58 EDT
Oneida,New York,183,11,3,0,0.0163934,43.2430650,-75.4258360,2020-04-11 22:58 EDT
Steuben,New York,147,30,10,4,0.0680272,42.2678268,-77.3838260,2020-04-11 22:58 EDT
Broome,New York,121,9,6,0,0.0495868,42.1602180,-75.8196459,2020-04-11 22:58 EDT
Tompkins,New York,113,6,0,0,0.0000000,42.4493350,-76.4706436,2020-04-11 22:58 EDT
Madison,New York,105,3,3,0,0.0285714,42.9129075,-75.6697890,2020-04-11 22:58 EDT
Rensselaer,New York,102,0,5,0,0.0490196,42.7108626,-73.5097379,2020-04-11 22:58 EDT
St. Lawrence,New York,88,6,0,0,0.0000000,44.1772700,-76.1677200,2020-04-11 22:58 EDT
Columbia,New York,87,3,7,2,0.0804598,42.2500108,-73.6318613,2020-04-11 22:58 EDT
Genesee,New York,70,5,1,0,0.0142857,43.0009402,-78.1936949,2020-04-11 22:58 EDT
Chenango,New York,61,1,0,0,0.0000000,42.4934944,-75.6115371,2020-04-11 22:58 EDT
Chemung,New York,60,1,1,0,0.0166667,42.1411881,-76.7600106,2020-04-11 22:58 EDT
Ontario,New York,56,5,0,0,0.0000000,42.8528894,-77.2998110,2020-04-11 22:58 EDT
Jefferson,New York,44,1,0,0,0.0000000,44.0410342,-75.9122553,2020-04-11 22:58 EDT
Warren,New York,44,1,0,0,0.0000000,43.5592099,-73.8588116,2020-04-11 22:58 EDT
Otsego,New York,43,2,1,0,0.0232558,42.6337375,-75.0325623,2020-04-11 22:58 EDT
Clinton,New York,43,0,2,2,0.0465116,44.7904000,-73.6006000,2020-04-11 22:58 EDT
Greene,New York,43,9,0,0,0.0000000,42.2765457,-74.1226159,2020-04-11 22:58 EDT
Oswego,New York,42,6,2,0,0.0476190,43.4365257,-76.1492440,2020-04-11 22:58 EDT
Wayne,New York,42,1,0,0,0.0000000,42.4741310,-77.0981600,2020-04-11 22:58 EDT
Delaware,New York,39,0,3,1,0.0769231,42.1980433,-74.9663520,2020-04-11 22:58 EDT
Herkimer,New York,37,1,3,0,0.0810811,43.0259000,-74.9843300,2020-04-11 22:58 EDT
Livingston,New York,34,5,2,0,0.0588235,42.7280835,-77.7754386,2020-04-11 22:58 EDT
Washington,New York,32,6,1,0,0.0312500,43.3122711,-73.4309623,2020-04-11 22:58 EDT
Wyoming,New York,31,1,1,0,0.0322581,42.7024266,-78.2244326,2020-04-11 22:58 EDT
Cayuga,New York,31,4,1,0,0.0322581,42.9214520,-76.5491749,2020-04-11 22:58 EDT
Montgomery,New York,29,0,1,0,0.0344828,42.9022918,-74.4396009,2020-04-11 22:58 EDT
Allegany,New York,26,0,1,0,0.0384615,42.2573979,-78.0275544,2020-04-11 22:58 EDT
