County_Name,State_Name,Confirmed,New,Death,New_Death,Fatality_Rate,Latitude,Longitude,Last_Update
New York,New York,51809,4370,1562,423,0.0301492,40.7145500,-74.0071400,2020-04-02 23:49 EDT
Westchester,New York,11567,884,67,42,0.0057923,41.1631976,-73.7560629,2020-04-02 23:49 EDT
Nassau,New York,10587,1033,95,19,0.0089733,40.7416523,-73.5889962,2020-04-02 23:49 EDT
Suffolk,New York,8746,1141,84,31,0.0096044,40.8773281,-72.8589804,2020-04-02 23:49 EDT
Rockland,New York,3751,430,42,24,0.0111970,41.1523740,-74.0240103,2020-04-02 23:49 EDT
Orange,New York,2048,292,30,11,0.0146484,41.4020682,-74.3055957,2020-04-02 23:49 EDT
Erie,New York,734,152,19,8,0.0258856,42.7638212,-78.7322497,2020-04-02 23:49 EDT
Dutchess,New York,667,120,5,1,0.0074963,41.7647751,-73.7428168,2020-04-02 23:49 EDT
Monroe,New York,420,71,9,0,0.0214286,43.1460428,-77.6967491,2020-04-02 23:49 EDT
Onondaga,New York,301,24,2,1,0.0066445,43.0048700,-76.1836000,2020-04-02 23:49 EDT
Albany,New York,253,13,2,1,0.0079051,42.6515500,-73.7552100,2020-04-02 23:49 EDT
Ulster,New York,243,21,3,0,0.0123457,41.9598600,-73.9903300,2020-04-02 23:49 EDT
Putnam,New York,216,9,7,7,0.0324074,41.4265345,-73.7494999,2020-04-02 23:49 EDT
Sullivan,New York,156,35,5,4,0.0320513,41.7163135,-74.7681108,2020-04-02 23:49 EDT
Saratoga,New York,132,10,1,0,0.0075758,43.0697400,-73.6366100,2020-04-02 23:49 EDT
Schenectady,New York,101,8,1,0,0.0099010,42.8123800,-73.9412200,2020-04-02 23:49 EDT
Niagara,New York,91,45,0,0,0.0000000,43.1999815,-78.7452226,2020-04-02 23:49 EDT
Tompkins,New York,87,11,0,0,0.0000000,42.4493350,-76.4706436,2020-04-02 23:49 EDT
Madison,New York,77,15,2,0,0.0259740,42.9129075,-75.6697890,2020-04-02 23:49 EDT
Rensselaer,New York,67,12,0,0,0.0000000,42.7108626,-73.5097379,2020-04-02 23:49 EDT
Oneida,New York,61,11,1,0,0.0163934,43.2430650,-75.4258360,2020-04-02 23:49 EDT
Columbia,New York,51,10,2,1,0.0392157,42.2500108,-73.6318613,2020-04-02 23:49 EDT
Broome,New York,46,4,4,1,0.0869565,42.1602180,-75.8196459,2020-04-02 23:49 EDT
Steuben,New York,43,5,0,0,0.0000000,42.2678268,-77.3838260,2020-04-02 23:49 EDT
St. Lawrence,New York,42,8,0,0,0.0000000,44.1772700,-76.1677200,2020-04-02 23:49 EDT
Oswego,New York,28,8,0,0,0.0000000,43.4365257,-76.1492440,2020-04-02 23:49 EDT
Chenango,New York,28,2,0,0,0.0000000,42.4934944,-75.6115371,2020-04-02 23:49 EDT
Wayne,New York,27,3,0,0,0.0000000,42.4741310,-77.0981600,2020-04-02 23:49 EDT
Clinton,New York,26,1,0,0,0.0000000,44.7904000,-73.6006000,2020-04-02 23:49 EDT
Ontario,New York,26,2,0,0,0.0000000,42.8528894,-77.2998110,2020-04-02 23:49 EDT
Delaware,New York,23,3,1,1,0.0434783,42.1980433,-74.9663520,2020-04-02 23:49 EDT
Chemung,New York,22,0,0,0,0.0000000,42.1411881,-76.7600106,2020-04-02 23:49 EDT
Otsego,New York,21,2,1,0,0.0476190,42.6337375,-75.0325623,2020-04-02 23:49 EDT
Greene,New York,21,3,0,0,0.0000000,42.2765457,-74.1226159,2020-04-02 23:49 EDT
Livingston,New York,18,0,1,1,0.0555556,42.7280835,-77.7754386,2020-04-02 23:49 EDT
Warren,New York,18,0,0,0,0.0000000,43.5592099,-73.8588116,2020-04-02 23:49 EDT
Genesee,New York,17,4,1,0,0.0588235,43.0009402,-78.1936949,2020-04-02 23:49 EDT
Wyoming,New York,15,5,1,0,0.0666667,42.7024266,-78.2244326,2020-04-02 23:49 EDT
Jefferson,New York,15,3,0,0,0.0000000,44.0410342,-75.9122553,2020-04-02 23:49 EDT
Herkimer,New York,14,2,2,0,0.1428571,43.0259000,-74.9843300,2020-04-02 23:49 EDT
Cortland,New York,14,4,0,0,0.0000000,42.5950011,-76.0702374,2020-04-02 23:49 EDT
Allegany,New York,13,3,1,0,0.0769231,42.2573979,-78.0275544,2020-04-02 23:49 EDT
