County_Name,State_Name,Confirmed,New,Death,New_Death,Fatality_Rate,Latitude,Longitude,Last_Update
New York,New York,25573,2461,366,366,0.0143120,40.7145500,-74.0071400,2020-03-27 14:48 EDT
Westchester,New York,7187,1243,1,1,0.0001391,41.1631976,-73.7560629,2020-03-27 14:48 EDT
Nassau,New York,4657,743,19,19,0.0040799,40.7416523,-73.5889962,2020-03-27 14:48 EDT
Suffolk,New York,3385,650,22,22,0.0064993,40.8773281,-72.8589804,2020-03-27 14:48 EDT
Rockland,New York,1457,260,7,7,0.0048044,41.1523740,-74.0240103,2020-03-27 14:48 EDT
Orange,New York,910,159,1,1,0.0010989,41.4020682,-74.3055957,2020-03-27 14:48 EDT
Erie,New York,245,39,5,5,0.0204082,42.7638212,-78.7322497,2020-03-27 14:48 EDT
Dutchess,New York,225,35,1,1,0.0044444,41.7647751,-73.7428168,2020-03-27 14:48 EDT
Albany,New York,187,16,0,0,0.0000000,42.6515500,-73.7552100,2020-03-27 14:48 EDT
Monroe,New York,160,12,4,4,0.0250000,43.1460428,-77.6967491,2020-03-27 14:48 EDT
Onondaga,New York,111,0,1,1,0.0090090,43.0048700,-76.1836000,2020-03-27 14:48 EDT
Putnam,New York,94,0,0,0,0.0000000,41.4265345,-73.7494999,2020-03-27 14:48 EDT
Ulster,New York,78,0,0,0,0.0000000,41.9598600,-73.9903300,2020-03-27 14:48 EDT
Saratoga,New York,73,0,0,0,0.0000000,43.0697400,-73.6366100,2020-03-27 14:48 EDT
Schenectady,New York,62,0,1,1,0.0161290,42.8123800,-73.9412200,2020-03-27 14:48 EDT
Sullivan,New York,53,0,0,0,0.0000000,41.7163135,-74.7681108,2020-03-27 14:48 EDT
Rensselaer,New York,44,0,0,0,0.0000000,42.7108626,-73.5097379,2020-03-27 14:48 EDT
Tompkins,New York,32,0,0,0,0.0000000,42.4493350,-76.4706436,2020-03-27 14:48 EDT
Columbia,New York,24,0,0,0,0.0000000,42.2500108,-73.6318613,2020-03-27 14:48 EDT
