County_Name,State_Name,Confirmed,New,Death,New_Death,Fatality_Rate,Recovered,New_Recovered,Latitude,Longitude,Last_Update
Los Angeles,California,1168372,1834,19095,29,1.6%,329,88,34.053490000000004,-118.24531999999999,2021-02-15 20:00 EDT
Riverside,California,285414,0,3524,0,1.2%,3659,244,33.98171,-117.37404,2021-02-15 20:00 EDT
San Bernardino,California,282494,325,2418,26,0.9%,479,220,34.10524,-117.29411999999999,2021-02-15 20:00 EDT
San Diego,California,252943,1261,3037,28,1.2%,2599,348,32.71568,-117.16171000000001,2021-02-15 20:00 EDT
Orange,California,242505,0,3577,0,1.5%,2789,241,33.78787,-117.85071,2021-02-15 20:00 EDT
Santa Clara,California,107397,287,1666,5,1.6%,2089,501,37.35579,-121.95508999999998,2021-02-15 20:00 EDT
Kern,California,100434,144,687,0,0.7%,39,41,35.34281638,-118.7299395,2021-02-15 20:00 EDT
Fresno,California,92520,0,1291,0,1.4%,2219,7,36.74084000000001,-119.78551999999999,2021-02-15 20:00 EDT
Sacramento,California,89965,0,1372,0,1.5%,229,261,38.57944000000001,-121.49085,2021-02-15 20:00 EDT
Alameda,California,78714,358,1121,1,1.4%,979,32,37.76683,-122.2453,2021-02-15 20:00 EDT
Ventura,California,74671,0,732,0,1.0%,3619,192,34.28082,-119.29231999999999,2021-02-15 20:00 EDT
San Joaquin,California,64969,0,992,0,1.5%,2149,350,37.93479557,-121.2713112,2021-02-15 20:00 EDT
Contra Costa,California,60710,173,622,0,1.0%,3149,430,37.91793732,-121.9259354,2021-02-15 20:00 EDT
Stanislaus,California,48842,0,899,0,1.8%,3899,138,37.55932622,-120.9976619,2021-02-15 20:00 EDT
Tulare,California,46714,0,691,0,1.5%,3319,80,36.20649,-119.34305,2021-02-15 20:00 EDT
Monterey,California,41341,0,307,0,0.7%,2699,9,36.21714603,-121.2390196,2021-02-15 20:00 EDT
San Mateo,California,37621,0,474,0,1.3%,2389,32,37.54704,-122.31485,2021-02-15 20:00 EDT
San Francisco,California,33099,69,366,0,1.1%,1649,74,37.777120000000004,-122.41963999999999,2021-02-15 20:00 EDT
Santa Barbara,California,30862,134,372,0,1.2%,3139,73,34.41938,-119.69905,2021-02-15 20:00 EDT
Solano,California,29251,0,140,0,0.5%,4239,65,38.27793363,-121.9272405,2021-02-15 20:00 EDT
Merced,California,27701,0,375,0,1.4%,3739,67,37.19187429,-120.717739,2021-02-15 20:00 EDT
Sonoma,California,27249,106,287,0,1.1%,3129,69,38.29188,-122.45728000000001,2021-02-15 20:00 EDT
Imperial,California,26616,0,584,0,2.2%,4259,44,32.84748,-115.56952,2021-02-15 20:00 EDT
Kings,California,21647,62,208,0,1.0%,3369,66,36.07543071,-119.8153541,2021-02-15 20:00 EDT
Placer,California,19175,0,222,0,1.2%,4169,91,39.05913563,-120.75363279999999,2021-02-15 20:00 EDT
San Luis Obispo,California,18899,0,205,0,1.1%,4999,32,35.28579000000001,-120.66275,2021-02-15 20:00 EDT
Madera,California,14966,0,189,0,1.3%,1559,28,36.96205,-120.06398999999999,2021-02-15 20:00 EDT
Santa Cruz,California,14232,0,168,0,1.2%,4669,17,36.97424,-122.03098,2021-02-15 20:00 EDT
Marin,California,12843,20,184,0,1.4%,319,20,38.07188727,-122.7195348,2021-02-15 20:00 EDT
Yolo,California,12208,0,172,0,1.4%,127,16,38.73431,-121.81278999999999,2021-02-15 20:00 EDT
Shasta,California,10753,0,170,0,1.6%,5959,21,40.598279999999995,-122.49095,2021-02-15 20:00 EDT
Butte,California,10461,0,149,0,1.4%,2359,24,39.66709143,-121.60091100000001,2021-02-15 20:00 EDT
El Dorado,California,8855,0,90,0,1.0%,2789,8,38.68217,-120.84683000000001,2021-02-15 20:00 EDT
Napa,California,8726,0,59,0,0.7%,4619,85,38.50647693,-122.3306091,2021-02-15 20:00 EDT
Sutter,California,8656,0,93,0,1.1%,4449,40,39.03467539,-121.69484569999999,2021-02-15 20:00 EDT
Yuba,California,5583,0,36,0,0.6%,44219,52,39.26918299,-121.3512653,2021-02-15 20:00 EDT
San Benito,California,5568,10,57,0,1.0%,3059,8,36.50506,-121.08332,2021-02-15 20:00 EDT
Lassen,California,5498,0,19,0,0.3%,4509,3,40.68244754,-120.60036909999998,2021-02-15 20:00 EDT
Tehama,California,4930,0,51,0,1.0%,4219,9,40.12569694,-122.23391529999999,2021-02-15 20:00 EDT
Tuolumne,California,3800,0,52,0,1.4%,42619,40,38.02764367,-119.95465359999999,2021-02-15 20:00 EDT
Nevada,California,3729,0,74,0,2.0%,3539,8,39.2616,-121.0161,2021-02-15 20:00 EDT
Mendocino,California,3723,0,40,0,1.1%,579,50,39.44024063,-123.3912784,2021-02-15 20:00 EDT
Amador,California,3356,17,38,0,1.1%,6839,4,38.44606535,-120.65175500000001,2021-02-15 20:00 EDT
Humboldt,California,3009,0,32,0,1.1%,3339,2,40.69879803,-123.87371470000001,2021-02-15 20:00 EDT
Lake,California,2970,0,37,0,1.2%,189,0,39.10265343,-122.75089740000001,2021-02-15 20:00 EDT
Glenn,California,2166,0,23,0,1.1%,41369,18,39.59827984,-122.392389,2021-02-15 20:00 EDT
Colusa,California,2069,0,11,0,0.5%,589,5,39.17759768,-122.2371023,2021-02-15 20:00 EDT
Calaveras,California,1825,0,25,0,1.4%,6579,8,38.20473567,-120.55406550000001,2021-02-15 20:00 EDT
Siskiyou,California,1664,0,13,0,0.8%,9,6,41.59256366,-122.54077720000001,2021-02-15 20:00 EDT
Mono,California,1203,5,4,0,0.3%,4286,8,37.93749777,-118.8838882,2021-02-15 20:00 EDT
Inyo,California,1193,0,34,0,2.8%,79,3,36.5110603,-117.410592,2021-02-15 20:00 EDT
Del Norte,California,929,0,4,0,0.4%,41067,1,41.74317575,-123.89711070000001,2021-02-15 20:00 EDT
Plumas,California,641,0,6,0,0.9%,4509,0,40.00070236,-120.8334983,2021-02-15 20:00 EDT
Modoc,California,443,2,4,0,0.9%,309,4,41.57651716400005,-120.73684738599995,2021-02-15 20:00 EDT
Mariposa,California,388,2,5,0,1.3%,2739,0,37.58147049,-119.90545139999999,2021-02-15 20:00 EDT
Trinity,California,321,0,5,0,1.6%,41509,0,40.65065829,-123.11263500000001,2021-02-15 20:00 EDT
Sierra,California,97,0,0,0,0.0%,0,0,39.58038432,-120.5160202,2021-02-15 20:00 EDT
