County_Name,State_Name,Confirmed,New,Death,New_Death,Fatality_Rate,Recovered,New_Recovered,Latitude,Longitude,Last_Update
Los Angeles,California,1211739,0,22581,0,1.9%,5349,999,34.053490000000004,-118.24531999999999,2021-03-18 19:50 EDT
Riverside,California,292606,0,4052,0,1.4%,2099,31,33.98171,-117.37404,2021-03-18 19:50 EDT
San Bernardino,California,289242,185,3619,38,1.3%,1469,22,34.10524,-117.29411999999999,2021-03-18 19:50 EDT
San Diego,California,266317,0,3470,0,1.3%,659,569,32.71568,-117.16171000000001,2021-03-18 19:50 EDT
Orange,California,249067,0,4511,0,1.8%,999,89,33.78787,-117.85071,2021-03-18 19:50 EDT
Santa Clara,California,113044,0,1876,0,1.7%,459,8,37.35579,-121.95508999999998,2021-03-18 19:50 EDT
Kern,California,105144,0,1010,0,1.0%,157,35,35.34281638,-118.7299395,2021-03-18 19:50 EDT
Fresno,California,97638,0,1543,0,1.6%,689,94,36.74084000000001,-119.78551999999999,2021-03-18 19:50 EDT
Sacramento,California,95667,0,1559,0,1.6%,859,97,38.57944000000001,-121.49085,2021-03-18 19:50 EDT
Alameda,California,85542,0,1366,0,1.6%,0,387,37.76683,-122.2453,2021-03-18 19:50 EDT
Ventura,California,78968,0,937,0,1.2%,2319,62,34.28082,-119.29231999999999,2021-03-18 19:50 EDT
San Joaquin,California,68301,0,1213,0,1.8%,42069,44,37.93479557,-121.2713112,2021-03-18 19:50 EDT
Contra Costa,California,64280,0,725,0,1.1%,599,54,37.91793732,-121.9259354,2021-03-18 19:50 EDT
Stanislaus,California,51839,0,976,0,1.9%,3459,40,37.55932622,-120.9976619,2021-03-18 19:50 EDT
Tulare,California,48691,0,788,0,1.6%,1869,59,36.20649,-119.34305,2021-03-18 19:50 EDT
Monterey,California,42643,0,337,0,0.8%,229,35,36.21714603,-121.2390196,2021-03-18 19:50 EDT
Solano,California,39766,0,178,0,0.4%,0,0,38.27793363,-121.9272405,2021-03-18 19:50 EDT
San Mateo,California,39538,36,536,0,1.4%,41699,18,37.54704,-122.31485,2021-03-18 19:50 EDT
San Francisco,California,34623,34,448,0,1.3%,3799,67,37.777120000000004,-122.41963999999999,2021-03-18 19:50 EDT
Santa Barbara,California,32703,0,430,0,1.3%,769,67,34.41938,-119.69905,2021-03-18 19:50 EDT
Merced,California,30027,0,425,0,1.4%,1439,84,37.19187429,-120.717739,2021-03-18 19:50 EDT
Sonoma,California,28820,0,308,0,1.1%,3029,87,38.29188,-122.45728000000001,2021-03-18 19:50 EDT
Imperial,California,26876,0,687,0,2.6%,0,6,32.84748,-115.56952,2021-03-18 19:50 EDT
Kings,California,22424,0,236,0,1.1%,494,74,36.07543071,-119.8153541,2021-03-18 19:50 EDT
Placer,California,20407,0,237,0,1.2%,3079,3,39.05913563,-120.75363279999999,2021-03-18 19:50 EDT
San Luis Obispo,California,20136,0,253,0,1.3%,2099,70,35.28579000000001,-120.66275,2021-03-18 19:50 EDT
Madera,California,15741,0,226,0,1.4%,369,5,36.96205,-120.06398999999999,2021-03-18 19:50 EDT
Santa Cruz,California,15137,0,197,0,1.3%,59,0,36.97424,-122.03098,2021-03-18 19:50 EDT
Marin,California,13477,0,200,0,1.5%,4139,1,38.07188727,-122.7195348,2021-03-18 19:50 EDT
Yolo,California,13035,0,190,0,1.5%,41989,57,38.73431,-121.81278999999999,2021-03-18 19:50 EDT
Shasta,California,11192,0,194,0,1.7%,8339,1,40.598279999999995,-122.49095,2021-03-18 19:50 EDT
Butte,California,10953,0,171,0,1.6%,789,1,39.66709143,-121.60091100000001,2021-03-18 19:50 EDT
El Dorado,California,9313,0,107,0,1.1%,1859,3,38.68217,-120.84683000000001,2021-03-18 19:50 EDT
Napa,California,9208,0,74,0,0.8%,1469,6,38.50647693,-122.3306091,2021-03-18 19:50 EDT
Sutter,California,9020,0,101,0,1.1%,4639,5,39.03467539,-121.69484569999999,2021-03-18 19:50 EDT
Yuba,California,5892,0,40,0,0.7%,1299,4,39.26918299,-121.3512653,2021-03-18 19:50 EDT
San Benito,California,5805,0,61,0,1.1%,2549,7,36.50506,-121.08332,2021-03-18 19:50 EDT
Lassen,California,5633,0,25,0,0.4%,1009,0,40.68244754,-120.60036909999998,2021-03-18 19:50 EDT
Tehama,California,5180,0,53,0,1.0%,43759,4,40.12569694,-122.23391529999999,2021-03-18 19:50 EDT
Nevada,California,4143,0,74,0,1.8%,119,3,39.2616,-121.0161,2021-03-18 19:50 EDT
Tuolumne,California,4003,0,59,0,1.5%,539,8,38.02764367,-119.95465359999999,2021-03-18 19:50 EDT
