County_Name,State_Name,Confirmed,New,Death,New_Death,Fatality_Rate,Recovered,New_Recovered,Latitude,Longitude,Last_Update
Los Angeles,California,241768,1013,5784,15,2.4%,9474,0,34.053490000000004,-118.24532,2020-08-31 20:05 EDT
Riverside,California,51860,0,1007,0,1.9%,41323,0,33.98171,-117.37404,2020-08-31 20:05 EDT
Orange,California,48538,94,980,1,2.0%,41286,338,33.78787,-117.85071,2020-08-31 20:05 EDT
San Bernardino,California,47642,269,716,0,1.5%,41163,581,34.10524,-117.29412,2020-08-31 20:05 EDT
San Diego,California,38300,253,682,3,1.8%,1138,0,32.71568,-117.16171,2020-08-31 20:05 EDT
Kern,California,29324,94,286,0,1.0%,11732,41,35.34281638,-118.7299395,2020-08-31 20:05 EDT
Fresno,California,24612,0,263,0,1.1%,11906,0,36.74084000000001,-119.78552,2020-08-31 20:05 EDT
Alameda,California,18186,334,258,11,1.4%,0,0,37.76683,-122.2453,2020-08-31 20:05 EDT
Sacramento,California,18052,902,293,19,1.6%,13471,0,38.57944000000001,-121.49085,2020-08-31 20:05 EDT
Santa Clara,California,17013,0,245,0,1.4%,178,0,37.35579,-121.95508999999998,2020-08-31 20:05 EDT
San Joaquin,California,16913,0,307,0,1.8%,15259,0,37.93479557,-121.2713112,2020-08-31 20:05 EDT
Stanislaus,California,14544,62,255,0,1.8%,13435,56,37.55932622,-120.9976619,2020-08-31 20:05 EDT
Tulare,California,14079,195,233,1,1.7%,13145,85,36.20649,-119.34305,2020-08-31 20:05 EDT
Contra Costa,California,13938,136,175,0,1.3%,12373,0,37.91793732,-121.9259354,2020-08-31 20:05 EDT
Imperial,California,10719,52,293,0,2.7%,9651,96,32.84748,-115.56952,2020-08-31 20:05 EDT
Ventura,California,10346,0,115,0,1.1%,9135,0,34.28082,-119.29232,2020-08-31 20:05 EDT
San Francisco,California,9494,66,83,0,0.9%,520,0,37.77712,-122.41964,2020-08-31 20:05 EDT
San Mateo,California,8169,95,131,0,1.6%,0,0,37.54704,-122.31485,2020-08-31 20:05 EDT
Santa Barbara,California,8014,0,92,0,1.1%,7676,0,34.41938,-119.69905,2020-08-31 20:05 EDT
Monterey,California,7980,130,58,2,0.7%,1471,0,36.21714603,-121.2390196,2020-08-31 20:05 EDT
Merced,California,7890,0,115,0,1.5%,6580,0,37.19187429,-120.717739,2020-08-31 20:05 EDT
Kings,California,6284,142,72,0,1.1%,3956,0,36.07543071,-119.8153541,2020-08-31 20:05 EDT
Marin,California,6140,25,95,0,1.5%,4347,0,38.07188727,-122.7195348,2020-08-31 20:05 EDT
Sonoma,California,5654,0,78,0,1.4%,3035,0,38.29188,-122.45728,2020-08-31 20:05 EDT
Solano,California,5388,0,46,0,0.9%,4983,0,38.27793363,-121.9272405,2020-08-31 20:05 EDT
Madera,California,3674,0,54,0,1.5%,2994,0,36.96205,-120.06399,2020-08-31 20:05 EDT
Placer,California,2973,0,32,0,1.1%,2620,0,39.05913563,-120.7536328,2020-08-31 20:05 EDT
San Luis Obispo,California,2882,0,21,0,0.7%,2413,0,35.28579000000001,-120.66275,2020-08-31 20:05 EDT
Yolo,California,2386,51,52,1,2.2%,42,0,38.73431,-121.81279,2020-08-31 20:05 EDT
Butte,California,1848,0,23,0,1.2%,1530,0,39.66709143,-121.600911,2020-08-31 20:05 EDT
Santa Cruz,California,1736,0,7,0,0.4%,1517,23,36.97424,-122.03098,2020-08-31 20:05 EDT
Sutter,California,1400,32,10,0,0.7%,802,34,39.03467539,-121.6948457,2020-08-31 20:05 EDT
Napa,California,1397,0,12,0,0.9%,710,0,38.50647693,-122.3306091,2020-08-31 20:05 EDT
San Benito,California,1090,9,8,0,0.7%,943,4,36.50506,-121.08332,2020-08-31 20:05 EDT
El Dorado,California,951,0,2,0,0.2%,830,0,38.68217,-120.84683,2020-08-31 20:05 EDT
Yuba,California,915,6,6,0,0.7%,536,18,39.26918299,-121.3512653,2020-08-31 20:05 EDT
Lassen,California,715,0,0,0,0.0%,697,0,40.68244754,-120.60036909999998,2020-08-31 20:05 EDT
Mendocino,California,696,7,17,0,2.4%,594,7,39.44024063,-123.3912784,2020-08-31 20:05 EDT
Shasta,California,562,0,12,0,2.1%,518,0,40.59828,-122.49095,2020-08-31 20:05 EDT
Colusa,California,445,4,6,0,1.3%,426,7,39.17759768,-122.2371023,2020-08-31 20:05 EDT
Glenn,California,440,0,3,0,0.7%,424,0,39.59827984,-122.392389,2020-08-31 20:05 EDT
Nevada,California,435,0,5,0,1.1%,372,0,39.2616,-121.0161,2020-08-31 20:05 EDT
Tehama,California,412,0,1,0,0.2%,355,0,40.12569694,-122.2339153,2020-08-31 20:05 EDT
Humboldt,California,368,0,4,0,1.1%,335,0,40.69879803,-123.8737147,2020-08-31 20:05 EDT
Lake,California,345,13,4,0,1.2%,305,5,39.10265343,-122.7508974,2020-08-31 20:05 EDT
Calaveras,California,236,0,2,0,0.8%,203,0,38.20473567,-120.5540655,2020-08-31 20:05 EDT
Amador,California,234,0,14,0,6.0%,206,0,38.44606535,-120.651755,2020-08-31 20:05 EDT
Tuolumne,California,181,0,2,0,1.1%,169,0,38.02764367,-119.9546536,2020-08-31 20:05 EDT
Inyo,California,174,0,13,0,7.5%,86,0,36.5110603,-117.410592,2020-08-31 20:05 EDT
Mono,California,162,0,2,0,1.2%,0,0,37.93749777,-118.8838882,2020-08-31 20:05 EDT
Siskiyou,California,128,0,1,0,0.8%,117,0,41.59256366,-122.5407772,2020-08-31 20:05 EDT
Del Norte,California,122,0,1,0,0.8%,108,0,41.74317575,-123.8971107,2020-08-31 20:05 EDT
Mariposa,California,71,0,2,0,2.8%,67,0,37.58147049,-119.9054514,2020-08-31 20:05 EDT
Plumas,California,40,0,0,0,0.0%,40,0,40.00070236,-120.8334983,2020-08-31 20:05 EDT
Trinity,California,13,0,0,0,0.0%,11,0,40.65065829,-123.112635,2020-08-31 20:05 EDT
Modoc,California,10,0,0,0,0.0%,5,0,41.57651716400005,-120.73684738599995,2020-08-31 20:05 EDT
Sierra,California,6,0,0,0,0.0%,6,0,39.58038432,-120.5160202,2020-08-31 20:05 EDT
Alpine,California,2,0,0,0,0.0%,2,0,38.59733305,-119.8204213,2020-08-31 20:05 EDT
Dallas,Texas,70810,0,900,0,1.3%,6293,0,32.778220000000005,-96.79512,2020-08-31 20:05 EDT
Harris--Houston,Texas,63834,158,820,8,1.3%,49135,23,29.66648008,-95.22438005,2020-08-31 20:05 EDT
Bexar,Texas,46291,0,1086,0,2.3%,40896,0,29.44892069,-98.5200077,2020-08-31 20:05 EDT
Harris--Non Houston,Texas,42761,683,517,8,1.2%,40094,695,37.302192,-91.8445815,2020-08-31 20:05 EDT
Tarrant,Texas,39216,168,610,0,1.6%,35794,819,32.8173,-97.07655,2020-08-31 20:05 EDT
Hidalgo,Texas,27408,156,1129,2,4.1%,23588,79,26.39702985,-98.18094296,2020-08-31 20:05 EDT
Travis,Texas,26434,118,359,3,1.4%,25267,69,30.33462266,-97.78218981,2020-08-31 20:05 EDT
Cameron,Texas,20853,0,757,5,3.6%,14398,0,26.13597462,-97.52423968,2020-08-31 20:05 EDT
El Paso,Texas,20460,110,428,0,2.1%,16906,75,31.75916,-106.48749,2020-08-31 20:05 EDT
Nueces,Texas,18664,0,348,0,1.9%,11690,368,27.7262373,-97.61348194,2020-08-31 20:05 EDT
Fort Bend,Texas,14933,0,237,3,1.6%,11148,0,29.52745252,-95.77065084,2020-08-31 20:05 EDT
Collin,Texas,10989,43,112,1,1.0%,10377,68,33.1968,-96.80393,2020-08-31 20:05 EDT
Webb,Texas,10814,81,180,0,1.7%,9810,64,27.7925,-99.4228,2020-08-31 20:05 EDT
Galveston,Texas,10543,0,140,0,1.3%,7751,0,29.29532,-94.80791,2020-08-31 20:05 EDT
Denton,Texas,9994,0,131,0,1.3%,7866,0,33.216590000000004,-97.13162,2020-08-31 20:05 EDT
Brazoria,Texas,9389,80,138,0,1.5%,6291,246,29.04971,-95.562,2020-08-31 20:05 EDT
Montgomery,Texas,8580,0,122,2,1.4%,5913,0,30.38862,-95.69633,2020-08-31 20:05 EDT
Williamson,Texas,7949,56,123,4,1.5%,7702,56,30.64806761,-97.60077209,2020-08-31 20:05 EDT
Lubbock,Texas,7397,53,93,0,1.3%,5599,27,33.61019304,-101.8204416,2020-08-31 20:05 EDT
Jefferson,Texas,6615,0,107,0,1.6%,5975,26,29.88366401,-94.16922753,2020-08-31 20:05 EDT
McLennan,Texas,6264,36,81,0,1.3%,4358,76,31.55234029,-97.20180587,2020-08-31 20:05 EDT
Hays,Texas,5361,0,56,0,1.0%,2967,0,30.1227,-97.8722,2020-08-31 20:05 EDT
Bell,Texas,4768,0,64,0,1.3%,3998,0,31.03765881,-97.47807382,2020-08-31 20:05 EDT
Brazos,Texas,4703,40,55,0,1.2%,4131,12,30.66048584,-96.30207301,2020-08-31 20:05 EDT
Potter,Texas,4034,0,49,0,1.2%,3763,0,35.40127385,-101.8939736,2020-08-31 20:05 EDT
Victoria,Texas,3768,0,75,0,2.0%,3410,0,28.79640375,-96.97175516,2020-08-31 20:05 EDT
Ellis,Texas,3758,0,56,0,1.5%,2131,0,32.34839289,-96.79460418,2020-08-31 20:05 EDT
Walker,Texas,3647,0,48,0,1.3%,3010,0,30.73898292,-95.57222968,2020-08-31 20:05 EDT
Ector,Texas,3440,0,67,0,1.9%,3406,0,31.86911555,-102.5428458,2020-08-31 20:05 EDT
Maverick,Texas,3258,0,82,0,2.5%,2313,0,28.74301122,-100.3142594,2020-08-31 20:05 EDT
Midland,Texas,3239,0,49,0,1.5%,2547,0,31.86932499,-102.0314523,2020-08-31 20:05 EDT
Tom Green,Texas,3233,16,56,0,1.7%,2213,0,31.40442601,-100.4619795,2020-08-31 20:05 EDT
