County_Name,State_Name,Confirmed,New,Death,New_Death,Fatality_Rate,Latitude,Longitude,Last_Update
New York,New York,63306,6147,1867,0,0.0294917,40.7145500,-74.0071400,2020-04-04 13:54 EDT
Nassau,New York,13346,1322,95,0,0.0071182,40.7416523,-73.5889962,2020-04-04 13:54 EDT
Westchester,New York,13081,730,67,0,0.0051219,41.1631976,-73.7560629,2020-04-04 13:54 EDT
Suffolk,New York,11370,1216,96,0,0.0084433,40.8773281,-72.8589804,2020-04-04 13:54 EDT
Rockland,New York,4872,583,69,0,0.0141626,41.1523740,-74.0240103,2020-04-04 13:54 EDT
Orange,New York,2741,271,40,0,0.0145932,41.4020682,-74.3055957,2020-04-04 13:54 EDT
Dutchess,New York,938,129,5,0,0.0053305,41.7647751,-73.7428168,2020-04-04 13:54 EDT
Erie,New York,808,74,22,3,0.0272277,42.7638212,-78.7322497,2020-04-04 13:54 EDT
Monroe,New York,512,48,10,0,0.0195312,43.1460428,-77.6967491,2020-04-04 13:54 EDT
Onondaga,New York,322,0,3,0,0.0093168,43.0048700,-76.1836000,2020-04-04 13:54 EDT
Albany,New York,293,26,6,4,0.0204778,42.6515500,-73.7552100,2020-04-04 13:54 EDT
Ulster,New York,290,27,4,1,0.0137931,41.9598600,-73.9903300,2020-04-04 13:54 EDT
Putnam,New York,283,31,7,0,0.0247350,41.4265345,-73.7494999,2020-04-04 13:54 EDT
Sullivan,New York,193,25,5,0,0.0259067,41.7163135,-74.7681108,2020-04-04 13:54 EDT
Saratoga,New York,141,0,1,0,0.0070922,43.0697400,-73.6366100,2020-04-04 13:54 EDT
Schenectady,New York,117,7,5,0,0.0427350,42.8123800,-73.9412200,2020-04-04 13:54 EDT
Niagara,New York,101,7,0,0,0.0000000,43.1999815,-78.7452226,2020-04-04 13:54 EDT
Tompkins,New York,93,6,0,0,0.0000000,42.4493350,-76.4706436,2020-04-04 13:54 EDT
Oneida,New York,80,9,1,0,0.0125000,43.2430650,-75.4258360,2020-04-04 13:54 EDT
Madison,New York,78,1,2,0,0.0256410,42.9129075,-75.6697890,2020-04-04 13:54 EDT
Rensselaer,New York,67,0,0,0,0.0000000,42.7108626,-73.5097379,2020-04-04 13:54 EDT
Broome,New York,65,9,4,0,0.0615385,42.1602180,-75.8196459,2020-04-04 13:54 EDT
Steuben,New York,60,14,0,0,0.0000000,42.2678268,-77.3838260,2020-04-04 13:54 EDT
Columbia,New York,57,6,2,0,0.0350877,42.2500108,-73.6318613,2020-04-04 13:54 EDT
St. Lawrence,New York,52,9,0,0,0.0000000,44.1772700,-76.1677200,2020-04-04 13:54 EDT
Chenango,New York,39,7,0,0,0.0000000,42.4934944,-75.6115371,2020-04-04 13:54 EDT
Chemung,New York,36,1,0,0,0.0000000,42.1411881,-76.7600106,2020-04-04 13:54 EDT
