County_Name,State_Name,Latitude,Longitude,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03
Detroit City,Michigan,42.3830900,-83.1021500,0,0,0,0,0,75,149,248,0,0,0,0,0,0,0,0,0,0,0,0,0
Deuel,South Dakota,44.7600203,-96.6679563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
Dickinson,Iowa,43.3779479,-95.1508217,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
Dickinson,Michigan,46.0092240,-87.8702798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Dickson,Michigan,36.1490610,-87.3565970,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Dickson,Tennessee,36.1490610,-87.3565971,0,0,0,0,0,0,2,3,4,5,5,5,7,9,11,11,12,17,17,20,21
Dillon,South Carolina,34.3915673,-79.3788873,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
District of Columbia,District of Columbia,38.9047712,-77.0163218,0,0,0,0,0,0,0,98,120,141,141,231,267,304,342,342,495,507,586,653,757
Divide,North Dakota,48.8149101,-103.4873842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
Dodge,Georgia,32.1722172,-83.1683529,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,5,5
Dodge,Minnesota,44.0225843,-92.8620731,0,0,0,0,0,0,0,1,2,2,2,3,5,5,6,7,8,8,8,10,10
Dodge,Nebraska,41.5780023,-96.6539623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,4,5
Dodge,Wisconsin,43.4162726,-88.7075086,0,0,0,0,0,0,0,0,2,2,2,3,3,6,6,8,8,10,13,13,14
Dona Ana,New Mexico,32.3896500,-106.8147500,0,0,0,0,0,0,0,0,4,10,10,13,16,16,17,17,18,18,18,22,23
Doniphan,Kansas,39.7876683,-95.1479425,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
Donley,Texas,34.9653812,-100.8139761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5
Dooly,Georgia,32.1571385,-83.7987722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,10,11,12
Door,Wisconsin,44.9432133,-87.3173106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2
Dorchester,Maryland,38.4769031,-76.0263308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Dorchester,South Carolina,33.0795466,-80.4054902,0,0,0,0,0,1,1,1,1,2,2,4,4,9,10,10,12,17,17,35,36
Dothan,Alabama,31.2228900,-85.4173100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dougherty,Georgia,31.5333249,-84.2162944,0,6,6,6,7,20,44,47,52,69,69,123,164,193,224,247,278,466,480,521,607
Douglas,Colorado,39.3296664,-104.9295706,4,4,8,8,11,11,17,27,33,48,48,58,67,79,92,102,119,141,141,171,194
Douglas,Georgia,33.7017959,-84.7682405,0,0,0,0,0,0,1,4,4,7,7,18,18,27,35,38,43,51,55,66,78
Douglas,Illinois,39.7694501,-88.2173254,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,3,8,9
Douglas,Kansas,38.8846291,-95.2925546,0,0,0,1,1,1,1,3,4,8,8,10,13,18,23,23,23,24,31,31,31
Douglas,Minnesota,45.9337327,-95.4535418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
Douglas,Nebraska,41.2953516,-96.1553341,12,15,16,19,19,23,25,25,34,34,39,44,44,47,57,60,78,87,87,116,124
Douglas,Nevada,38.9074167,-119.6036350,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,5,5,6,6,6,7
Douglas,Oregon,43.2797710,-123.1664872,1,1,1,1,1,1,1,1,1,1,1,3,3,4,4,4,8,9,9,9,9
Douglas,Washington,47.7346900,-119.6899282,0,0,0,0,0,0,0,0,0,1,1,2,5,5,5,5,5,5,5,6,7
Douglas,Wisconsin,46.4315411,-91.9153938,0,0,0,0,0,0,1,1,1,2,2,4,4,5,6,6,6,6,6,7,7
Doña Ana,New Mexico,32.3896500,-106.8147500,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Drew,Arkansas,33.5894008,-91.7199910,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
DuPage,Illinois,41.8519405,-88.0856113,0,1,1,26,45,54,57,65,79,95,95,131,182,199,202,274,320,356,356,448,500
Dubois,Indiana,38.3642939,-86.8798086,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,3,3,3,3
Dubuque,Iowa,42.4677547,-90.8852955,0,0,0,0,0,1,1,2,4,6,6,6,6,8,12,16,21,21,22,22,23
Duchesne,Utah,40.2974390,-110.4246055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Dukes and Nantucket,Massachusetts,42.3127530,-71.3018295,0,0,0,0,0,0,0,1,1,1,1,3,3,4,8,8,8,8,8,12,16
Dunklin,Missouri,36.1058490,-90.1656300,0,0,0,0,0,0,1,1,1,1,1,1,2,3,3,3,6,6,6,6,7
Dunn,North Dakota,47.3473229,-102.6257118,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
Dunn,Wisconsin,44.9465692,-91.8963636,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,3,3,3,3,3,5
Duplin,North Carolina,34.9363717,-77.9331404,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,3,4
Durham,North Carolina,35.9954200,-78.8964400,1,1,1,16,27,35,39,40,41,71,71,84,93,103,113,117,118,125,126,155,172
Dutchess,New York,41.7647751,-73.7428168,3,4,10,16,20,31,36,49,82,100,100,153,190,225,262,320,392,484,547,667,809
Duval,Florida,30.4784400,-81.6255700,1,4,4,10,13,15,17,25,39,50,50,60,82,99,120,142,163,207,207,286,323
Dyer,Tennessee,36.0591887,-89.4087002,0,0,0,0,0,0,1,2,2,2,2,2,3,3,3,3,3,3,3,5,5
Eagle,Colorado,39.6556500,-106.8278800,16,20,24,34,39,39,61,74,80,92,92,120,147,170,182,187,213,227,227,314,333
Eagle River,Alaska,61.3215700,-149.5671200,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,5,7,7,0,0
Early,Georgia,31.3227559,-84.9036802,0,0,0,0,0,2,2,2,2,2,2,6,7,10,16,16,20,32,34,42,61
East Baton Rouge,Louisiana,30.5392654,-91.0921701,0,0,0,1,2,5,7,18,18,43,43,75,105,124,153,164,188,228,244,325,389
East Carroll,Louisiana,32.7308686,-91.2390779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
East Feliciana,Louisiana,30.8448261,-91.0460184,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,8,8,9,10,14,19
Eastland,Texas,32.3271137,-98.8323608,0,0,0,0,0,0,0,0,0,1,1,1,2,4,4,4,4,4,4,3,3
Eaton,Michigan,42.5960749,-84.8383207,0,0,0,0,0,2,2,2,2,2,2,3,4,8,8,8,15,21,27,37,47
Eau Claire,Wisconsin,44.8165800,-91.5007700,0,0,0,0,0,1,3,3,4,4,4,5,6,7,7,10,10,11,12,14,16
Ector,Texas,31.8691156,-102.5428458,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,7,11,11,15,22
Eddy,New Mexico,32.4715074,-104.3043176,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,4,4,4,4,4,4
Eddy,North Dakota,47.7175773,-98.9016373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Edgecombe,North Carolina,35.9129633,-77.5970712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,4,4
Edgefield,South Carolina,33.7723459,-81.9666078,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,4,5
Edmonson,Kentucky,37.2087781,-86.2384980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,5
Effingham,Georgia,32.3675565,-81.3412999,0,0,0,0,0,0,1,1,2,2,2,3,3,4,4,4,4,5,5,6,6
Effingham,Illinois,39.0597614,-88.5898442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
El Dorado,California,38.6821700,-120.8468300,0,0,0,0,0,0,0,0,2,2,2,3,9,9,12,12,15,18,18,18,19
El Paso,Colorado,38.8321269,-104.5255141,2,3,4,4,8,8,27,37,51,69,69,122,137,160,184,214,245,286,286,340,374
El Paso,Texas,31.7591600,-106.4874900,1,2,2,3,3,6,6,7,7,9,9,25,28,28,42,42,46,50,50,78,78
El Paso--Fort Bliss,Texas,31.8135700,-106.4122400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7
Elbert,Colorado,39.2865771,-104.1358476,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,4,5,5,5,6
Elbert,Georgia,34.1178701,-82.8419962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Elkhart,Indiana,41.5973579,-85.8587550,0,0,0,0,0,0,0,1,4,4,4,5,7,9,11,12,12,20,23,27,29
Elko,Nevada,41.1458087,-115.3577152,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,3,5,5,5,7
Elko County,Nevada,41.1458087,-115.3577152,0,0,0,0,0,0,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0
Ellis,Texas,32.3483929,-96.7946042,0,0,0,1,1,1,1,3,3,3,6,7,7,10,13,13,15,20,20,26,27
Elmore,Alabama,32.5416500,-86.3109300,1,1,1,2,4,5,5,6,6,6,6,10,10,12,13,13,13,12,14,17,19
Elmore,Idaho,43.3540071,-115.4690086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,9,10
Emanuel,Georgia,32.5897612,-82.3016851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Emery,Utah,38.9967521,-110.7020998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Emmet,Michigan,45.5202510,-84.8903285,0,0,0,0,0,0,0,0,1,1,1,2,2,3,4,4,4,5,7,6,6
Emporia,Virginia,36.6952392,-77.5359122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Erath,Texas,32.2362638,-98.2177877,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,3,5,6,8,9
Erie,New York,42.7638212,-78.7322497,0,3,7,11,20,28,47,56,56,87,92,146,206,310,380,414,463,553,582,734,734
Erie,Ohio,41.3636333,-82.6192445,0,0,0,0,0,0,1,1,1,1,1,2,3,3,5,5,5,5,5,5,6
Erie,Pennsylvania,41.9916648,-80.0322062,0,0,0,0,1,1,1,1,2,3,3,5,5,7,7,7,13,14,15,17,17
Escambia,Alabama,31.1261274,-87.1616118,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2
Escambia,Florida,30.7004848,-87.3772215,0,0,0,1,1,1,1,1,4,9,9,17,20,28,28,37,81,94,94,101,113
Essex,Massachusetts,42.6325100,-70.7811300,2,5,8,8,14,19,29,41,60,73,73,177,247,350,472,570,653,784,784,1039,1238
Essex,New Jersey,40.7877926,-74.2476006,3,11,20,32,45,63,73,107,172,273,273,381,609,826,1086,1227,1564,1900,2262,2617,3067
Essex,New York,44.1075570,-73.7912585,0,0,0,1,1,1,1,2,3,3,3,4,5,5,5,5,5,5,6,7,7
Etowah,Alabama,34.0452327,-86.0347460,0,0,0,0,0,0,0,0,0,0,0,3,4,4,6,6,6,8,10,13,21
Evangeline,Louisiana,30.7289500,-92.4058850,0,0,0,0,0,0,0,2,2,2,2,2,2,4,4,4,8,10,11,16,18
Fairbanks North Star,Alaska,64.8085066,-146.5634812,0,0,0,2,3,3,5,6,7,7,7,10,11,10,16,20,22,27,27,30,42
Fairbanks North Star--North Pole,Alaska,64.7494600,-147.3533000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
Fairfax,Virginia,38.8417900,-77.3088700,6,10,10,12,14,16,16,22,31,43,43,77,79,124,156,188,224,244,288,328,372
Fairfax City,Virginia,38.8531213,-77.2997417,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0
Fairfield,Connecticut,41.1663300,-73.2287600,8,15,20,48,69,102,122,140,208,270,270,546,607,752,908,1245,1445,1870,1870,2132,2716
Fairfield,Ohio,39.7516011,-82.6305437,0,0,0,0,0,0,0,0,0,0,0,5,6,8,14,14,13,14,22,28,32
Fairfield,South Carolina,34.3951862,-81.1211693,0,0,0,1,1,1,1,1,1,2,2,3,4,4,4,4,5,6,6,8,8
Fall River,South Dakota,43.2393826,-103.5274725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
Falls,Texas,31.2531833,-96.9357734,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Fannin,Georgia,34.8641842,-84.3199188,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,3,5,5,8,8
Fannin,Texas,33.5930962,-96.1069593,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
Faribault,Minnesota,43.6739203,-93.9480058,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,3
Faulk,South Dakota,45.0710109,-99.1452367,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
Faulkner,Arkansas,35.1470200,-92.3320093,0,0,0,0,0,0,0,0,2,10,10,23,24,27,29,30,36,36,36,38,40
Fauquier,Virginia,38.7385265,-77.8091680,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,6,6,7,7,8,9
Fayette,Alabama,33.7212795,-87.7388100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
Fayette,Georgia,33.4139091,-84.4942725,3,5,5,5,8,10,9,9,9,11,11,23,14,19,26,27,42,48,48,55,61
Fayette,Illinois,39.0001671,-89.0241059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2
Fayette,Indiana,39.6400652,-85.1787148,0,0,0,0,1,1,1,1,1,1,1,3,3,3,4,5,8,9,10,11,13
Fayette,Iowa,42.8625873,-91.8443123,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,3
Fayette,Kentucky,38.0422722,-84.4586867,3,5,5,7,8,8,10,10,10,15,15,28,28,28,28,67,93,110,110,116,121
Fayette,Ohio,39.5598451,-83.4560976,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
Fayette,Pennsylvania,39.9198342,-79.6473941,0,0,0,0,0,0,0,0,1,1,1,4,8,9,10,10,11,14,14,15,20
Fayette,Tennessee,35.1969847,-89.4143294,0,0,0,0,0,1,1,1,3,2,2,3,3,3,4,10,10,12,12,14,17
Fayette,Texas,29.8768561,-96.9196684,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,4,10
Fentress,Tennessee,36.3804424,-84.9324277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
Ferry,Washington,48.4771575,-118.5195974,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
Filmore,Minnesota,43.6739865,-92.0901501,0,0,0,0,0,0,2,2,2,3,3,3,3,3,5,6,7,8,8,9,9
Finney,Kansas,38.0443363,-100.7369916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,4
Flagler,Florida,29.4614205,-81.3135606,0,0,0,0,0,0,0,0,1,3,3,6,8,12,13,13,15,18,18,25,28
Flathead,Montana,48.2979541,-114.0491365,0,0,0,0,0,0,2,2,2,4,4,5,5,6,6,8,9,11,14,18,20
Florence,South Carolina,34.0243884,-79.7027295,0,0,0,0,0,0,1,1,1,3,3,5,5,11,12,14,15,19,19,26,29
Floyd,Georgia,34.2632424,-85.2145276,3,4,4,6,6,6,7,8,9,10,10,14,17,20,27,28,31,50,60,78,79
Floyd,Indiana,38.3189831,-85.9069298,0,0,1,1,1,1,5,5,3,3,3,6,7,11,13,14,20,21,21,34,37
Floyd,Kentucky,37.5570525,-82.7456299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Fluvanna,Virginia,37.8417834,-78.2778239,0,0,0,0,0,0,0,0,1,1,1,1,3,3,3,3,3,3,3,4,5
Fond du Lac,Wisconsin,43.7730200,-88.4470900,6,11,11,12,13,14,14,15,16,16,16,18,17,18,20,20,21,22,24,28,30
Ford,Illinois,40.5971646,-88.2232757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Ford,Kansas,37.6917133,-99.8879824,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1
Forest,Pennsylvania,41.5131070,-79.2360239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Forrest,Mississippi,31.1888395,-89.2578348,3,3,3,3,3,4,4,5,11,11,11,15,16,16,18,19,19,21,27,26,30
Forsyth,Georgia,34.2249323,-84.1334992,0,0,1,1,2,3,3,4,5,7,7,10,15,19,22,28,36,47,48,53,61
Forsyth,North Carolina,36.1305370,-80.2563022,2,2,2,2,2,5,7,12,12,12,12,17,17,24,33,35,40,42,57,63,80
Fort Bend,Texas,29.5274525,-95.7706508,9,9,9,10,12,19,24,29,29,29,42,54,86,101,105,119,119,163,163,221,255
Foster,North Dakota,47.4570628,-98.8830233,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
Fountain,Indiana,40.1208664,-87.2419594,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2
Franklin,Alabama,34.4417012,-87.8438968,0,0,0,0,0,0,0,0,0,1,1,2,3,3,3,3,3,3,3,4,5
Franklin,Florida,29.8776625,-84.8164199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Franklin,Georgia,44.7296400,-73.1169600,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,4,4,5,5,5
Franklin,Illinois,37.9922526,-88.9242101,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,1
Franklin,Indiana,39.4148715,-85.0602519,0,0,0,2,2,2,2,2,4,4,4,7,13,21,23,26,28,35,39,45,48
Franklin,Kansas,38.5645175,-95.2859405,0,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,7,7,7,9
Franklin,Kentucky,38.2390838,-84.8770151,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,6,6,6,6,6,8
Franklin,Louisiana,32.1332994,-91.6737971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,5,5,5,10
Franklin,Maine,44.9741507,-70.4440681,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,3,4
Franklin,Massachusetts,42.5865487,-72.5977731,0,0,0,0,1,1,1,6,6,6,6,14,16,24,39,41,49,61,61,85,89
Franklin,Mississippi,31.4770478,-90.8977410,0,0,0,0,0,0,1,2,3,3,3,3,2,2,3,3,3,3,3,3,3
Franklin,Missouri,38.4099961,-91.0750013,0,0,0,0,0,0,0,0,0,0,0,3,4,4,6,7,7,13,13,19,23
Franklin,New York,44.5926754,-74.3034218,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,6,6,9,9,9,10
Franklin,North Carolina,36.0827448,-78.2856003,0,0,0,0,0,0,4,4,4,4,4,5,5,5,5,5,6,11,11,12,13
Franklin,Ohio,39.9694713,-83.0093307,1,3,3,4,7,10,14,21,34,44,44,88,109,152,222,247,281,325,391,441,503
Franklin,Pennsylvania,39.9274958,-77.7211619,0,0,0,0,0,0,1,1,1,1,1,5,5,5,7,11,12,19,21,23,26
Franklin,Tennessee,35.1550058,-86.0927782,0,0,0,0,0,0,0,0,1,1,1,1,2,3,3,6,6,5,5,8,12
Franklin,Texas,33.1754864,-95.2183867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
Franklin,Vermont,44.8573171,-72.8915354,0,0,0,0,0,0,0,2,2,2,2,3,4,6,7,9,9,13,15,16,21
Franklin,Virginia,36.9919569,-79.8809143,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,5,5,5,5,6,9
Franklin,Washington,38.5537800,-91.0009200,0,0,0,0,1,1,2,2,3,5,5,8,7,12,16,16,37,33,33,43,45
Franklin City,Virginia,38.0073900,-75.3829700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3
Frederick,Maryland,39.4157400,-77.4120300,0,0,1,1,1,1,1,1,2,4,4,7,14,15,22,24,26,33,35,45,54
Frederick,Virginia,39.2045873,-78.2625924,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,8,10,12,15,16,20
Fredericksburg,Virginia,38.2648499,-77.4273200,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,4
Freeborn,Minnesota,43.6738427,-93.3488532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7
Fremont,Colorado,38.4729572,-105.4395467,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2
Fremont,Idaho,44.2287483,-111.4821039,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1
Fremont,Wyoming,43.0405186,-108.6304974,1,1,1,8,8,8,9,9,10,10,10,14,14,17,21,23,24,25,25,26,27
Fresno,California,36.7408400,-119.7855200,1,1,2,2,2,3,6,6,6,6,13,19,27,31,31,43,53,68,68,94,100
Fulton,Georgia,33.7902407,-84.4671100,8,20,27,33,49,66,88,99,111,152,152,204,231,307,378,425,503,599,624,747,910
Fulton,Indiana,41.0469160,-86.2635069,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
Fulton,New York,43.1124027,-74.4351628,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,6,6
Fulton,Ohio,41.6018012,-84.1300716,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,4
Gadsden,Florida,30.5794849,-84.6135174,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3
Gage,Nebraska,40.2619306,-96.6894642,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,2
Gaines,Texas,32.7407270,-102.6349943,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Galax,Virginia,36.6661061,-80.9172570,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
Gallatin,Montana,45.5404518,-111.1704109,1,1,1,1,3,3,3,7,10,16,16,24,38,42,57,62,69,74,76,93,101
Gallia,Ohio,38.8249591,-82.3174164,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,3,4
Galveston,Texas,29.2953200,-94.8079100,0,1,1,2,4,4,6,8,11,18,18,27,40,40,60,70,92,106,106,130,136
Garfield,Colorado,39.5992265,-107.9040019,0,0,1,1,2,2,4,7,8,8,8,13,16,16,23,25,31,33,33,43,45
Garfield,Oklahoma,36.3790699,-97.7827140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,4,5
Garfield,Utah,37.8555504,-111.4469137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
Garland,Arkansas,34.5748238,-93.1409133,0,0,0,0,0,0,0,0,3,9,9,18,18,20,20,25,31,31,31,37,37
Garrett,Maryland,39.5284439,-79.2737996,0,0,0,0,0,0,0,0,2,3,3,3,3,3,3,3,3,3,3,3,3
Garvin,Oklahoma,34.7045826,-97.3092962,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,4,6,6,7,8,8
Gasconade,Missouri,38.4391356,-91.5079765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Gaston,North Carolina,35.2941764,-81.1801548,0,0,0,0,1,1,1,1,3,3,3,5,11,16,17,21,27,27,31,39,43
Gates,North Carolina,36.4448830,-76.7005809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Geauga,Ohio,41.4995451,-81.1785838,0,0,1,1,1,1,1,1,2,2,2,4,7,10,14,17,22,24,25,33,41
Gem,Idaho,44.0616460,-116.3973414,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,3,3,6,7
Genesee,Michigan,43.0217016,-83.7067548,0,0,0,0,0,0,4,7,14,23,23,46,63,91,110,127,150,185,249,349,422
Genesee,New York,43.0009402,-78.1936949,0,0,0,0,1,1,1,1,1,1,1,2,4,6,7,9,11,11,13,17,17
George,Mississippi,30.8625703,-88.6439732,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,3,3,4,4,4
Georgetown,South Carolina,33.3683000,-79.2807500,0,0,0,0,0,0,0,0,0,2,2,2,3,3,6,10,11,13,13,15,16
Gibson,Indiana,38.3118679,-87.5845025,0,0,0,0,0,0,0,0,0,0,0,2,3,3,4,4,4,4,4,4,4
Gibson,Tennessee,35.9965157,-88.9326383,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,3,5,6,6,6,7
Gila,Arizona,33.7996654,-110.8116587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2
Giles,Tennessee,35.2021178,-87.0347387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3
Gillespie,Texas,30.3180258,-98.9462764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Gilmer,Georgia,34.6911952,-84.4555177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
Glacier,Montana,48.7049889,-112.9947734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Glades,Florida,26.9604469,-81.2421568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3
Gladwin,Michigan,43.9906941,-84.3882315,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,3,2,2,2,2,2
Glenn,California,39.5982798,-122.3923890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2
Gloucester,New Jersey,39.7172011,-75.1416437,0,0,0,2,2,2,5,6,8,13,13,23,33,40,51,72,89,114,149,169,183
Gloucester,Virginia,37.4111426,-76.5378143,0,0,0,0,0,1,1,2,2,2,2,2,2,3,6,6,7,7,8,8,8
Glynn,Georgia,31.2325826,-81.5426674,0,0,0,0,0,2,2,2,4,4,4,5,6,6,7,8,17,17,18,21,23
Gogebic,Michigan,46.4089279,-89.6945113,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,3
Goliad,Texas,28.6570584,-97.4264233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Gonzales,Texas,29.4567316,-97.4925780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Goochland,Virginia,37.7220189,-77.9162224,0,0,0,1,1,1,1,1,2,2,2,3,3,3,5,6,6,7,7,9,8
Goodhue,Minnesota,44.4075454,-92.7285322,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,3,3,3,4,5
