County_Name,State_Name,Latitude,Longitude,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29
Canadian,Oklahoma,35.5425812,-97.9825648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candler,Georgia,32.4033809,-82.0736346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cannon,Tennessee,35.8087137,-86.0616341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canyon,Idaho,43.6250670,-116.7092605,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Cape Girardeau,Missouri,37.3027100,-89.5445300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cape May,New Jersey,38.9354700,-74.9213700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carbon,Pennsylvania,40.9181960,-75.7088375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carbon,Wyoming,41.6946074,-106.9306547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caroline,Maryland,38.8717070,-75.8315837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caroll,Indiana,40.5828548,-86.5634483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carroll,Georgia,33.5826264,-85.0798231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carroll,Illinois,42.0704740,-89.9281068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carroll,Indiana,40.5828548,-86.5634483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carroll,Iowa,42.0658500,-94.8679300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carroll,Kentucky,38.6651973,-85.1209864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carroll,Maryland,39.5629588,-77.0224657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carroll,Mississippi,33.4484301,-89.9201267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carroll,New Hampshire,44.2977000,-71.5428000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carroll,Ohio,40.5795893,-81.0897524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carroll,Tennessee,35.9730981,-88.4502194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carson City,Nevada,39.1650600,-119.7669700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carter,Missouri,36.9412204,-90.9623691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carter,Oklahoma,34.2508462,-97.2857645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carter,Tennessee,36.2927567,-82.1273912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carteret,North Carolina,34.8379733,-76.6653633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carver,Minnesota,44.7632500,-93.6252400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cascade,Montana,47.3076531,-111.3468672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cass,Michigan,41.9153928,-85.9934540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cass,Minnesota,46.9196632,-94.3207457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cass,Missouri,38.6469315,-94.3547931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cass,Nebraska,40.9097579,-96.1413609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cass,North Dakota,46.9329695,-97.2481212,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Cass,Texas,33.0735188,-94.3450541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cassia,Idaho,42.2838939,-113.6002944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castro,Texas,34.5299946,-102.2616703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caswell,North Carolina,36.3934130,-79.3336285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Catahoula,Louisiana,31.6663551,-91.8468593,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
Catawba,North Carolina,35.6639945,-81.2195283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Catoosa,Georgia,34.9036889,-85.1382067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cattaraugus,New York,42.2485958,-78.6788120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cayuga,New York,42.9214520,-76.5491749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cecil,Maryland,39.5691696,-75.9419957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cedar,Iowa,41.7723001,-91.1323941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Centre,Pennsylvania,40.9193080,-77.8197979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cerro Gordo,Iowa,43.0815243,-93.2607970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chaffee,Colorado,38.7468588,-106.1940157,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Chambers,Alabama,32.9142500,-85.3919974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
Chambers,Texas,29.7391435,-94.6081691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Champaign,Illinois,40.1142000,-88.2435000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Champaign,Ohio,40.1376205,-83.7695105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chariton,Missouri,39.5156424,-92.9625356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charles,Maryland,38.4741042,-77.0128671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Charles City,Virginia,37.3419700,-77.0725000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charles Mix,South Dakota,43.2074746,-98.5766704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charleston,South Carolina,32.7811500,-79.9316000,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
Charlevoix,Michigan,45.3165300,-85.2607200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlotte,Florida,26.9084833,-81.9034392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlottesville,Virginia,38.0373133,-78.4870211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlottesville City,Virginia,38.0373133,-78.4870211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlton,Georgia,30.7817109,-82.1377648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chatham,Georgia,32.0038144,-81.1330707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chatham,North Carolina,35.7026299,-79.2554158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chattahoochee,Georgia,32.3470205,-84.7868076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chattooga,Georgia,34.4749213,-85.3455510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chautauqua,New York,42.2282627,-79.3664330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chaves,New Mexico,33.3632025,-104.4669295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheatham,Tennessee,36.2613709,-87.0872357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheboygan,Michigan,45.4460469,-84.5003771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chelan,Washington,47.8670717,-120.6252677,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
Chemung,New York,42.1411881,-76.7600106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chenango,New York,42.4934944,-75.6115371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cherokee,Alabama,34.0753325,-85.6213500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cherokee,Georgia,34.2439897,-84.4762441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Cherokee,Kansas,37.1692669,-94.8462676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cherokee,North Carolina,35.1338599,-84.0634570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cherokee,Oklahoma,35.9066233,-94.9996509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cherokee,Texas,31.8369771,-95.1651672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chesapeake,Virginia,36.6777309,-76.3022288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheshire,New Hampshire,42.9193685,-72.2511748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chester,Pennsylvania,39.9732037,-75.7484515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chester,South Carolina,34.6920937,-81.1592143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chester,Tennessee,35.4217467,-88.6135223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chesterfield,South Carolina,34.6397050,-80.1586470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chesterfield,Virginia,37.3775600,-77.5081700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chickasaw,Mississippi,33.9208836,-88.9478450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicot,Arkansas,33.2677505,-91.2993761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chilton,Alabama,32.8477794,-86.7188270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chippewa,Michigan,46.3038192,-84.5940658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chippewa,Wisconsin,45.0693964,-91.2798920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chisago,Minnesota,45.5024605,-92.9083447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chittenden,Vermont,44.4579951,-73.0540497,0,0,0,0,0,0,1,1,1,4,4,4,4,4,4,4
Choctaw,Alabama,32.0196179,-88.2631853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Choctaw,Mississippi,33.3473273,-89.2483549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Choctaw,Oklahoma,34.0266355,-95.5520049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chowan,North Carolina,36.1518954,-76.6156174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Illinois,39.5457761,-89.2772510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Kentucky,36.8941478,-87.4902892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Missouri,36.9695461,-93.1888010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cibola,New Mexico,34.9123664,-108.0000561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Citrus,Florida,28.8507789,-82.4659487,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Clackamas,Oregon,45.4121100,-122.5690900,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2
Claiborne,Louisiana,32.8227879,-92.9957612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Claiborne,Mississippi,31.9735899,-90.9084886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Claiborne,Tennessee,36.4858643,-83.6605119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clair,Michigan,42.3127849,-85.1615913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clallam,Washington,48.0493204,-123.9326675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clare,Michigan,43.9878737,-84.8478310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clarendon,South Carolina,33.6871473,-80.2017734,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1
Clarion,Pennsylvania,41.1924737,-79.4210330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clark,Arkansas,34.0509309,-93.1763691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clark,Indiana,38.4774168,-85.7074739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clark,Kentucky,37.9708229,-84.1473359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clark,Nevada,36.2170997,-115.0246913,0,0,2,1,1,1,2,2,2,4,4,6,10,10,10,14
Clark,Ohio,39.9166540,-83.7837497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clark,South Dakota,44.8582961,-97.7295013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clark,Washington,45.7818733,-122.4812785,0,0,0,2,3,3,3,3,3,4,4,4,5,6,6,6
Clark,Wisconsin,44.7347153,-90.6120083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clarke,Georgia,33.9511057,-83.3674122,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2
Clarke,Mississippi,32.0413240,-88.6894312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clatsop,Oregon,45.9897251,-123.6577572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clay,Alabama,33.2690819,-85.8606726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clay,Florida,29.9830552,-81.8577821,0,0,0,0,2,2,2,1,1,2,2,2,4,4,4,4
Clay,Indiana,39.3927182,-87.1157783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clay,Kansas,39.3497215,-97.1651747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clay,Minnesota,46.8923479,-96.4907378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clay,Mississippi,33.6556997,-88.7816428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clay,Missouri,39.3114303,-94.4209558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clay,South Dakota,42.9167907,-96.9758693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clayton,Georgia,33.5419730,-84.3576995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Clayton,Iowa,42.8451748,-91.3461251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clear Creek,Colorado,39.6890531,-105.6443322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clearfield,Pennsylvania,41.0001464,-78.4742059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clearwater,Minnesota,47.5777423,-95.3789987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cleburne,Alabama,33.6745931,-85.5187125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cleburne,Arkansas,35.5382318,-92.0201542,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
Clermont,Ohio,39.0479984,-84.1518028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cleveland,Arkansas,33.8983289,-92.1851067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cleveland,North Carolina,35.3341729,-81.5556814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cleveland,Oklahoma,35.2030938,-97.3263907,0,0,0,0,0,0,0,0,0,0,0,2,3,3,5,5
Clinch,Georgia,30.9149566,-82.7062035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinton,Illinois,40.1536000,-88.9645000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinton,Indiana,40.3016776,-86.4751030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinton,Iowa,41.8980159,-90.5394581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinton,Michigan,42.9436543,-84.6015142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinton,Missouri,39.6017005,-94.4045680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinton,New York,44.7904000,-73.6006000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinton,Ohio,39.4149716,-83.8084831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coahoma,Mississippi,34.2273536,-90.5976907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cobb,Georgia,33.9414802,-84.5766374,1,1,1,1,1,1,1,2,2,2,2,2,2,2,9,9
Cochise,Arizona,31.8795190,-109.7511956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cocke,Tennessee,35.9240494,-83.1196257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coconino,Arizona,35.8377710,-111.7708262,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2
Codington,South Dakota,44.9778512,-97.1885702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coffee,Alabama,31.4026291,-85.9881809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coffee,Georgia,31.5490508,-82.8492220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coffee,Tennessee,35.4905801,-86.0748106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coffey,Kansas,38.2368239,-95.7341114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colbert,Alabama,34.6986274,-87.8094094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cole,Missouri,38.5047697,-92.2802384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coles,Illinois,39.5203100,-88.4711600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colleton,South Carolina,32.8635126,-80.6667684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collier,Florida,26.1162556,-81.3401333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Collin,Texas,33.1968000,-96.8039300,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Colquitt,Georgia,31.1883621,-83.7687137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Columbia,Arkansas,33.2142907,-93.2272759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Columbia,Florida,30.2244937,-82.6215393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Columbia,Georgia,33.5372481,-82.2621961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Columbia,New York,42.2500108,-73.6318613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Columbia,Oregon,45.9403372,-123.0908153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Columbia,Pennsylvania,41.0485844,-76.4051914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Columbia,Washington,46.2975768,-117.9078634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Columbia,Wisconsin,43.4666300,-89.3337458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Columbiana,Ohio,40.7685603,-80.7773700,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Columbus,North Carolina,34.2655141,-78.6551162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colusa,California,39.1775977,-122.2371023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comal,Texas,29.8081844,-98.2781952,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Comanche,Oklahoma,34.6621180,-98.4716775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comanche,Texas,31.9480852,-98.5582496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Contra Costa,California,37.9179373,-121.9259354,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,3
Converse,Wyoming,42.9724354,-105.5071662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conway,Arkansas,35.2622577,-92.7013983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cook,Illinois,41.8401493,-87.8168232,0,0,0,2,1,2,3,3,4,9,9,14,18,20,28,40
Cooper,Missouri,38.8426163,-92.8106639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coos,New Hampshire,44.6894781,-71.3055572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coosa,Alabama,32.9367850,-86.2483775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Copiah,Mississippi,31.8693204,-90.4488597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cortland,New York,42.5950011,-76.0702374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coryell,Texas,31.3908407,-97.7991419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coshocton,Ohio,40.3016178,-81.9200138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Costilla,Colorado,37.2780796,-105.4281825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cottonwood,Minnesota,44.0071082,-95.1811285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Covington,Alabama,31.2484660,-86.4512288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Covington,Mississippi,31.6332349,-89.5525426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coweta,Georgia,33.3536027,-84.7633669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
Cowlitz,Washington,46.1945405,-122.6783272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig,Oklahoma,36.7617766,-95.2085218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craighead,Arkansas,35.8307987,-90.6328846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crane,Texas,31.4284665,-102.5155684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craven,North Carolina,35.1172866,-77.0824703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crawford,Arkansas,35.5888946,-94.2427111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crawford,Indiana,38.2926000,-86.4518665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crawford,Kansas,37.5073350,-94.8517982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crawford,Michigan,44.6836179,-84.6103217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crawford,Ohio,40.8507710,-82.9197690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crawford,Pennsylvania,41.6846940,-80.1062472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Creek,Oklahoma,35.9026224,-96.3709393,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Crenshaw,Alabama,31.7314126,-86.3135250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crisp,Georgia,31.9228892,-83.7680614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crittenden,Arkansas,35.2128511,-90.3107945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cross,Arkansas,35.2957354,-90.7711298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crowley,Colorado,38.3266886,-103.7847985,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
Cullman,Alabama,34.1319143,-86.8676299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culpeper,Virginia,38.4860584,-77.9559606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cumberland,Illinois,39.2733283,-88.2401682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cumberland,Maine,43.7902800,-70.2461200,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
Cumberland,New Jersey,39.3731149,-75.1106192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cumberland,North Carolina,35.0486249,-78.8273923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cumberland,Pennsylvania,40.1636766,-77.2653807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Cumberland,Tennessee,35.9503817,-84.9983405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Currituck,North Carolina,36.4020727,-76.0098060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Curry,New Mexico,34.5741590,-103.3469336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Custer,Idaho,44.2412952,-114.2817047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Custer,Oklahoma,35.6388575,-99.0015388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuyahoga,Ohio,41.4244148,-81.6585817,0,0,0,0,0,0,0,1,1,1,1,2,2,2,3,3
Dade,Florida,25.7788537,-80.1799651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dakota,Minnesota,44.6709807,-93.0666777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dallas,Alabama,32.3258851,-87.1064960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dallas,Iowa,41.6848168,-94.0397620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dallas,Texas,32.7782200,-96.7951200,0,0,0,0,0,1,1,1,3,4,4,7,7,7,9,10
Dane,Wisconsin,43.2509000,-89.5182900,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
Danville,Virginia,36.5832363,-79.4086116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dare,North Carolina,35.7806842,-75.8199478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darke,Ohio,40.1332381,-84.6193616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darlington,South Carolina,34.3322992,-79.9576476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dauphin,Pennsylvania,40.4154205,-76.7794701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Davidson,North Carolina,35.7931766,-80.2127047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Davidson,South Dakota,44.3534836,-103.7815574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Davidson,Tennessee,36.1695608,-86.7847568,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2
Davie,North Carolina,35.9290484,-80.5446166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daviess,Kentucky,37.7285556,-87.0861258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Davis,Utah,40.9997362,-111.9800051,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
Davison,South Dakota,43.6747283,-98.1459590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dawson,Georgia,34.4453183,-84.1729133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dawson,Nebraska,40.8699033,-99.8195855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dawson,Texas,32.7425663,-101.9475345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Soto,Louisiana,32.0563183,-93.7364113,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
De Witt,Texas,29.0820589,-97.3568176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeKalb,Alabama,34.4596316,-85.8042240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeKalb,Georgia,33.7715373,-84.2264653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
