County_Name,State_Name,Confirmed,New,Death,New_Death,Fatality_Rate,Latitude,Longitude,Last_Update
New York,New York,13119,814,125,125,0.0095282,40.7145500,-74.0071400,2020-03-24 11:13 EDT
Westchester,New York,2894,0,1,1,0.0003455,41.1631976,-73.7560629,2020-03-24 11:13 EDT
Nassau,New York,2442,0,9,9,0.0036855,40.7416523,-73.5889962,2020-03-24 11:13 EDT
Suffolk,New York,1458,0,13,13,0.0089163,40.8773281,-72.8589804,2020-03-24 11:13 EDT
Rockland,New York,592,0,5,5,0.0084459,41.1523740,-74.0240103,2020-03-24 11:13 EDT
Orange,New York,389,0,0,0,0.0000000,41.4020682,-74.3055957,2020-03-24 11:13 EDT
Albany,New York,127,0,0,0,0.0000000,42.6515500,-73.7552100,2020-03-24 11:13 EDT
Dutchess,New York,100,0,1,1,0.0100000,41.7647751,-73.7428168,2020-03-24 11:13 EDT
Monroe,New York,95,14,3,3,0.0315789,43.1460428,-77.6967491,2020-03-24 11:13 EDT
Erie,New York,92,5,0,0,0.0000000,42.7638212,-78.7322497,2020-03-24 11:13 EDT
Saratoga,New York,53,18,0,0,0.0000000,43.0697400,-73.6366100,2020-03-24 11:13 EDT
Onondaga,New York,53,0,0,0,0.0000000,43.0048700,-76.1836000,2020-03-24 11:13 EDT
Putnam,New York,45,0,0,0,0.0000000,41.4265345,-73.7494999,2020-03-24 11:13 EDT
Schenectady,New York,44,12,0,0,0.0000000,42.8123800,-73.9412200,2020-03-24 11:13 EDT
Ulster,New York,35,17,0,0,0.0000000,41.9598600,-73.9903300,2020-03-24 11:13 EDT
Rensselaer,New York,29,0,0,0,0.0000000,42.7108626,-73.5097379,2020-03-24 11:13 EDT
Sullivan,New York,23,11,0,0,0.0000000,41.7163135,-74.7681108,2020-03-24 11:13 EDT
Columbia,New York,17,0,0,0,0.0000000,42.2500108,-73.6318613,2020-03-24 11:13 EDT
Tompkins,New York,15,0,0,0,0.0000000,42.4493350,-76.4706436,2020-03-24 11:13 EDT
Oneida,New York,10,3,0,0,0.0000000,43.2430650,-75.4258360,2020-03-24 11:13 EDT
Niagara,New York,10,0,0,0,0.0000000,43.1999815,-78.7452226,2020-03-24 11:13 EDT
Broome,New York,9,2,1,1,0.1111111,42.1602180,-75.8196459,2020-03-24 11:13 EDT
Ontario,New York,6,0,0,0,0.0000000,42.8528894,-77.2998110,2020-03-24 11:13 EDT
Clinton,New York,6,0,0,0,0.0000000,44.7904000,-73.6006000,2020-03-24 11:13 EDT
Wayne,New York,6,3,0,0,0.0000000,42.4741310,-77.0981600,2020-03-24 11:13 EDT
Steuben,New York,5,0,0,0,0.0000000,42.2678269,-77.3838260,2020-03-24 11:13 EDT
