County_Name,State_Name,Confirmed,New,Death,New_Death,Fatality_Rate,Recovered,New_Recovered,Latitude,Longitude,Last_Update
New York,New York,165717,2150,17515,139,10.6%,0,0,40.71455,-74.00714,2020-04-27 22:10 EDT
Nassau,New York,34865,2743,1620,32,4.6%,2585,82,40.74165225,-73.58899619,2020-04-27 22:10 EDT
Suffolk,New York,33286,1227,1102,37,3.3%,2422,69,40.87732808,-72.85898036,2020-04-27 22:10 EDT
Westchester,New York,28007,343,962,16,3.4%,9371,0,41.16319759,-73.7560629,2020-04-27 22:10 EDT
Rockland,New York,11366,110,431,22,3.8%,0,0,41.152374,-74.02401032,2020-04-27 22:10 EDT
Orange,New York,8238,132,299,275,3.6%,0,0,41.40206825,-74.30559567,2020-04-27 22:10 EDT
Erie,New York,3061,65,207,0,6.8%,479,0,42.76382119,-78.73224973,2020-04-27 22:10 EDT
Dutchess,New York,2793,64,326,1,11.7%,487,1,41.76477515,-73.74281684,2020-04-27 22:10 EDT
Monroe,New York,1331,15,108,2,8.1%,697,0,43.14604282,-77.69674911,2020-04-27 22:10 EDT
Ulster,New York,1289,99,24,1,1.9%,240,79,41.95986,-73.99033,2020-04-27 22:10 EDT
Putnam,New York,988,46,7,0,0.7%,0,0,41.42653455,-73.7494999,2020-04-27 22:10 EDT
Albany,New York,979,231,326,4,33.3%,0,0,42.65155,-73.75520999999998,2020-04-27 22:10 EDT
Onondaga,New York,819,45,76,1,9.3%,518,123,43.00487,-76.1836,2020-04-27 22:10 EDT
Sullivan,New York,748,74,71,4,9.5%,470,46,41.71631354,-74.76811083,2020-04-27 22:10 EDT
Schenectady,New York,457,2,22,7,4.8%,258,50,42.81238,-73.94122,2020-04-27 22:10 EDT
Niagara,New York,410,42,71,0,17.3%,182,7,43.19998147,-78.74522262,2020-04-27 22:10 EDT
Oneida,New York,397,123,15,1,3.8%,148,10,43.24306498,-75.42583597,2020-04-27 22:10 EDT
Saratoga,New York,3236,6,11,0,0.3%,131,0,43.06974,-73.63661,2020-04-27 22:10 EDT
Broome,New York,762,2,19,2,2.5%,134,17,42.16021802,-75.81964586,2020-04-27 22:10 EDT
Rensselaer,New York,252,10,11,0,4.4%,146,32,42.71086263,-73.5097379,2020-04-27 22:10 EDT
Steuben,New York,275,2,35,2,12.7%,104,0,42.26782685,-77.38382596,2020-04-27 22:10 EDT
St. Lawrence,New York,176,9,0,0,0.0%,0,0,44.17727,-76.16771999999997,2020-04-27 22:10 EDT
Columbia,New York,154,2,13,0,8.4%,81,4,42.25001078,-73.63186134,2020-04-27 22:10 EDT
Warren,New York,147,12,0,0,0.0%,0,0,43.5592099,-73.85881158,2020-04-27 22:10 EDT
Genesee,New York,146,2,3,0,2.1%,72,2,43.00094016,-78.1936949,2020-04-27 22:10 EDT
Madison,New York,133,6,5,0,3.8%,108,1,42.91290749,-75.66978904,2020-04-27 22:10 EDT
Tompkins,New York,130,1,0,0,0.0%,97,2,42.44933495,-76.47064359,2020-04-27 22:10 EDT
Washington,New York,130,2,2,0,1.5%,53,10,43.31227113,-73.43096234,2020-04-27 22:10 EDT
Greene,New York,119,1,5,0,4.2%,73,5,42.27654571,-74.12261588,2020-04-27 22:10 EDT
Chemung,New York,108,2,1,0,0.9%,10,0,42.1411881,-76.76001059999999,2020-04-27 22:10 EDT
Chenango,New York,95,2,0,0,0.0%,0,0,42.49349443,-75.61153709999998,2020-04-27 22:10 EDT
Tioga,New York,94,5,6,1,6.4%,29,2,42.06057,-76.34519,2020-04-27 22:10 EDT
Ontario,New York,86,0,9,0,10.5%,47,0,42.85288942,-77.29981098,2020-04-27 22:10 EDT
Orleans,New York,81,1,9,2,11.1%,0,2,43.252100586000005,-78.23124678499991,2020-04-27 22:10 EDT
Wayne,New York,69,4,1,1,1.4%,35,0,42.474131,-77.09816,2020-04-27 22:10 EDT
Delaware,New York,68,2,4,0,5.9%,39,7,42.19804334,-74.96635196,2020-04-27 22:10 EDT
Clinton,New York,66,1,4,0,6.1%,46,0,44.7904,-73.6006,2020-04-27 22:10 EDT
Wyoming,New York,64,5,5,0,7.8%,33,2,42.70242659,-78.22443261,2020-04-27 22:10 EDT
Livingston,New York,63,2,5,0,7.9%,30,0,42.72808354,-77.77543855,2020-04-27 22:10 EDT
Fulton,New York,62,0,0,0,0.0%,0,0,43.11240266,-74.43516277,2020-04-27 22:10 EDT
Jefferson,New York,61,0,0,0,0.0%,9,0,44.04103424,-75.91225529,2020-04-27 22:10 EDT
Oswego,New York,61,0,3,1,4.9%,43,2,43.4365257,-76.14924403,2020-04-27 22:10 EDT
Otsego,New York,60,0,4,0,6.7%,31,0,42.63373751,-75.03256231,2020-04-27 22:10 EDT
Herkimer,New York,57,0,3,0,5.3%,0,0,43.0259,-74.98433,2020-04-27 22:10 EDT
Cayuga,New York,43,0,1,0,2.3%,42,0,42.92145204,-76.54917489,2020-04-27 22:10 EDT
Montgomery,New York,47,0,1,0,2.1%,33,0,42.90229179999999,-74.43960085,2020-04-27 22:10 EDT
Cattaraugus,New York,45,0,0,0,0.0%,0,0,42.2485958350001,-78.678812022,2020-04-27 22:10 EDT
Seneca,New York,38,0,0,0,0.0%,0,0,42.790068356999996,-76.822922724,2020-04-27 22:10 EDT
Allegany,New York,35,0,2,0,5.7%,238,0,42.25739788,-78.02755444,2020-04-27 22:10 EDT
Schoharie,New York,35,0,0,0,0.0%,0,0,42.58820746,-74.44213588,2020-04-27 22:10 EDT
Cortland,New York,32,0,0,0,0.0%,31,1,42.59500111,-76.07023743,2020-04-27 22:10 EDT
Chautauqua,New York,31,0,3,0,9.7%,0,0,42.22826274,-79.36643298,2020-04-27 22:10 EDT
Essex,New York,24,0,0,0,0.0%,3,0,44.10755697,-73.79125847,2020-04-27 22:10 EDT
Yates,New York,17,0,1,0,5.9%,2,0,42.633345773,-77.11807677899999,2020-04-27 22:10 EDT
Franklin,New York,14,0,0,0,0.0%,4,0,44.592675381999996,-74.3034218499999,2020-04-27 22:10 EDT
Lewis,New York,9,0,0,0,0.0%,5,0,43.78473386600009,-75.448706117,2020-04-27 22:10 EDT
Schuyler,New York,3,0,0,0,0.0%,6,0,42.370638971999995,-76.9851275,2020-04-27 22:10 EDT
