County_Name,State_Name,Confirmed,New,Death,New_Death,Fatality_Rate,Recovered,New_Recovered,Latitude,Longitude,Last_Update
Los Angeles,California,242682,0,5830,0,2.4%,9654,0,34.053490000000004,-118.24532,2020-09-02 20:01 EDT
Riverside,California,53153,0,1026,0,1.9%,44024,0,33.98171,-117.37404,2020-09-02 20:01 EDT
Orange,California,49142,317,1007,19,2.0%,42357,497,33.78787,-117.85071,2020-09-02 20:01 EDT
San Bernardino,California,48245,366,743,7,1.5%,41800,589,34.10524,-117.29412,2020-09-02 20:01 EDT
San Diego,California,38871,0,688,0,1.8%,1138,0,32.71568,-117.16171,2020-09-02 20:01 EDT
Kern,California,29602,143,292,0,1.0%,12421,390,35.34281638,-118.7299395,2020-09-02 20:01 EDT
Fresno,California,25185,0,290,0,1.2%,12572,0,36.74084000000001,-119.78552,2020-09-02 20:01 EDT
Alameda,California,18738,0,263,0,1.4%,0,0,37.76683,-122.2453,2020-09-02 20:01 EDT
Sacramento,California,18413,127,304,8,1.7%,14925,654,38.57944000000001,-121.49085,2020-09-02 20:01 EDT
San Joaquin,California,17778,158,344,14,1.9%,16263,208,37.93479557,-121.2713112,2020-09-02 20:01 EDT
Santa Clara,California,17465,0,248,0,1.4%,178,0,37.35579,-121.95508999999998,2020-09-02 20:01 EDT
Stanislaus,California,14786,0,262,0,1.8%,13714,0,37.55932622,-120.9976619,2020-09-02 20:01 EDT
Tulare,California,14442,137,240,6,1.7%,13505,251,36.20649,-119.34305,2020-09-02 20:01 EDT
Contra Costa,California,14111,76,183,4,1.3%,12826,160,37.91793732,-121.9259354,2020-09-02 20:01 EDT
Imperial,California,10746,27,296,2,2.8%,9695,17,32.84748,-115.56952,2020-09-02 20:01 EDT
Ventura,California,10686,0,116,0,1.1%,9518,0,34.28082,-119.29232,2020-09-02 20:01 EDT
San Francisco,California,9617,73,84,1,0.9%,520,0,37.77712,-122.41964,2020-09-02 20:01 EDT
San Mateo,California,8311,51,132,0,1.6%,0,0,37.54704,-122.31485,2020-09-02 20:01 EDT
Santa Barbara,California,8164,0,95,0,1.2%,7860,0,34.41938,-119.69905,2020-09-02 20:01 EDT
Monterey,California,8149,81,58,0,0.7%,1471,0,36.21714603,-121.2390196,2020-09-02 20:01 EDT
Merced,California,8081,49,118,1,1.5%,7053,12,37.19187429,-120.717739,2020-09-02 20:01 EDT
Kings,California,6392,52,74,2,1.2%,3956,0,36.07543071,-119.8153541,2020-09-02 20:01 EDT
Marin,California,6295,131,96,0,1.5%,4347,0,38.07188727,-122.7195348,2020-09-02 20:01 EDT
Sonoma,California,5917,117,83,3,1.4%,3689,0,38.29188,-122.45728,2020-09-02 20:01 EDT
Solano,California,5547,0,47,0,0.8%,5189,0,38.27793363,-121.9272405,2020-09-02 20:01 EDT
Madera,California,3836,0,55,0,1.4%,3337,0,36.96205,-120.06399,2020-09-02 20:01 EDT
Placer,California,3062,35,34,1,1.1%,2689,31,39.05913563,-120.7536328,2020-09-02 20:01 EDT
San Luis Obispo,California,3035,29,21,0,0.7%,2593,36,35.28579000000001,-120.66275,2020-09-02 20:01 EDT
Yolo,California,2438,0,52,0,2.1%,42,0,38.73431,-121.81279,2020-09-02 20:01 EDT
Butte,California,2146,0,23,0,1.1%,1659,0,39.66709143,-121.600911,2020-09-02 20:01 EDT
Santa Cruz,California,1878,123,7,0,0.4%,1584,47,36.97424,-122.03098,2020-09-02 20:01 EDT
Napa,California,1452,8,13,1,0.9%,1186,96,38.50647693,-122.3306091,2020-09-02 20:01 EDT
Sutter,California,1436,0,10,0,0.7%,851,0,39.03467539,-121.6948457,2020-09-02 20:01 EDT
San Benito,California,1112,0,8,0,0.7%,996,0,36.50506,-121.08332,2020-09-02 20:01 EDT
El Dorado,California,973,0,2,0,0.2%,861,0,38.68217,-120.84683,2020-09-02 20:01 EDT
Yuba,California,944,0,6,0,0.6%,552,0,39.26918299,-121.3512653,2020-09-02 20:01 EDT
Lassen,California,716,0,0,0,0.0%,701,3,40.68244754,-120.60036909999998,2020-09-02 20:01 EDT
Mendocino,California,714,0,17,0,2.4%,617,0,39.44024063,-123.3912784,2020-09-02 20:01 EDT
Shasta,California,572,0,12,0,2.1%,543,0,40.59828,-122.49095,2020-09-02 20:01 EDT
Glenn,California,467,4,3,0,0.6%,437,7,39.59827984,-122.392389,2020-09-02 20:01 EDT
Colusa,California,466,10,6,0,1.3%,434,3,39.17759768,-122.2371023,2020-09-02 20:01 EDT
Nevada,California,449,0,5,0,1.1%,380,0,39.2616,-121.0161,2020-09-02 20:01 EDT
Tehama,California,424,3,1,0,0.2%,393,15,40.12569694,-122.2339153,2020-09-02 20:01 EDT
Humboldt,California,393,0,4,0,1.0%,343,0,40.69879803,-123.8737147,2020-09-02 20:01 EDT
Lake,California,346,0,4,0,1.2%,306,0,39.10265343,-122.7508974,2020-09-02 20:01 EDT
Calaveras,California,257,0,2,0,0.8%,216,0,38.20473567,-120.5540655,2020-09-02 20:01 EDT
Amador,California,237,0,15,0,6.3%,210,0,38.44606535,-120.651755,2020-09-02 20:01 EDT
Tuolumne,California,185,0,2,0,1.1%,170,0,38.02764367,-119.9546536,2020-09-02 20:01 EDT
Inyo,California,181,0,14,0,7.7%,91,0,36.5110603,-117.410592,2020-09-02 20:01 EDT
Mono,California,162,0,2,0,1.2%,0,0,37.93749777,-118.8838882,2020-09-02 20:01 EDT
Siskiyou,California,138,0,1,0,0.7%,129,0,41.59256366,-122.5407772,2020-09-02 20:01 EDT
Del Norte,California,123,0,1,0,0.8%,121,0,41.74317575,-123.8971107,2020-09-02 20:01 EDT
Mariposa,California,73,0,2,0,2.7%,69,0,37.58147049,-119.9054514,2020-09-02 20:01 EDT
Plumas,California,42,0,0,0,0.0%,40,0,40.00070236,-120.8334983,2020-09-02 20:01 EDT
Trinity,California,13,0,0,0,0.0%,11,0,40.65065829,-123.112635,2020-09-02 20:01 EDT
Modoc,California,13,0,0,0,0.0%,5,0,41.57651716400005,-120.73684738599995,2020-09-02 20:01 EDT
Sierra,California,6,0,0,0,0.0%,6,0,39.58038432,-120.5160202,2020-09-02 20:01 EDT
Alpine,California,2,0,0,0,0.0%,2,0,38.59733305,-119.8204213,2020-09-02 20:01 EDT
Dallas,Texas,72610,358,926,6,1.3%,6293,0,32.778220000000005,-96.79512,2020-09-02 20:01 EDT
Harris--Houston,Texas,64137,176,841,18,1.3%,49251,101,29.66648008,-95.22438005,2020-09-02 20:01 EDT
Bexar,Texas,46663,0,1119,18,2.4%,40896,0,29.44892069,-98.5200077,2020-09-02 20:01 EDT
Harris--Non Houston,Texas,43948,421,532,11,1.2%,41264,451,37.302192,-91.8445815,2020-09-02 20:01 EDT
Tarrant,Texas,39488,154,620,6,1.6%,36159,184,32.8173,-97.07655,2020-09-02 20:01 EDT
Hidalgo,Texas,27669,131,1166,22,4.2%,23964,246,26.39702985,-98.18094296,2020-09-02 20:01 EDT
Travis,Texas,26523,7,366,6,1.4%,25434,53,30.33462266,-97.78218981,2020-09-02 20:01 EDT
Cameron,Texas,21211,163,775,8,3.7%,15433,444,26.13597462,-97.52423968,2020-09-02 20:01 EDT
El Paso,Texas,20611,72,439,6,2.1%,17145,103,31.75916,-106.48749,2020-09-02 20:01 EDT
Nueces,Texas,18992,0,363,0,1.9%,12175,0,27.7262373,-97.61348194,2020-09-02 20:01 EDT
Fort Bend,Texas,14983,26,240,1,1.6%,11148,0,29.52745252,-95.77065084,2020-09-02 20:01 EDT
Collin,Texas,11119,65,114,0,1.0%,10505,73,33.1968,-96.80393,2020-09-02 20:01 EDT
Webb,Texas,11094,249,189,6,1.7%,10121,265,27.7925,-99.4228,2020-09-02 20:01 EDT
Galveston,Texas,10613,38,142,2,1.3%,8189,50,29.29532,-94.80791,2020-09-02 20:01 EDT
Denton,Texas,10239,114,134,2,1.3%,8241,182,33.216590000000004,-97.13162,2020-09-02 20:01 EDT
Brazoria,Texas,9592,173,139,1,1.4%,6291,0,29.04971,-95.562,2020-09-02 20:01 EDT
Montgomery,Texas,8800,64,130,5,1.5%,6087,94,30.38862,-95.69633,2020-09-02 20:01 EDT
Williamson,Texas,7984,15,125,2,1.6%,7841,0,30.64806761,-97.60077209,2020-09-02 20:01 EDT
Lubbock,Texas,7754,269,97,1,1.3%,5735,100,33.61019304,-101.8204416,2020-09-02 20:01 EDT
Jefferson,Texas,6659,17,107,0,1.6%,5975,0,29.88366401,-94.16922753,2020-09-02 20:01 EDT
McLennan,Texas,6454,99,82,1,1.3%,4442,30,31.55234029,-97.20180587,2020-09-02 20:01 EDT
Hays,Texas,5410,14,56,0,1.0%,3138,118,30.1227,-97.8722,2020-09-02 20:01 EDT
Bell,Texas,4896,38,65,0,1.3%,4323,132,31.03765881,-97.47807382,2020-09-02 20:01 EDT
Brazos,Texas,4772,53,56,0,1.2%,4152,11,30.66048584,-96.30207301,2020-09-02 20:01 EDT
Potter,Texas,4098,43,49,0,1.2%,3813,28,35.40127385,-101.8939736,2020-09-02 20:01 EDT
Ellis,Texas,3828,27,58,2,1.5%,2131,0,32.34839289,-96.79460418,2020-09-02 20:01 EDT
Victoria,Texas,3796,0,80,3,2.1%,3626,0,28.79640375,-96.97175516,2020-09-02 20:01 EDT
Walker,Texas,3663,12,48,0,1.3%,3010,0,30.73898292,-95.57222968,2020-09-02 20:01 EDT
Ector,Texas,3440,0,68,1,2.0%,3406,0,31.86911555,-102.5428458,2020-09-02 20:01 EDT
Smith,Texas,3339,24,66,3,2.0%,2698,0,32.37505601,-95.26910259,2020-09-02 20:01 EDT
Maverick,Texas,3335,42,82,0,2.5%,2571,0,28.74301122,-100.3142594,2020-09-02 20:01 EDT
Midland,Texas,3272,0,52,1,1.6%,2605,46,31.86932499,-102.0314523,2020-09-02 20:01 EDT
Tom Green,Texas,3261,11,58,0,1.8%,2213,0,31.40442601,-100.4619795,2020-09-02 20:01 EDT
Kaufman,Texas,2827,10,41,3,1.5%,2763,12,32.60298369,-96.28946607,2020-09-02 20:01 EDT
Starr,Texas,2782,0,135,0,4.9%,1791,151,26.56239356,-98.7374609,2020-09-02 20:01 EDT
Johnson,Texas,2554,21,45,0,1.8%,2467,19,32.37899029,-97.36641179,2020-09-02 20:01 EDT
Anderson,Texas,2527,7,18,0,0.7%,818,0,31.81320101,-95.65250749,2020-09-02 20:01 EDT
Comal,Texas,2382,0,96,0,4.0%,1850,0,29.80818438,-98.2781952,2020-09-02 20:01 EDT
Randall,Texas,2236,49,31,1,1.4%,1944,24,34.96596461,-101.896888,2020-09-02 20:01 EDT
Angelina,Texas,2013,0,69,0,3.4%,1769,0,31.25730151,-94.63261756,2020-09-02 20:01 EDT
Val Verde,Texas,1957,0,86,0,4.4%,1547,0,26.17619,-98.08112,2020-09-02 20:01 EDT
Gregg,Texas,1926,25,51,3,2.6%,1092,0,32.48062462,-94.81699103,2020-09-02 20:01 EDT
Guadalupe,Texas,1901,0,72,0,3.8%,498,0,29.58309666,-97.94865645,2020-09-02 20:01 EDT
Liberty,Texas,1835,6,43,0,2.3%,780,0,30.15168965,-94.81217381,2020-09-02 20:01 EDT
Orange,Texas,1817,0,35,0,1.9%,923,0,30.1280798,-93.89665964,2020-09-02 20:01 EDT
Parker,Texas,1666,0,25,0,1.5%,1616,1,32.77771907,-97.80511717,2020-09-02 20:01 EDT
Hale,Texas,1644,0,45,0,2.7%,1514,0,34.07052809,-101.8268085,2020-09-02 20:01 EDT
Bee,Texas,1621,7,23,1,1.4%,1257,10,28.41736435,-97.74112569,2020-09-02 20:01 EDT
Bastrop,Texas,1608,12,27,0,1.7%,1407,14,30.10364375,-97.31201151,2020-09-02 20:01 EDT
Grayson,Texas,1527,15,28,1,1.8%,1384,1,33.61833228,-96.67387872,2020-09-02 20:01 EDT
Titus,Texas,1436,0,25,0,1.7%,1277,0,33.21641768,-94.96537845,2020-09-02 20:01 EDT
Coryell,Texas,1432,1,10,0,0.7%,702,9,31.39084072,-97.79914193,2020-09-02 20:01 EDT
Hunt,Texas,1429,0,30,1,2.1%,1304,0,33.13330985,-96.08803634,2020-09-02 20:01 EDT
Cherokee,Texas,1427,3,17,1,1.2%,853,0,31.83697709,-95.16516716,2020-09-02 20:01 EDT
Rockwall,Texas,1374,14,21,0,1.5%,1304,11,32.89767022,-96.4078414,2020-09-02 20:01 EDT
Nacogdoches,Texas,1370,16,50,1,3.6%,1200,12,31.62343014,-94.62108091,2020-09-02 20:01 EDT
Wichita,Texas,1347,23,16,2,1.2%,1110,15,33.98410156,-98.70169462,2020-09-02 20:01 EDT
Taylor,Texas,1322,5,35,1,2.6%,1136,5,32.30139883,-99.8899813,2020-09-02 20:01 EDT
San Patricio,Texas,1313,27,60,0,4.6%,1140,23,27.95808,-97.77217,2020-09-02 20:01 EDT
Hardin,Texas,1254,0,21,1,1.7%,886,82,30.33236369,-94.39028561,2020-09-02 20:01 EDT
Caldwell,Texas,1248,12,34,1,2.7%,1133,6,29.83712413,-97.61996606,2020-09-02 20:01 EDT
Wharton,Texas,1201,3,43,0,3.6%,494,0,29.27780211,-96.22208396,2020-09-02 20:01 EDT
Chambers,Texas,1155,6,5,0,0.4%,1085,3,29.73914352,-94.60816907,2020-09-02 20:01 EDT
Medina,Texas,1132,11,36,0,3.2%,874,0,29.35563822,-99.11002449,2020-09-02 20:01 EDT
Moore,Texas,1123,1,18,0,1.6%,1058,6,35.83767359,-101.8928797,2020-09-02 20:01 EDT
Navarro,Texas,1103,8,17,0,1.5%,902,0,32.0498125,-96.48283409,2020-09-02 20:01 EDT
Jim Wells,Texas,1057,13,24,0,2.3%,813,0,27.73131457,-98.08982112,2020-09-02 20:01 EDT
Grimes,Texas,995,9,30,0,3.0%,886,0,30.54365581,-95.98530182,2020-09-02 20:01 EDT
Bowie,Texas,970,0,44,0,4.5%,670,0,33.559,-97.8486,2020-09-02 20:01 EDT
Matagorda,Texas,921,8,39,1,4.2%,561,0,28.69123,-95.96755,2020-09-02 20:01 EDT
Willacy,Texas,866,0,42,0,4.8%,758,0,26.47115592,-97.64817396,2020-09-02 20:01 EDT
DeWitt,Texas,850,0,25,0,2.9%,259,0,29.08205895,-97.3568176,2020-09-02 20:01 EDT
Madison,Texas,836,0,5,0,0.6%,671,0,30.96554711,-95.9283315,2020-09-02 20:01 EDT
Henderson,Texas,830,5,16,0,1.9%,439,0,32.20986317,-95.84344062,2020-09-02 20:01 EDT
Gonzales,Texas,817,0,13,0,1.6%,817,0,29.45673157,-97.49257797,2020-09-02 20:01 EDT
Harrison,Texas,809,4,28,0,3.5%,723,13,32.54669101,-94.37419702,2020-09-02 20:01 EDT
Deaf Smith,Texas,808,2,20,0,2.5%,687,11,34.96599069,-102.6047754,2020-09-02 20:01 EDT
Lamar,Texas,791,0,28,2,3.5%,681,4,33.66742106,-95.57087079,2020-09-02 20:01 EDT
Hood,Texas,789,10,22,0,2.8%,746,8,32.42998661,-97.83217761,2020-09-02 20:01 EDT
Polk,Texas,778,0,18,0,2.3%,689,0,30.79487495,-94.81733825,2020-09-02 20:01 EDT
Karnes,Texas,747,1,12,0,1.6%,721,0,28.90563081,-97.85942123,2020-09-02 20:01 EDT
Rusk,Texas,720,0,5,0,0.7%,643,0,31.796,-95.1502,2020-09-02 20:01 EDT
Erath,Texas,704,11,10,1,1.4%,634,9,32.23626376,-98.21778772,2020-09-02 20:01 EDT
Uvalde,Texas,704,0,19,1,2.7%,669,0,29.35736353,-99.76218986,2020-09-02 20:01 EDT
Lavaca,Texas,687,0,32,1,4.7%,672,0,29.38432888,-96.93010975,2020-09-02 20:01 EDT
Burnet,Texas,675,5,12,0,1.8%,559,1,30.78851107,-98.18240019,2020-09-02 20:01 EDT
Waller,Texas,675,1,8,0,1.2%,346,0,30.0107507,-95.98760507,2020-09-02 20:01 EDT
Wise,Texas,665,4,12,0,1.8%,628,3,33.21586139,-97.65438192,2020-09-02 20:01 EDT
Kleberg,Texas,642,0,27,1,4.2%,508,10,27.43353551,-97.73255395,2020-09-02 20:01 EDT
Frio,Texas,641,3,7,0,1.1%,428,0,28.86770959,-99.10822665,2020-09-02 20:01 EDT
Brown,Texas,620,0,26,0,4.2%,495,3,31.77427489,-98.99985028,2020-09-02 20:01 EDT
Calhoun,Texas,611,4,7,0,1.1%,578,0,28.48708494,-96.64640773,2020-09-02 20:01 EDT
Fannin,Texas,606,13,12,0,2.0%,390,6,33.59309617,-96.10695931,2020-09-02 20:01 EDT
Jones,Texas,604,0,0,0,0.0%,596,0,32.73977974,-99.8785734,2020-09-02 20:01 EDT
Washington,Texas,573,8,45,0,7.9%,477,6,37.65871,-85.13231999999998,2020-09-02 20:01 EDT
Atascosa,Texas,572,3,27,0,4.7%,120,0,28.89353491,-98.52710951,2020-09-02 20:01 EDT
Scurry,Texas,548,2,2,0,0.4%,503,7,32.74630052,-100.9164051,2020-09-02 20:01 EDT
Wilson,Texas,541,1,25,0,4.6%,394,0,29.17400077,-98.08650902,2020-09-02 20:01 EDT
Houston,Texas,538,0,9,0,1.7%,513,0,31.31765234,-95.42240553,2020-09-02 20:01 EDT
Van Zandt,Texas,521,1,18,0,3.5%,296,0,32.56229951,-95.83587208,2020-09-02 20:01 EDT
Jackson,Texas,503,1,14,0,2.8%,471,0,28.95558096,-96.57874644,2020-09-02 20:01 EDT
Limestone,Texas,465,6,8,0,1.7%,289,14,31.54539187,-96.58049287,2020-09-02 20:01 EDT
Colorado,Texas,448,2,3,0,0.7%,228,0,29.62086756,-96.52629253,2020-09-02 20:01 EDT
Shelby,Texas,442,4,19,0,4.3%,408,4,31.79265177,-94.15604336,2020-09-02 20:01 EDT
Milam,Texas,440,10,5,0,1.1%,414,2,30.7863001,-96.97674797,2020-09-02 20:01 EDT
Kerr,Texas,438,0,9,0,2.1%,394,0,30.06149667,-99.35021453,2020-09-02 20:01 EDT
Palo Pinto,Texas,430,0,11,0,2.6%,409,0,32.76798,-98.29969,2020-09-02 20:01 EDT
Austin,Texas,419,1,6,0,1.4%,191,0,29.88669551,-96.27745759,2020-09-02 20:01 EDT
Wood,Texas,408,1,15,0,3.7%,300,0,32.78211328,-95.37213602,2020-09-02 20:01 EDT
Jasper,Texas,406,0,19,1,4.7%,383,0,30.73721008,-94.02387685,2020-09-02 20:01 EDT
Parmer,Texas,389,3,7,0,1.8%,346,4,34.53012116,-102.7845351,2020-09-02 20:01 EDT
Freestone,Texas,386,1,1,0,0.3%,178,3,31.70266446,-96.14935708,2020-09-02 20:01 EDT
Hill,Texas,378,9,10,1,2.6%,326,0,31.99068984,-97.13244714,2020-09-02 20:01 EDT
Fayette,Texas,375,1,16,0,4.3%,304,0,29.87685606,-96.91966842,2020-09-02 20:01 EDT
Andrews,Texas,374,6,8,0,2.1%,279,9,32.30502248,-102.6378207,2020-09-02 20:01 EDT
La Salle,Texas,367,0,4,0,1.1%,113,0,28.79219,-96.66958,2020-09-02 20:01 EDT
Live Oak,Texas,349,19,6,0,1.7%,233,49,29.55403,-98.32868,2020-09-02 20:01 EDT
Cooke,Texas,331,6,4,0,1.2%,301,2,33.64127265,-97.21703483,2020-09-02 20:01 EDT
Duval,Texas,331,9,10,0,3.0%,249,0,27.68127828,-98.5088379,2020-09-02 20:01 EDT
Upshur,Texas,329,1,6,0,1.8%,311,19,32.7363127,-94.94142272,2020-09-02 20:01 EDT
