County_Name,State_Name,Confirmed,New,Death,New_Death,Fatality_Rate,Latitude,Longitude,Last_Update
New York,New York,76876,4695,4009,524,0.0521489,40.7145500,-74.0071400,2020-04-08 10:37 EDT
Nassau,New York,16610,994,500,119,0.0301023,40.7416523,-73.5889962,2020-04-08 10:37 EDT
Suffolk,New York,15561,1376,263,64,0.0169012,40.8773281,-72.8589804,2020-04-08 10:37 EDT
Westchester,New York,14804,510,283,72,0.0191165,41.1631976,-73.7560629,2020-04-08 10:37 EDT
Rockland,New York,5990,287,135,16,0.0225376,41.1523740,-74.0240103,2020-04-08 10:37 EDT
Orange,New York,3829,296,93,17,0.0242883,41.4020682,-74.3055957,2020-04-08 10:37 EDT
Dutchess,New York,1249,60,9,0,0.0072058,41.7647751,-73.7428168,2020-04-08 10:37 EDT
Erie,New York,1235,87,39,9,0.0315789,42.7638212,-78.7322497,2020-04-08 10:37 EDT
Monroe,New York,596,22,31,5,0.0520134,43.1460428,-77.6967491,2020-04-08 10:37 EDT
Putnam,New York,402,57,7,0,0.0174129,41.4265345,-73.7494999,2020-04-08 10:37 EDT
Ulster,New York,398,16,5,1,0.0125628,41.9598600,-73.9903300,2020-04-08 10:37 EDT
Onondaga,New York,397,20,6,1,0.0151134,43.0048700,-76.1836000,2020-04-08 10:37 EDT
Albany,New York,333,14,8,0,0.0240240,42.6515500,-73.7552100,2020-04-08 10:37 EDT
Sullivan,New York,270,17,7,1,0.0259259,41.7163135,-74.7681108,2020-04-08 10:37 EDT
Saratoga,New York,155,2,4,0,0.0258065,43.0697400,-73.6366100,2020-04-08 10:37 EDT
Schenectady,New York,145,7,7,0,0.0482759,42.8123800,-73.9412200,2020-04-08 10:37 EDT
Niagara,New York,126,6,1,1,0.0079365,43.1999815,-78.7452226,2020-04-08 10:37 EDT
Oneida,New York,118,18,2,0,0.0169492,43.2430650,-75.4258360,2020-04-08 10:37 EDT
Tompkins,New York,103,1,0,0,0.0000000,42.4493350,-76.4706436,2020-04-08 10:37 EDT
Madison,New York,92,0,2,0,0.0217391,42.9129075,-75.6697890,2020-04-08 10:37 EDT
Rensselaer,New York,88,14,3,1,0.0340909,42.7108626,-73.5097379,2020-04-08 10:37 EDT
Broome,New York,86,10,6,1,0.0697674,42.1602180,-75.8196459,2020-04-08 10:37 EDT
