County_Name,State_Name,Confirmed,New,Death,New_Death,Fatality_Rate,Recovered,New_Recovered,Latitude,Longitude,Last_Update
Los Angeles,California,1200128,0,21916,0,1.8%,149,765,34.053490000000004,-118.24531999999999,2021-03-06 18:00 EDT
Riverside,California,290904,0,3892,0,1.3%,2419,454,33.98171,-117.37404,2021-03-06 18:00 EDT
San Bernardino,California,287513,0,3116,0,1.1%,3489,436,34.10524,-117.29411999999999,2021-03-06 18:00 EDT
San Diego,California,262360,0,3371,0,1.3%,2939,716,32.71568,-117.16171000000001,2021-03-06 18:00 EDT
Orange,California,247641,269,4173,98,1.7%,3039,389,33.78787,-117.85071,2021-03-06 18:00 EDT
Santa Clara,California,111460,0,1822,0,1.6%,3119,223,37.35579,-121.95508999999998,2021-03-06 18:00 EDT
Kern,California,104181,124,942,5,0.9%,359,59,35.34281638,-118.7299395,2021-03-06 18:00 EDT
Fresno,California,96023,0,1466,0,1.5%,2139,8,36.74084000000001,-119.78551999999999,2021-03-06 18:00 EDT
Sacramento,California,94129,0,1510,0,1.6%,2899,69,38.57944000000001,-121.49085,2021-03-06 18:00 EDT
Alameda,California,84155,0,1289,4,1.5%,6229,333,37.76683,-122.2453,2021-03-06 18:00 EDT
Ventura,California,78050,0,883,0,1.1%,2239,94,34.28082,-119.29231999999999,2021-03-06 18:00 EDT
San Joaquin,California,67284,0,1182,0,1.8%,2979,75,37.93479557,-121.2713112,2021-03-06 18:00 EDT
Contra Costa,California,63297,155,708,7,1.1%,2849,75,37.91793732,-121.9259354,2021-03-06 18:00 EDT
Stanislaus,California,50926,0,957,0,1.9%,2419,23,37.55932622,-120.9976619,2021-03-06 18:00 EDT
Tulare,California,48203,0,770,0,1.6%,2899,34,36.20649,-119.34305,2021-03-06 18:00 EDT
Monterey,California,42404,31,331,2,0.8%,5789,74,36.21714603,-121.2390196,2021-03-06 18:00 EDT
Solano,California,39766,0,167,0,0.4%,0,0,38.27793363,-121.9272405,2021-03-06 18:00 EDT
San Mateo,California,39048,38,525,0,1.3%,3899,36,37.54704,-122.31485,2021-03-06 18:00 EDT
San Francisco,California,34286,41,432,6,1.3%,347,35,37.777120000000004,-122.41963999999999,2021-03-06 18:00 EDT
Santa Barbara,California,32267,0,422,0,1.3%,259,0,34.41938,-119.69905,2021-03-06 18:00 EDT
Merced,California,29376,0,413,0,1.4%,169,5,37.19187429,-120.717739,2021-03-06 18:00 EDT
Sonoma,California,28281,0,301,0,1.1%,2129,56,38.29188,-122.45728000000001,2021-03-06 18:00 EDT
Imperial,California,26840,0,641,0,2.4%,0,0,32.84748,-115.56952,2021-03-06 18:00 EDT
Kings,California,22150,0,227,0,1.0%,2869,47,36.07543071,-119.8153541,2021-03-06 18:00 EDT
Placer,California,20035,0,232,0,1.2%,41199,72,39.05913563,-120.75363279999999,2021-03-06 18:00 EDT
San Luis Obispo,California,19835,0,246,0,1.2%,3669,92,35.28579000000001,-120.66275,2021-03-06 18:00 EDT
Madera,California,15540,0,214,0,1.4%,949,84,36.96205,-120.06398999999999,2021-03-06 18:00 EDT
Santa Cruz,California,14790,0,187,0,1.3%,147,62,36.97424,-122.03098,2021-03-06 18:00 EDT
Marin,California,13337,0,198,0,1.5%,1549,59,38.07188727,-122.7195348,2021-03-06 18:00 EDT
Yolo,California,12778,0,185,0,1.4%,4989,17,38.73431,-121.81278999999999,2021-03-06 18:00 EDT
Shasta,California,11102,0,179,0,1.6%,172,6,40.598279999999995,-122.49095,2021-03-06 18:00 EDT
Butte,California,10837,13,169,2,1.6%,1849,3,39.66709143,-121.60091100000001,2021-03-06 18:00 EDT
El Dorado,California,9204,0,100,0,1.1%,1849,4,38.68217,-120.84683000000001,2021-03-06 18:00 EDT
Napa,California,9073,0,72,0,0.8%,2379,0,38.50647693,-122.3306091,2021-03-06 18:00 EDT
Sutter,California,8923,0,98,0,1.1%,339,3,39.03467539,-121.69484569999999,2021-03-06 18:00 EDT
Yuba,California,5795,0,39,0,0.7%,3489,5,39.26918299,-121.3512653,2021-03-06 18:00 EDT
San Benito,California,5716,0,61,0,1.1%,167,5,36.50506,-121.08332,2021-03-06 18:00 EDT
Lassen,California,5633,9,24,0,0.4%,4659,3,40.68244754,-120.60036909999998,2021-03-06 18:00 EDT
Tehama,California,5118,0,52,0,1.0%,6899,2,40.12569694,-122.23391529999999,2021-03-06 18:00 EDT
Nevada,California,4022,0,74,0,1.8%,689,2,39.2616,-121.0161,2021-03-06 18:00 EDT
Tuolumne,California,3972,0,59,0,1.5%,7259,92,38.02764367,-119.95465359999999,2021-03-06 18:00 EDT
Mendocino,California,3834,0,44,0,1.1%,4319,3,39.44024063,-123.3912784,2021-03-06 18:00 EDT
Amador,California,3455,4,41,0,1.2%,416199,5,38.44606535,-120.65175500000001,2021-03-06 18:00 EDT
Humboldt,California,3266,0,33,0,1.0%,2399,6,40.69879803,-123.87371470000001,2021-03-06 18:00 EDT
Lake,California,3160,0,41,0,1.3%,5529,3,39.10265343,-122.75089740000001,2021-03-06 18:00 EDT
Glenn,California,2196,0,23,0,1.0%,9,5,39.59827984,-122.392389,2021-03-06 18:00 EDT
Colusa,California,2142,0,13,0,0.6%,4839,3,39.17759768,-122.2371023,2021-03-06 18:00 EDT
Calaveras,California,1928,0,49,0,2.5%,428339,3,38.20473567,-120.55406550000001,2021-03-06 18:00 EDT
Siskiyou,California,1790,0,14,0,0.8%,3529,5,41.59256366,-122.54077720000001,2021-03-06 18:00 EDT
Inyo,California,1334,0,37,0,2.8%,3459,6,36.5110603,-117.410592,2021-03-06 18:00 EDT
Mono,California,1219,0,4,0,0.3%,4609,0,37.93749777,-118.8838882,2021-03-06 18:00 EDT
Del Norte,California,1020,0,5,0,0.5%,3339,6,41.74317575,-123.89711070000001,2021-03-06 18:00 EDT
Plumas,California,654,0,6,0,0.9%,759,0,40.00070236,-120.8334983,2021-03-06 18:00 EDT
Modoc,California,460,0,4,0,0.9%,4409,0,41.57651716400005,-120.73684738599995,2021-03-06 18:00 EDT
Mariposa,California,395,0,7,0,1.8%,1009,0,37.58147049,-119.90545139999999,2021-03-06 18:00 EDT
