County_Name,State_Name,Confirmed,New,Death,New_Death,Fatality_Rate,Recovered,New_Recovered,Latitude,Longitude,Last_Update
Los Angeles,California,1183378,1975,20057,153,1.7%,3159,3031,34.053490000000004,-118.24531999999999,2021-02-23 19:40 EDT
Riverside,California,288541,719,3695,31,1.3%,1019,408,33.98171,-117.37404,2021-02-23 19:40 EDT
San Bernardino,California,285081,215,2651,14,0.9%,3589,372,34.10524,-117.29411999999999,2021-02-23 19:40 EDT
San Diego,California,257351,321,3190,0,1.2%,2549,87,32.71568,-117.16171000000001,2021-02-23 19:40 EDT
Orange,California,245135,250,3848,0,1.6%,2799,380,33.78787,-117.85071,2021-02-23 19:40 EDT
Santa Clara,California,109276,222,1736,7,1.6%,3579,435,37.35579,-121.95508999999998,2021-02-23 19:40 EDT
Kern,California,102137,288,786,3,0.8%,5149,415,35.34281638,-118.7299395,2021-02-23 19:40 EDT
Fresno,California,94584,210,1397,30,1.5%,41769,854,36.74084000000001,-119.78551999999999,2021-02-23 19:40 EDT
Sacramento,California,92621,193,1446,8,1.6%,41079,463,38.57944000000001,-121.49085,2021-02-23 19:40 EDT
Alameda,California,82822,3283,1235,35,1.5%,46849,75,37.76683,-122.2453,2021-02-23 19:40 EDT
Ventura,California,76578,344,794,12,1.0%,44849,563,34.28082,-119.29231999999999,2021-02-23 19:40 EDT
San Joaquin,California,66290,244,1042,3,1.6%,4296,77,37.93479557,-121.2713112,2021-02-23 19:40 EDT
Contra Costa,California,61865,121,654,0,1.1%,269,34,37.91793732,-121.9259354,2021-02-23 19:40 EDT
Stanislaus,California,49970,110,937,6,1.9%,227,70,37.55932622,-120.9976619,2021-02-23 19:40 EDT
Tulare,California,47680,118,731,9,1.5%,4469,48,36.20649,-119.34305,2021-02-23 19:40 EDT
Monterey,California,42016,132,323,8,0.8%,3299,43,36.21714603,-121.2390196,2021-02-23 19:40 EDT
Solano,California,39766,0,161,0,0.4%,4399149,515,38.27793363,-121.9272405,2021-02-23 19:40 EDT
San Mateo,California,38427,74,502,5,1.3%,4309,32,37.54704,-122.31485,2021-02-23 19:40 EDT
San Francisco,California,33663,50,394,0,1.2%,3099,14,37.777120000000004,-122.41963999999999,2021-02-23 19:40 EDT
Santa Barbara,California,31567,49,396,2,1.3%,1549,56,34.41938,-119.69905,2021-02-23 19:40 EDT
Merced,California,28655,166,391,3,1.4%,418459,88,37.19187429,-120.717739,2021-02-23 19:40 EDT
Sonoma,California,27744,68,295,0,1.1%,434,27,38.29188,-122.45728000000001,2021-02-23 19:40 EDT
Imperial,California,26840,0,587,3,2.2%,47649,24,32.84748,-115.56952,2021-02-23 19:40 EDT
Kings,California,21916,35,218,2,1.0%,3319,34,36.07543071,-119.8153541,2021-02-23 19:40 EDT
Placer,California,19646,126,230,1,1.2%,47089,45,39.05913563,-120.75363279999999,2021-02-23 19:40 EDT
San Luis Obispo,California,19500,42,221,1,1.1%,41609,59,35.28579000000001,-120.66275,2021-02-23 19:40 EDT
Madera,California,15279,126,201,0,1.3%,43969,87,36.96205,-120.06398999999999,2021-02-23 19:40 EDT
Santa Cruz,California,14516,21,174,2,1.2%,4199,63,36.97424,-122.03098,2021-02-23 19:40 EDT
Marin,California,13052,21,195,0,1.5%,3829,55,38.07188727,-122.7195348,2021-02-23 19:40 EDT
Yolo,California,12536,108,181,0,1.4%,41229,20,38.73431,-121.81278999999999,2021-02-23 19:40 EDT
Shasta,California,10909,41,172,0,1.6%,59,15,40.598279999999995,-122.49095,2021-02-23 19:40 EDT
Butte,California,10649,32,158,2,1.5%,43229,56,39.66709143,-121.60091100000001,2021-02-23 19:40 EDT
El Dorado,California,9059,42,95,2,1.0%,4742,62,38.68217,-120.84683000000001,2021-02-23 19:40 EDT
Napa,California,8914,30,65,0,0.7%,41324,58,38.50647693,-122.3306091,2021-02-23 19:40 EDT
Sutter,California,8802,36,96,2,1.1%,2149,10,39.03467539,-121.69484569999999,2021-02-23 19:40 EDT
Yuba,California,5711,30,36,0,0.6%,3559,8,39.26918299,-121.3512653,2021-02-23 19:40 EDT
San Benito,California,5629,5,57,0,1.0%,4299,6,36.50506,-121.08332,2021-02-23 19:40 EDT
Lassen,California,5591,33,19,0,0.3%,489,0,40.68244754,-120.60036909999998,2021-02-23 19:40 EDT
Tehama,California,5068,25,52,0,1.0%,41419,13,40.12569694,-122.23391529999999,2021-02-23 19:40 EDT
Tuolumne,California,3914,44,59,3,1.5%,549,0,38.02764367,-119.95465359999999,2021-02-23 19:40 EDT
Nevada,California,3899,47,74,0,1.9%,413219,23,39.2616,-121.0161,2021-02-23 19:40 EDT
Mendocino,California,3790,4,43,0,1.1%,4849,3,39.44024063,-123.3912784,2021-02-23 19:40 EDT
Amador,California,3389,6,40,1,1.2%,5579,7,38.44606535,-120.65175500000001,2021-02-23 19:40 EDT
Humboldt,California,3124,57,32,0,1.0%,409,2,40.69879803,-123.87371470000001,2021-02-23 19:40 EDT
Lake,California,3081,0,40,0,1.3%,43069,11,39.10265343,-122.75089740000001,2021-02-23 19:40 EDT
Glenn,California,2167,1,23,0,1.1%,1009,0,39.59827984,-122.392389,2021-02-23 19:40 EDT
Colusa,California,2125,5,13,0,0.6%,2159,1,39.17759768,-122.2371023,2021-02-23 19:40 EDT
Calaveras,California,1901,2,25,0,1.3%,442869,4,38.20473567,-120.55406550000001,2021-02-23 19:40 EDT
Siskiyou,California,1716,15,13,0,0.8%,457,7,41.59256366,-122.54077720000001,2021-02-23 19:40 EDT
Inyo,California,1277,34,34,0,2.7%,46139,0,36.5110603,-117.410592,2021-02-23 19:40 EDT
Mono,California,1208,0,4,0,0.3%,6159,0,37.93749777,-118.8838882,2021-02-23 19:40 EDT
Del Norte,California,971,12,5,0,0.5%,437,8,41.74317575,-123.89711070000001,2021-02-23 19:40 EDT
Plumas,California,649,0,6,0,0.9%,1119,0,40.00070236,-120.8334983,2021-02-23 19:40 EDT
Modoc,California,448,0,4,0,0.9%,509,0,41.57651716400005,-120.73684738599995,2021-02-23 19:40 EDT
Mariposa,California,393,1,7,0,1.8%,509,0,37.58147049,-119.90545139999999,2021-02-23 19:40 EDT
Trinity,California,347,7,5,0,1.4%,42809,9,40.65065829,-123.11263500000001,2021-02-23 19:40 EDT
Sierra,California,99,0,0,0,0.0%,9,0,39.58038432,-120.5160202,2021-02-23 19:40 EDT
Alpine,California,80,0,0,0,0.0%,0,0,38.59733305,-119.82042129999999,2021-02-23 19:40 EDT
Dallas,Texas,276945,0,3275,0,1.2%,5919,520,32.778220000000005,-96.79512,2021-02-23 19:40 EDT
Tarrant,Texas,238820,0,2789,0,1.2%,5149,856,32.8173,-97.07655,2021-02-23 19:40 EDT
Bexar,Texas,193703,0,2763,0,1.4%,43089,945,29.44892069,-98.52000770000001,2021-02-23 19:40 EDT
Harris--Non Houston,Texas,172906,405,1319,17,0.8%,669,720,37.302192,-91.84458149999999,2021-02-23 19:40 EDT
Harris--Houston,Texas,170667,98,1934,6,1.1%,2419,76,29.66648008,-95.22438005,2021-02-23 19:40 EDT
El Paso,Texas,122066,301,2302,0,1.9%,2729,991,31.759159999999998,-106.48749,2021-02-23 19:40 EDT
Collin,Texas,81392,0,694,0,0.9%,3449,711,33.1968,-96.80393000000001,2021-02-23 19:40 EDT
Travis,Texas,74206,0,822,0,1.1%,4699,68,30.33462266,-97.78218981,2021-02-23 19:40 EDT
Hidalgo,Texas,74041,616,2603,8,3.5%,4119,433,26.39702985,-98.18094296,2021-02-23 19:40 EDT
Denton,Texas,61156,0,605,0,1.0%,6629,89,33.216590000000004,-97.13162,2021-02-23 19:40 EDT
Fort Bend,Texas,56765,0,538,0,0.9%,2959,493,29.52745252,-95.77065084,2021-02-23 19:40 EDT
Lubbock,Texas,48002,0,758,0,1.6%,399,0,33.61019304,-101.8204416,2021-02-23 19:40 EDT
Montgomery,Texas,44346,0,439,0,1.0%,4339,269,30.38862,-95.69633,2021-02-23 19:40 EDT
Webb,Texas,42470,0,765,0,1.8%,7649,0,27.7925,-99.4228,2021-02-23 19:40 EDT
Williamson,Texas,39586,0,383,0,1.0%,1009,0,30.64806761,-97.60077209,2021-02-23 19:40 EDT
Nueces,Texas,37311,0,701,0,1.9%,3679,71,27.7262373,-97.61348194,2021-02-23 19:40 EDT
Cameron,Texas,37041,139,1432,17,3.9%,5019,88,26.13597462,-97.52423968,2021-02-23 19:40 EDT
Galveston,Texas,33666,0,331,0,1.0%,4949,24,29.29532,-94.80790999999999,2021-02-23 19:40 EDT
Brazoria,Texas,31400,0,360,0,1.1%,7199,73,29.049709999999997,-95.56200000000001,2021-02-23 19:40 EDT
McLennan,Texas,24747,0,424,0,1.7%,484,79,31.55234029,-97.20180587,2021-02-23 19:40 EDT
Brazos,Texas,20550,109,208,3,1.0%,42369,87,30.66048584,-96.30207301,2021-02-23 19:40 EDT
Ellis,Texas,20406,0,268,0,1.3%,3949,40,32.34839289,-96.79460418,2021-02-23 19:40 EDT
Bell,Texas,20148,0,338,0,1.7%,9439,6,31.03765881,-97.47807382,2021-02-23 19:40 EDT
Smith,Texas,18634,0,389,0,2.1%,4089,68,32.37505601,-95.26910259,2021-02-23 19:40 EDT
Johnson,Texas,18227,0,308,0,1.7%,3839,18,32.37899029,-97.36641179,2021-02-23 19:40 EDT
Jefferson,Texas,17862,0,335,0,1.9%,8059,0,29.88366401,-94.16922753,2021-02-23 19:40 EDT
Hays,Texas,17807,0,208,0,1.2%,1969,9,30.1227,-97.8722,2021-02-23 19:40 EDT
Potter,Texas,16744,0,398,0,2.4%,8679,4,35.40127385,-101.8939736,2021-02-23 19:40 EDT
Tom Green,Texas,16261,0,300,0,1.8%,479,38,31.40442601,-100.4619795,2021-02-23 19:40 EDT
Midland,Texas,16236,0,236,0,1.5%,7889,6,31.86932499,-102.0314523,2021-02-23 19:40 EDT
Randall,Texas,16093,0,269,0,1.7%,6789,8,34.96596461,-101.896888,2021-02-23 19:40 EDT
Ector,Texas,15616,0,316,0,2.0%,1009,0,31.86911555,-102.5428458,2021-02-23 19:40 EDT
Taylor,Texas,14956,0,356,0,2.4%,1009,0,32.30139883,-99.8899813,2021-02-23 19:40 EDT
Kaufman,Texas,14504,0,212,0,1.5%,2749,28,32.60298369,-96.28946607,2021-02-23 19:40 EDT
Wichita,Texas,14469,0,334,0,2.3%,1599,11,33.98410156,-98.70169462,2021-02-23 19:40 EDT
