County_Name,State_Name,Confirmed,New,Death,New_Death,Fatality_Rate,Latitude,Longitude,Last_Update
New York,New York,118302,7837,8455,550,0.0714696,40.7145500,-74.0071400,2020-04-15 22:51 EDT
Nassau,New York,26715,1465,1057,56,0.0395658,40.7416523,-73.5889962,2020-04-15 22:51 EDT
Suffolk,New York,23708,689,653,45,0.0275434,40.8773281,-72.8589804,2020-04-15 22:51 EDT
Westchester,New York,20947,756,640,44,0.0305533,41.1631976,-73.7560629,2020-04-15 22:51 EDT
Rockland,New York,8474,139,298,35,0.0351664,41.1523740,-74.0240103,2020-04-15 22:51 EDT
Orange,New York,5830,0,178,0,0.0305317,41.4020682,-74.3055957,2020-04-15 22:51 EDT
Dutchess,New York,2048,114,18,1,0.0087891,41.7647751,-73.7428168,2020-04-15 22:51 EDT
Erie,New York,1812,82,104,31,0.0573951,42.7638212,-78.7322497,2020-04-15 22:51 EDT
Monroe,New York,884,34,56,0,0.0633484,43.1460428,-77.6967491,2020-04-15 22:51 EDT
Ulster,New York,804,88,13,0,0.0161692,41.9598600,-73.9903300,2020-04-15 22:51 EDT
Putnam,New York,634,0,7,0,0.0110410,41.4265345,-73.7494999,2020-04-15 22:51 EDT
Onondaga,New York,563,26,12,1,0.0213144,43.0048700,-76.1836000,2020-04-15 22:51 EDT
Albany,New York,548,13,20,4,0.0364964,42.6515500,-73.7552100,2020-04-15 22:51 EDT
Sullivan,New York,424,9,10,1,0.0235849,41.7163135,-74.7681108,2020-04-15 22:51 EDT
Oneida,New York,246,17,4,0,0.0162602,43.2430650,-75.4258360,2020-04-15 22:51 EDT
Schenectady,New York,237,2,8,0,0.0337553,42.8123800,-73.9412200,2020-04-15 22:51 EDT
Niagara,New York,229,13,9,4,0.0393013,43.1999815,-78.7452226,2020-04-15 22:51 EDT
Saratoga,New York,227,3,4,0,0.0176211,43.0697400,-73.6366100,2020-04-15 22:51 EDT
Broome,New York,153,7,8,0,0.0522876,42.1602180,-75.8196459,2020-04-15 22:51 EDT
Steuben,New York,151,4,16,0,0.1059603,42.2678268,-77.3838260,2020-04-15 22:51 EDT
Rensselaer,New York,140,0,6,0,0.0428571,42.7108626,-73.5097379,2020-04-15 22:51 EDT
Tompkins,New York,118,5,0,0,0.0000000,42.4493350,-76.4706436,2020-04-15 22:51 EDT
Madison,New York,110,0,3,0,0.0272727,42.9129075,-75.6697890,2020-04-15 22:51 EDT
Columbia,New York,100,7,10,1,0.1000000,42.2500108,-73.6318613,2020-04-15 22:51 EDT
St. Lawrence,New York,92,0,0,0,0.0000000,44.1772700,-76.1677200,2020-04-15 22:51 EDT
Warren,New York,77,0,0,0,0.0000000,43.5592099,-73.8588116,2020-04-15 22:51 EDT
Genesee,New York,76,0,2,1,0.0263158,43.0009402,-78.1936949,2020-04-15 22:51 EDT
Greene,New York,73,7,0,0,0.0000000,42.2765457,-74.1226159,2020-04-15 22:51 EDT
Chenango,New York,71,3,0,0,0.0000000,42.4934944,-75.6115371,2020-04-15 22:51 EDT
Chemung,New York,69,5,1,0,0.0144928,42.1411881,-76.7600106,2020-04-15 22:51 EDT
Ontario,New York,62,1,0,0,0.0000000,42.8528894,-77.2998110,2020-04-15 22:51 EDT
Wayne,New York,48,0,0,0,0.0000000,42.4741310,-77.0981600,2020-04-15 22:51 EDT
Jefferson,New York,47,0,0,0,0.0000000,44.0410342,-75.9122553,2020-04-15 22:51 EDT
Delaware,New York,46,1,3,0,0.0652174,42.1980433,-74.9663520,2020-04-15 22:51 EDT
Clinton,New York,45,0,3,0,0.0666667,44.7904000,-73.6006000,2020-04-15 22:51 EDT
Otsego,New York,44,0,3,1,0.0681818,42.6337375,-75.0325623,2020-04-15 22:51 EDT
Oswego,New York,42,0,2,0,0.0476190,43.4365257,-76.1492440,2020-04-15 22:51 EDT
Washington,New York,42,2,2,1,0.0476190,43.3122711,-73.4309623,2020-04-15 22:51 EDT
Wyoming,New York,42,10,3,2,0.0714286,42.7024266,-78.2244326,2020-04-15 22:51 EDT
Herkimer,New York,40,1,3,0,0.0750000,43.0259000,-74.9843300,2020-04-15 22:51 EDT
Cayuga,New York,36,3,1,0,0.0277778,42.9214520,-76.5491749,2020-04-15 22:51 EDT
Livingston,New York,34,0,3,0,0.0882353,42.7280835,-77.7754386,2020-04-15 22:51 EDT
Orleans,New York,33,2,0,0,0.0000000,43.2521006,-78.2312468,2020-04-15 22:51 EDT
Cattaraugus,New York,32,0,0,0,0.0000000,42.2485958,-78.6788120,2020-04-15 22:51 EDT
Montgomery,New York,32,0,1,0,0.0312500,42.9022918,-74.4396009,2020-04-15 22:51 EDT
Allegany,New York,28,0,1,0,0.0357143,42.2573979,-78.0275544,2020-04-15 22:51 EDT
Tioga,New York,25,1,0,0,0.0000000,42.0605700,-76.3451900,2020-04-15 22:51 EDT
Chautauqua,New York,24,1,3,0,0.1250000,42.2282627,-79.3664330,2020-04-15 22:51 EDT
Fulton,New York,24,2,0,0,0.0000000,43.1124027,-74.4351628,2020-04-15 22:51 EDT
Cortland,New York,23,1,0,0,0.0000000,42.5950011,-76.0702374,2020-04-15 22:51 EDT
Schoharie,New York,20,0,0,0,0.0000000,42.5882075,-74.4421359,2020-04-15 22:51 EDT
Seneca,New York,18,0,0,0,0.0000000,42.7900684,-76.8229227,2020-04-15 22:51 EDT
Franklin,New York,13,0,0,0,0.0000000,44.5926754,-74.3034218,2020-04-15 22:51 EDT
Essex,New York,12,0,0,0,0.0000000,44.1075570,-73.7912585,2020-04-15 22:51 EDT
Schuyler,New York,8,0,0,0,0.0000000,42.3706390,-76.9851275,2020-04-15 22:51 EDT
Lewis,New York,7,0,0,0,0.0000000,43.7847339,-75.4487061,2020-04-15 22:51 EDT
Yates,New York,6,0,0,0,0.0000000,42.6333458,-77.1180768,2020-04-15 22:51 EDT
Hamilton,New York,3,0,0,0,0.0000000,43.6613037,-74.4973357,2020-04-15 22:51 EDT
Bergen,New Jersey,10848,422,608,58,0.0560472,40.9594915,-74.0744420,2020-04-15 22:51 EDT
Essex,New Jersey,8579,367,590,55,0.0687726,40.7877926,-74.2476006,2020-04-15 22:51 EDT
Hudson,New Jersey,8511,269,312,35,0.0366584,40.7403423,-74.0741097,2020-04-15 22:51 EDT
Union,New Jersey,7438,173,269,31,0.0361656,40.6963500,-74.2695700,2020-04-15 22:51 EDT
Passaic,New Jersey,6750,312,182,26,0.0269630,40.8603400,-74.1237400,2020-04-15 22:51 EDT
Middlesex,New Jersey,6576,263,248,32,0.0377129,40.5793600,-74.5006700,2020-04-15 22:51 EDT
Monmouth,New Jersey,4122,119,167,22,0.0405143,40.2600411,-74.2219463,2020-04-15 22:51 EDT
Ocean,New Jersey,4016,183,166,17,0.0413347,39.9092743,-74.2969653,2020-04-15 22:51 EDT
Morris,New Jersey,3525,101,212,20,0.0601418,40.8620190,-74.5442741,2020-04-15 22:51 EDT
Somerset,New Jersey,2001,90,101,10,0.0504748,40.4985900,-74.5224900,2020-04-15 22:51 EDT
Mercer,New Jersey,1856,125,76,5,0.0409483,40.2833191,-74.7015737,2020-04-15 22:51 EDT
Camden,New Jersey,1587,110,49,8,0.0308759,39.9452500,-75.1191300,2020-04-15 22:51 EDT
Burlington,New Jersey,1261,54,45,17,0.0356860,40.0768700,-74.8577500,2020-04-15 22:51 EDT
