County_Name,State_Name,Confirmed,New,Death,Fatality_Rate,Last_Update,Latitude,Longitude
Eagle,Colorado,16,,0,0.0000000,2020-03-14 12:04 EDT,39.6556500,-106.8278800
Denver,Colorado,15,,0,0.0000000,2020-03-14 12:04 EDT,39.7400100,-104.9920200
Pitkin,Colorado,10,,0,0.0000000,2020-03-14 12:04 EDT,39.2171252,-106.9167355
Arapahoe,Colorado,7,,0,0.0000000,2020-03-14 12:04 EDT,39.6497672,-104.3392044
Jefferson,Colorado,7,,0,0.0000000,2020-03-14 12:04 EDT,39.5864316,-105.2504022
Douglas,Colorado,4,,0,0.0000000,2020-03-14 12:04 EDT,39.3296664,-104.9295706
Gunnison,Colorado,4,,0,0.0000000,2020-03-14 12:04 EDT,38.5452600,-106.9269200
Adams,Colorado,3,,0,0.0000000,2020-03-14 12:04 EDT,39.8737591,-104.3366349
Summit,Colorado,2,,0,0.0000000,2020-03-14 12:04 EDT,39.6341694,-106.1163607
El Paso,Colorado,2,,1,0.5000000,2020-03-14 12:04 EDT,38.8321269,-104.5255141
Unassigned,Colorado,2,,0,0.0000000,2020-03-14 12:04 EDT,39.0598110,-105.3111040
Weld,Colorado,2,,0,0.0000000,2020-03-14 12:04 EDT,40.5547727,-104.3924353
Larimer,Colorado,1,,0,0.0000000,2020-03-14 12:04 EDT,40.6664525,-105.4609363
Pueblo,Colorado,1,,0,0.0000000,2020-03-14 12:04 EDT,38.2637500,-104.6125200
Routt,Colorado,1,,0,0.0000000,2020-03-14 12:04 EDT,40.4849979,-106.9912189
Broward,Florida,19,,0,0.0000000,2020-03-14 12:04 EDT,26.1522454,-80.4870534
Miami-Dade,Florida,8,,0,0.0000000,2020-03-14 12:04 EDT,25.6141821,-80.5679083
Unassigned,Florida,5,,0,0.0000000,2020-03-14 12:04 EDT,27.7662790,-81.6867830
Palm Beach,Florida,5,,0,0.0000000,2020-03-14 12:04 EDT,26.7028800,-80.0366100
Manatee,Florida,4,,0,0.0000000,2020-03-14 12:04 EDT,27.4964300,-82.5395400
Lee,Florida,4,,1,0.2500000,2020-03-14 12:04 EDT,26.5796516,-81.8246853
Volusia,Florida,4,,0,0.0000000,2020-03-14 12:04 EDT,29.1693400,-81.5225100
Hillsborough,Florida,3,,0,0.0000000,2020-03-14 12:04 EDT,27.9302310,-82.3078553
Alachua,Florida,3,,0,0.0000000,2020-03-14 12:04 EDT,29.7930900,-82.4942800
Collier,Florida,3,,0,0.0000000,2020-03-14 12:04 EDT,26.1162556,-81.3401333
Pinellas,Florida,2,,0,0.0000000,2020-03-14 12:04 EDT,27.9313392,-82.7219403
Sarasota,Florida,2,,0,0.0000000,2020-03-14 12:04 EDT,27.3388900,-82.5388700
Orange,Florida,2,,1,0.5000000,2020-03-14 12:04 EDT,41.3314100,-74.3566700
Santa Rosa,Florida,1,,1,1.0000000,2020-03-14 12:04 EDT,30.7314761,-87.0176139
Charlotte,Florida,1,,0,0.0000000,2020-03-14 12:04 EDT,26.9084833,-81.9034392
Okaloosa,Florida,1,,0,0.0000000,2020-03-14 12:04 EDT,30.7070235,-86.5965082
Nassau,Florida,1,,0,0.0000000,2020-03-14 12:04 EDT,30.6107767,-81.8017400
Pasco,Florida,1,,0,0.0000000,2020-03-14 12:04 EDT,28.3245300,-82.3362400
St. Johns,Florida,1,,0,0.0000000,2020-03-14 12:04 EDT,30.1205100,-81.6253600
Seminole,Florida,1,,0,0.0000000,2020-03-14 12:04 EDT,28.7170014,-81.2363226
Duval,Florida,1,,0,0.0000000,2020-03-14 12:04 EDT,30.4784400,-81.6255700
Clay,Florida,1,,0,0.0000000,2020-03-14 12:04 EDT,29.9830552,-81.8577821
Osceola,Florida,1,,0,0.0000000,2020-03-14 12:04 EDT,28.0681258,-81.1451965
Unassigned,Georgia,22,,0,0.0000000,2020-03-14 12:04 EDT,33.0406190,-83.6430740
Fulton,Georgia,8,,0,0.0000000,2020-03-14 12:04 EDT,33.7902407,-84.4671100
Cobb,Georgia,8,,1,0.1250000,2020-03-14 12:04 EDT,33.9414802,-84.5766374
DeKalb,Georgia,5,,0,0.0000000,2020-03-14 12:04 EDT,33.7715373,-84.2264653
Bartow,Georgia,4,,0,0.0000000,2020-03-14 12:04 EDT,34.2376440,-84.8407294
Floyd,Georgia,3,,0,0.0000000,2020-03-14 12:04 EDT,34.2632424,-85.2145276
Fayette,Georgia,3,,0,0.0000000,2020-03-14 12:04 EDT,33.4139091,-84.4942725
Gwinnett,Georgia,2,,0,0.0000000,2020-03-14 12:04 EDT,33.9611888,-84.0235873
Gordon,Georgia,2,,0,0.0000000,2020-03-14 12:04 EDT,34.5031965,-84.8758788
Polk,Georgia,1,,0,0.0000000,2020-03-14 12:04 EDT,34.0016881,-85.1881097
Cherokee,Georgia,1,,0,0.0000000,2020-03-14 12:04 EDT,34.2439897,-84.4762441
Charlton,Georgia,1,,0,0.0000000,2020-03-14 12:04 EDT,30.7817109,-82.1377648
Lowndes,Georgia,1,,0,0.0000000,2020-03-14 12:04 EDT,30.8336283,-83.2676955
Lee,Georgia,1,,0,0.0000000,2020-03-14 12:04 EDT,31.7795972,-84.1408802
Camden,Georgia,1,,0,0.0000000,2020-03-14 12:04 EDT,,
Coweta,Georgia,1,,0,0.0000000,2020-03-14 12:04 EDT,33.3536027,-84.7633669
Orleans,Louisiana,26,,0,0.0000000,2020-03-14 12:04 EDT,30.0384318,-89.9005515
Unassigned,Louisiana,15,,0,0.0000000,2020-03-14 12:04 EDT,31.1695460,-91.8678050
Jefferson parish,Louisiana,3,,0,0.0000000,2020-03-14 12:04 EDT,,
St. Tammany,Louisiana,2,,0,0.0000000,2020-03-14 12:04 EDT,30.3940800,-89.8950700
Caddo,Louisiana,1,,0,0.0000000,2020-03-14 12:04 EDT,32.7563200,-93.9737400
Lafourche Parish,Louisiana,1,,0,0.0000000,2020-03-14 12:04 EDT,,
St. Bernard Parish,Louisiana,1,,0,0.0000000,2020-03-14 12:04 EDT,,
St. Charles Parish,Louisiana,1,,0,0.0000000,2020-03-14 12:04 EDT,,
Terrebonne Parish,Louisiana,1,,0,0.0000000,2020-03-14 12:04 EDT,,
Harris,Texas,10,,0,0.0000000,2020-03-14 12:04 EDT,29.8576280,-95.3931114
Fort Bend,Texas,9,,0,0.0000000,2020-03-14 12:04 EDT,29.5274525,-95.7706508
Dallas,Texas,9,,0,0.0000000,2020-03-14 12:04 EDT,32.7782200,-96.7951200
Collin,Texas,6,,0,0.0000000,2020-03-14 12:04 EDT,33.1968000,-96.8039300
Tarrant,Texas,3,,0,0.0000000,2020-03-14 12:04 EDT,32.8173000,-97.0765500
Montgomery,Texas,3,,0,0.0000000,2020-03-14 12:04 EDT,30.3886200,-95.6963300
Travis,Texas,3,,0,0.0000000,2020-03-14 12:04 EDT,30.3346227,-97.7821898
Smith,Texas,3,,0,0.0000000,2020-03-14 12:04 EDT,32.3750560,-95.2691026
Gregg,Texas,1,,0,0.0000000,2020-03-14 12:04 EDT,32.4806246,-94.8169910
Bexar,Texas,1,,0,0.0000000,2020-03-14 12:04 EDT,29.4489207,-98.5200077
El Paso,Texas,1,,0,0.0000000,2020-03-14 12:04 EDT,31.7591600,-106.4874900
Bell,Texas,1,,0,0.0000000,2020-03-14 12:04 EDT,31.0376588,-97.4780738
Bergen,New Jersey,15,,1,0.0666667,2020-03-14 12:04 EDT,40.9594915,-74.0744420
Monmouth,New Jersey,8,,0,0.0000000,2020-03-14 12:04 EDT,40.2600411,-74.2219463
Middlesex,New Jersey,6,,0,0.0000000,2020-03-14 12:04 EDT,40.5793600,-74.5006700
Hudson,New Jersey,4,,0,0.0000000,2020-03-14 12:04 EDT,40.7403423,-74.0741097
Burlington,New Jersey,3,,0,0.0000000,2020-03-14 12:04 EDT,40.0768700,-74.8577500
Essex,New Jersey,3,,0,0.0000000,2020-03-14 12:04 EDT,40.7877926,-74.2476006
Morris,New Jersey,3,,0,0.0000000,2020-03-14 12:04 EDT,40.8620190,-74.5442741
Camden,New Jersey,2,,0,0.0000000,2020-03-14 12:04 EDT,39.9452500,-75.1191300
Passaic,New Jersey,2,,0,0.0000000,2020-03-14 12:04 EDT,40.8603400,-74.1237400
Union,New Jersey,1,,0,0.0000000,2020-03-14 12:04 EDT,40.6963500,-74.2695700
Somerset,New Jersey,1,,0,0.0000000,2020-03-14 12:04 EDT,40.4985900,-74.5224900
Ocean,New Jersey,1,,0,0.0000000,2020-03-14 12:04 EDT,39.9092743,-74.2969653
Mercer,New Jersey,1,,0,0.0000000,2020-03-14 12:04 EDT,40.2833191,-74.7015737
Cook,Illinois,40,,0,0.0000000,2020-03-14 12:04 EDT,41.8401493,-87.8168232
Kane,Illinois,2,,0,0.0000000,2020-03-14 12:04 EDT,41.9388756,-88.4286393
McHenry,Illinois,2,,0,0.0000000,2020-03-14 12:04 EDT,42.3262100,-88.2673100
Lake,Illinois,2,,0,0.0000000,2020-03-14 12:04 EDT,42.3232765,-88.0035345
Montgomery,Pennsylvania,18,,0,0.0000000,2020-03-14 12:04 EDT,40.2108942,-75.3673638
Delaware,Pennsylvania,6,,0,0.0000000,2020-03-14 12:04 EDT,39.9167251,-75.3989856
Monroe,Pennsylvania,3,,0,0.0000000,2020-03-14 12:04 EDT,41.0581159,-75.3393979
Philadelphia,Pennsylvania,3,,0,0.0000000,2020-03-14 12:04 EDT,39.9522200,-75.1621800
Bucks,Pennsylvania,3,,0,0.0000000,2020-03-14 12:04 EDT,40.3369404,-75.1067941
Cumberland,Pennsylvania,3,,0,0.0000000,2020-03-14 12:04 EDT,40.1636766,-77.2653807
Wayne,Pennsylvania,1,,0,0.0000000,2020-03-14 12:04 EDT,41.6487880,-75.3032486
Northampton,Pennsylvania,1,,0,0.0000000,2020-03-14 12:04 EDT,40.6836000,-75.4910800
Pike,Pennsylvania,1,,0,0.0000000,2020-03-14 12:04 EDT,41.3320250,-75.0338235
Chester,Pennsylvania,1,,0,0.0000000,2020-03-14 12:04 EDT,39.9732037,-75.7484515
Washington,Pennsylvania,1,,0,0.0000000,2020-03-14 12:04 EDT,40.1675200,-80.2464800
Washington,Oregon,10,,0,0.0000000,2020-03-14 12:04 EDT,45.5600596,-123.0984080
Linn,Oregon,8,,0,0.0000000,2020-03-14 12:04 EDT,44.4887414,-122.5343983
Deschutes,Oregon,3,,0,0.0000000,2020-03-14 12:04 EDT,44.1592400,-121.2596700
Jackson,Oregon,2,,0,0.0000000,2020-03-14 12:04 EDT,42.4321189,-122.7284862
Umatilla,Oregon,2,,0,0.0000000,2020-03-14 12:04 EDT,45.9176800,-119.3420300
Marion,Oregon,2,,0,0.0000000,2020-03-14 12:04 EDT,44.7504500,-122.9405200
Klamath,Oregon,1,,0,0.0000000,2020-03-14 12:04 EDT,42.6921914,-121.6433518
Douglas,Oregon,1,,0,0.0000000,2020-03-14 12:04 EDT,43.2797710,-123.1664872
Multnomah,Oregon,1,,0,0.0000000,2020-03-14 12:04 EDT,45.4697500,-122.7056200
Polk,Oregon,1,,0,0.0000000,2020-03-14 12:04 EDT,44.9037345,-123.4127777
Clackamas,Oregon,1,,0,0.0000000,2020-03-14 12:04 EDT,45.4121100,-122.5690900
James City,Virginia,7,,0,0.0000000,2020-03-14 12:04 EDT,37.3132739,-76.7733526
Fairfax,Virginia,6,,0,0.0000000,2020-03-14 12:04 EDT,38.8417900,-77.3088700
Arlington,Virginia,5,,0,0.0000000,2020-03-14 12:04 EDT,38.8905000,-77.0862900
Loudoun,Virginia,3,,0,0.0000000,2020-03-14 12:04 EDT,39.0906991,-77.6356479
Virginia Beach City,Virginia,2,,0,0.0000000,2020-03-14 12:04 EDT,36.7481787,-76.0574891
Prince William,Virginia,2,,0,0.0000000,2020-03-14 12:04 EDT,38.7024474,-77.4800235
Spotsylvania,Virginia,1,,0,0.0000000,2020-03-14 12:04 EDT,38.2017400,-77.5885500
Hanover,Virginia,1,,0,0.0000000,2020-03-14 12:04 EDT,37.7688100,-77.3710900
Prince Edward,Virginia,1,,0,0.0000000,2020-03-14 12:04 EDT,37.2242974,-78.4410565
Alexandria City,Virginia,1,,0,0.0000000,2020-03-14 12:04 EDT,38.8183862,-77.0862296
Harrisonburg,Virginia,1,,0,0.0000000,2020-03-14 12:04 EDT,38.4516300,-78.8697000
Chesterfield,Virginia,1,,0,0.0000000,2020-03-14 12:04 EDT,37.3775600,-77.5081700
Davidson,Tennessee,13,,0,0.0000000,2020-03-14 12:04 EDT,36.1695608,-86.7847568
Williamson,Tennessee,9,,0,0.0000000,2020-03-14 12:04 EDT,35.8938267,-86.8986396
Shelby,Tennessee,2,,0,0.0000000,2020-03-14 12:04 EDT,31.9565600,-94.3182600
Sullivan,Tennessee,1,,0,0.0000000,2020-03-14 12:04 EDT,36.5128018,-82.3044950
Knox,Tennessee,1,,0,0.0000000,2020-03-14 12:04 EDT,35.9956069,-83.9346520
Hamilton,Tennessee,1,,0,0.0000000,2020-03-14 12:04 EDT,35.1793204,-85.1668414
Jefferson,Tennessee,1,,0,0.0000000,2020-03-14 12:04 EDT,36.0571754,-83.4517945
Rutherford,Tennessee,1,,0,0.0000000,2020-03-14 12:04 EDT,35.8427433,-86.4167525
Campbell,Tennessee,1,,0,0.0000000,2020-03-14 12:04 EDT,36.4034563,-84.1493609
Unassigned,Maryland,9,,0,0.0000000,2020-03-14 12:04 EDT,,
Prince George's,Maryland,7,,0,0.0000000,2020-03-14 12:04 EDT,38.8283862,-76.8458707
Montgomery,Maryland,6,,0,0.0000000,2020-03-14 12:04 EDT,39.1363682,-77.2040317
Baltimore,Maryland,2,,0,0.0000000,2020-03-14 12:04 EDT,39.2905800,-76.6092600
Harford,Maryland,1,,0,0.0000000,2020-03-14 12:04 EDT,39.5544404,-76.3158396
Charles,Maryland,1,,0,0.0000000,2020-03-14 12:04 EDT,38.4741042,-77.0128671
Anne Arundel,Maryland,1,,0,0.0000000,2020-03-14 12:04 EDT,39.0088970,-76.6032863
Carroll,Maryland,1,,0,0.0000000,2020-03-14 12:04 EDT,39.5629588,-77.0224657
Oakland,Michigan,6,,0,0.0000000,2020-03-14 12:04 EDT,42.7421400,-83.1617400
Wayne,Michigan,6,,0,0.0000000,2020-03-14 12:04 EDT,42.2851500,-83.3836000
Kent,Michigan,3,,0,0.0000000,2020-03-14 12:04 EDT,43.0321620,-85.5492982
Washtenaw,Michigan,3,,0,0.0000000,2020-03-14 12:04 EDT,42.2532294,-83.8387763
St. Clair,Michigan,1,,0,0.0000000,2020-03-14 12:04 EDT,42.8318900,-82.5022100
Ingham,Michigan,1,,0,0.0000000,2020-03-14 12:04 EDT,42.5970924,-84.3735342
Montcalm,Michigan,1,,0,0.0000000,2020-03-14 12:04 EDT,43.3109547,-85.1525018
Unassigned,Michigan,1,,0,0.0000000,2020-03-14 12:04 EDT,43.3266180,-84.5360950
Bay,Michigan,1,,0,0.0000000,2020-03-14 12:04 EDT,43.7073289,-83.9920371
Charlevoix,Michigan,1,,0,0.0000000,2020-03-14 12:04 EDT,45.3165300,-85.2607200
Macomb,Michigan,1,,0,0.0000000,2020-03-14 12:04 EDT,42.6956500,-82.9217100
Wake,North Carolina,9,,0,0.0000000,2020-03-14 12:04 EDT,35.7901085,-78.6503976
Unassigned,North Carolina,3,,0,0.0000000,2020-03-14 12:04 EDT,35.6300660,-79.8064190
Forsyth,North Carolina,2,,0,0.0000000,2020-03-14 12:04 EDT,36.1305370,-80.2563022
Chatham,North Carolina,1,,0,0.0000000,2020-03-14 12:04 EDT,35.7026299,-79.2554158
Durham,North Carolina,1,,0,0.0000000,2020-03-14 12:04 EDT,35.9954200,-78.8964400
Johnston,North Carolina,1,,0,0.0000000,2020-03-14 12:04 EDT,35.5176559,-78.3657386
Mecklenburg,North Carolina,1,,0,0.0000000,2020-03-14 12:04 EDT,35.2414779,-80.8308055
Cabarrus,North Carolina,1,,0,0.0000000,2020-03-14 12:04 EDT,35.2372000,-80.5423000
Onslow,North Carolina,1,,0,0.0000000,2020-03-14 12:04 EDT,34.7334689,-77.4296641
Wayne,North Carolina,1,,0,0.0000000,2020-03-14 12:04 EDT,35.3637623,-78.0041603
Harnett,North Carolina,1,,0,0.0000000,2020-03-14 12:04 EDT,35.3411700,-78.7883700
Brunswick,North Carolina,1,,0,0.0000000,2020-03-14 12:04 EDT,34.0705938,-78.2374968
Clark,Nevada,16,,0,0.0000000,2020-03-14 12:04 EDT,36.2170997,-115.0246913
Washoe,Nevada,3,,0,0.0000000,2020-03-14 12:04 EDT,40.6869602,-119.6659910
Ormsby,Nevada,1,,0,0.0000000,2020-03-14 12:04 EDT,,
Fond du Lac,Wisconsin,6,,0,0.0000000,2020-03-14 12:04 EDT,43.7730200,-88.4470900
Dane,Wisconsin,5,,0,0.0000000,2020-03-14 12:04 EDT,43.2509000,-89.5182900
Sheboygan,Wisconsin,3,,0,0.0000000,2020-03-14 12:04 EDT,43.7497800,-87.7134300
Milwaukee,Wisconsin,2,,0,0.0000000,2020-03-14 12:04 EDT,43.0420000,-87.9068700
Pierce,Wisconsin,1,,0,0.0000000,2020-03-14 12:04 EDT,44.7227332,-92.4219232
Waukesha,Wisconsin,1,,0,0.0000000,2020-03-14 12:04 EDT,43.0145800,-88.2354800
Racine,Wisconsin,1,,0,0.0000000,2020-03-14 12:04 EDT,42.7256400,-87.7895500
Johnson,Iowa,14,,0,0.0000000,2020-03-14 12:04 EDT,41.6714957,-91.5880542
Pottawattamie,Iowa,1,,0,0.0000000,2020-03-14 12:04 EDT,41.3366584,-95.5414196
Carroll,Iowa,1,,0,0.0000000,2020-03-14 12:04 EDT,42.0658500,-94.8679300
Harrison,Iowa,1,,0,0.0000000,2020-03-14 12:04 EDT,41.6830140,-95.8155240
Marion,Indiana,3,,0,0.0000000,2020-03-14 12:04 EDT,39.7817436,-86.1384149
Johnson,Indiana,3,,0,0.0000000,2020-03-14 12:04 EDT,39.4899822,-86.1016083
Hendricks,Indiana,2,,0,0.0000000,2020-03-14 12:04 EDT,39.4838330,-86.0686510
Noble,Indiana,1,,0,0.0000000,2020-03-14 12:04 EDT,41.3985825,-85.4174388
Adams,Indiana,1,,0,0.0000000,2020-03-14 12:04 EDT,40.7456507,-84.9366342
Boone,Indiana,1,,0,0.0000000,2020-03-14 12:04 EDT,40.0507449,-86.4686988
Howard,Indiana,1,,0,0.0000000,2020-03-14 12:04 EDT,40.4835961,-86.1168603
St. Joseph,Indiana,1,,0,0.0000000,2020-03-14 12:04 EDT,41.6167201,-86.2899112
Hancock,Indiana,1,,0,0.0000000,2020-03-14 12:04 EDT,,
Wells,Indiana,1,,0,0.0000000,2020-03-14 12:04 EDT,40.7291949,-85.2212160
LaPorte,Indiana,1,,0,0.0000000,2020-03-14 12:04 EDT,41.6106000,-86.7225200
Unassigned,Rhode Island,9,,0,0.0000000,2020-03-14 12:04 EDT,,
Providence,Rhode Island,3,,0,0.0000000,2020-03-14 12:04 EDT,41.8238700,-71.4119900
RI,Rhode Island,2,,0,0.0000000,2020-03-14 12:04 EDT,,
Unassigned,Minnesota,4,,0,0.0000000,2020-03-14 12:04 EDT,,
Ramsey,Minnesota,3,,0,0.0000000,2020-03-14 12:04 EDT,45.0181224,-93.0996168
Carver,Minnesota,1,,0,0.0000000,2020-03-14 12:04 EDT,44.7632500,-93.6252400
Anoka,Minnesota,1,,0,0.0000000,2020-03-14 12:04 EDT,45.1983300,-93.3899700
Olmsted,Minnesota,1,,0,0.0000000,2020-03-14 12:04 EDT,44.0037994,-92.4018182
Dakota,Minnesota,1,,0,0.0000000,2020-03-14 12:04 EDT,44.6709807,-93.0666777
Stearns,Minnesota,1,,0,0.0000000,2020-03-14 12:04 EDT,45.5520968,-94.6137567
Hennepin,Minnesota,1,,0,0.0000000,2020-03-14 12:04 EDT,45.0057578,-93.4749321
Wright,Minnesota,1,,0,0.0000000,2020-03-14 12:04 EDT,45.1734420,-93.9635579
Harrison,Kentucky,5,,0,0.0000000,2020-03-14 12:04 EDT,38.4417404,-84.3314045
Fayette,Kentucky,3,,0,0.0000000,2020-03-14 12:04 EDT,38.0422722,-84.4586867
Jefferson,Kentucky,2,,0,0.0000000,2020-03-14 12:04 EDT,38.1858902,-85.6549948
Montgomery,Kentucky,2,,0,0.0000000,2020-03-14 12:04 EDT,38.0334716,-83.9130299
Unassigned,Kentucky,2,,0,0.0000000,2020-03-14 12:04 EDT,37.6681400,-84.6700670
Douglas,Nebraska,12,,0,0.0000000,2020-03-14 12:04 EDT,41.2953516,-96.1553341
Knox,Nebraska,1,,0,0.0000000,2020-03-14 12:04 EDT,42.6316546,-97.8946364
Cass,Nebraska,1,,0,0.0000000,2020-03-14 12:04 EDT,40.9097579,-96.1413609
Cuyahoga,Ohio,6,,0,0.0000000,2020-03-14 12:04 EDT,41.4244148,-81.6585817
Stark,Ohio,2,,0,0.0000000,2020-03-14 12:04 EDT,40.8139096,-81.3656565
Belmont,Ohio,2,,0,0.0000000,2020-03-14 12:04 EDT,40.0295500,-81.0389100
Trumbull,Ohio,1,,0,0.0000000,2020-03-14 12:04 EDT,41.3170671,-80.7611827
Bulter,Ohio,1,,0,0.0000000,2020-03-14 12:04 EDT,,
Summit,Ohio,1,,0,0.0000000,2020-03-14 12:04 EDT,41.1259157,-81.5321883
Franklin,Ohio,1,,0,0.0000000,2020-03-14 12:04 EDT,39.9694713,-83.0093307
Kershaw,South Carolina,5,,0,0.0000000,2020-03-14 12:04 EDT,34.3389221,-80.5902960
