County_Name,State_Name,Confirmed,New,Death,New_Death,Fatality_Rate,Latitude,Longitude,Last_Update
New York,New York,23112,3101,365,85,0.0157927,40.7145500,-74.0071400,2020-03-26 21:06 EDT
Westchester,New York,5944,1253,1,0,0.0001682,41.1631976,-73.7560629,2020-03-26 21:06 EDT
Nassau,New York,3914,629,17,0,0.0043434,40.7416523,-73.5889962,2020-03-26 21:06 EDT
Suffolk,New York,2735,475,22,2,0.0080439,40.8773281,-72.8589804,2020-03-26 21:06 EDT
Rockland,New York,1197,229,5,0,0.0041771,41.1523740,-74.0240103,2020-03-26 21:06 EDT
Orange,New York,751,113,1,0,0.0013316,41.4020682,-74.3055957,2020-03-26 21:06 EDT
Erie,New York,206,60,2,1,0.0097087,42.7638212,-78.7322497,2020-03-26 21:06 EDT
Dutchess,New York,190,37,1,0,0.0052632,41.7647751,-73.7428168,2020-03-26 21:06 EDT
Albany,New York,171,19,0,0,0.0000000,42.6515500,-73.7552100,2020-03-26 21:06 EDT
Monroe,New York,148,30,4,1,0.0270270,43.1460428,-77.6967491,2020-03-26 21:06 EDT
Onondaga,New York,111,30,1,0,0.0090090,43.0048700,-76.1836000,2020-03-26 21:06 EDT
Putnam,New York,94,10,0,0,0.0000000,41.4265345,-73.7494999,2020-03-26 21:06 EDT
Ulster,New York,78,13,0,0,0.0000000,41.9598600,-73.9903300,2020-03-26 21:06 EDT
Saratoga,New York,73,9,0,0,0.0000000,43.0697400,-73.6366100,2020-03-26 21:06 EDT
Schenectady,New York,62,7,1,0,0.0161290,42.8123800,-73.9412200,2020-03-26 21:06 EDT
Sullivan,New York,53,14,0,0,0.0000000,41.7163135,-74.7681108,2020-03-26 21:06 EDT
Rensselaer,New York,44,6,0,0,0.0000000,42.7108626,-73.5097379,2020-03-26 21:06 EDT
Tompkins,New York,32,9,0,0,0.0000000,42.4493350,-76.4706436,2020-03-26 21:06 EDT
Columbia,New York,24,5,0,0,0.0000000,42.2500108,-73.6318613,2020-03-26 21:06 EDT
Broome,New York,16,5,2,0,0.1250000,42.1602180,-75.8196459,2020-03-26 21:06 EDT
Niagara,New York,14,2,0,0,0.0000000,43.1999815,-78.7452226,2020-03-26 21:06 EDT
Oneida,New York,13,3,0,0,0.0000000,43.2430650,-75.4258360,2020-03-26 21:06 EDT
Ontario,New York,11,2,0,0,0.0000000,42.8528894,-77.2998110,2020-03-26 21:06 EDT
Clinton,New York,11,1,0,0,0.0000000,44.7904000,-73.6006000,2020-03-26 21:06 EDT
Steuben,New York,11,3,0,0,0.0000000,42.2678268,-77.3838260,2020-03-26 21:06 EDT
Madison,New York,9,2,1,0,0.1111111,42.9129075,-75.6697890,2020-03-26 21:06 EDT
Wayne,New York,8,1,0,0,0.0000000,42.4741310,-77.0981600,2020-03-26 21:06 EDT
Delaware,New York,7,2,0,0,0.0000000,42.1980433,-74.9663520,2020-03-26 21:06 EDT
Herkimer,New York,7,2,0,0,0.0000000,43.0259000,-74.9843300,2020-03-26 21:06 EDT
Wyoming,New York,7,3,1,0,0.1428571,42.7024266,-78.2244326,2020-03-26 21:06 EDT
Chemung,New York,7,4,0,0,0.0000000,42.1411881,-76.7600106,2020-03-26 21:06 EDT
Greene,New York,5,1,0,0,0.0000000,42.2765457,-74.1226159,2020-03-26 21:06 EDT
Montgomery,New York,5,1,0,0,0.0000000,42.9022918,-74.4396009,2020-03-26 21:06 EDT
Essex,New York,5,1,0,0,0.0000000,44.1075570,-73.7912585,2020-03-26 21:06 EDT
Genesee,New York,4,2,0,0,0.0000000,43.0009402,-78.1936949,2020-03-26 21:06 EDT
Washington,New York,4,0,0,0,0.0000000,43.3122711,-73.4309623,2020-03-26 21:06 EDT
Jefferson,New York,4,2,0,0,0.0000000,44.0410342,-75.9122553,2020-03-26 21:06 EDT
Oswego,New York,4,2,0,0,0.0000000,43.4365257,-76.1492440,2020-03-26 21:06 EDT
St. Lawrence,New York,4,3,0,0,0.0000000,44.1772700,-76.1677200,2020-03-26 21:06 EDT
Chenango,New York,3,0,0,0,0.0000000,42.4934944,-75.6115371,2020-03-26 21:06 EDT
Livingston,New York,3,0,0,0,0.0000000,42.7280835,-77.7754386,2020-03-26 21:06 EDT
Cortland,New York,3,0,0,0,0.0000000,42.5950011,-76.0702374,2020-03-26 21:06 EDT
Otsego,New York,3,1,0,0,0.0000000,42.6337375,-75.0325623,2020-03-26 21:06 EDT
Tioga,New York,2,1,0,0,0.0000000,42.0605700,-76.3451900,2020-03-26 21:06 EDT
Allegany,New York,2,0,0,0,0.0000000,42.2573979,-78.0275544,2020-03-26 21:06 EDT
Warren,New York,2,0,0,0,0.0000000,43.5592099,-73.8588116,2020-03-26 21:06 EDT
Hamilton,New York,2,0,0,0,0.0000000,43.6613037,-74.4973357,2020-03-26 21:06 EDT
Schoharie,New York,2,0,0,0,0.0000000,42.5882075,-74.4421359,2020-03-26 21:06 EDT
Cayuga,New York,2,0,0,0,0.0000000,42.9214520,-76.5491749,2020-03-26 21:06 EDT
Chautauqua,New York,2,0,0,0,0.0000000,42.2282627,-79.3664330,2020-03-26 21:06 EDT
Orleans,New York,2,2,0,0,0.0000000,43.2521006,-78.2312468,2020-03-26 21:06 EDT
Fulton,New York,1,0,0,0,0.0000000,43.1124027,-74.4351628,2020-03-26 21:06 EDT
Franklin,New York,1,0,0,0,0.0000000,44.5926754,-74.3034218,2020-03-26 21:06 EDT
Bergen,New Jersey,1206,387,6,0,0.0049751,40.9594915,-74.0744420,2020-03-26 21:06 EDT
Essex,New Jersey,609,228,4,0,0.0065681,40.7877926,-74.2476006,2020-03-26 21:06 EDT
Middlesex,New Jersey,505,189,0,0,0.0000000,40.5793600,-74.5006700,2020-03-26 21:06 EDT
Monmouth,New Jersey,501,188,3,0,0.0059880,40.2600411,-74.2219463,2020-03-26 21:06 EDT
Hudson,New Jersey,441,181,2,1,0.0045351,40.7403423,-74.0741097,2020-03-26 21:06 EDT
Union,New Jersey,432,170,0,0,0.0000000,40.6963500,-74.2695700,2020-03-26 21:06 EDT
Passaic,New Jersey,399,144,7,7,0.0175439,40.8603400,-74.1237400,2020-03-26 21:06 EDT
Ocean,New Jersey,389,167,1,0,0.0025707,39.9092743,-74.2969653,2020-03-26 21:06 EDT
Morris,New Jersey,315,92,1,0,0.0031746,40.8620190,-74.5442741,2020-03-26 21:06 EDT
Somerset,New Jersey,179,62,1,0,0.0055866,40.4985900,-74.5224900,2020-03-26 21:06 EDT
Mercer,New Jersey,111,29,0,0,0.0000000,40.2833191,-74.7015737,2020-03-26 21:06 EDT
Camden,New Jersey,73,12,1,0,0.0136986,39.9452500,-75.1191300,2020-03-26 21:06 EDT
Burlington,New Jersey,64,16,0,0,0.0000000,40.0768700,-74.8577500,2020-03-26 21:06 EDT
Sussex,New Jersey,49,17,0,0,0.0000000,41.1393450,-74.6906776,2020-03-26 21:06 EDT
Hunterdon,New Jersey,39,14,0,0,0.0000000,40.5672532,-74.9121792,2020-03-26 21:06 EDT
Gloucester,New Jersey,33,10,0,0,0.0000000,39.7172011,-75.1416437,2020-03-26 21:06 EDT
Warren,New Jersey,31,13,0,0,0.0000000,40.8573236,-74.9970630,2020-03-26 21:06 EDT
Atlantic,New Jersey,10,-2,0,0,0.0000000,39.4806564,-74.6726431,2020-03-26 21:06 EDT
Cape May,New Jersey,6,2,0,0,0.0000000,38.9354700,-74.9213700,2020-03-26 21:06 EDT
Cumberland,New Jersey,4,1,0,0,0.0000000,39.3731149,-75.1106192,2020-03-26 21:06 EDT
Salem,New Jersey,2,1,0,0,0.0000000,39.5766133,-75.3581075,2020-03-26 21:06 EDT
Los Angeles,California,1230,418,21,8,0.0170732,34.0534900,-118.2453200,2020-03-26 21:06 EDT
Santa Clara,California,542,83,19,2,0.0350554,37.3557900,-121.9550900,2020-03-26 21:06 EDT
San Diego,California,337,44,3,1,0.0089021,32.7156800,-117.1617100,2020-03-26 21:06 EDT
