County Name,State Name,Confirmed,New,Death,New Death,Fatality Rate,Latitude,Longitude,Last Update
New York,New York,43119,0,1096,1096,2.5%,40.71455,-74.00714,2020-03-31 23:54 EDT
Westchester,New York,9967,0,25,25,0.3%,41.16319759,-73.7560629,2020-03-31 23:54 EDT
Nassau,New York,8544,0,63,63,0.7%,40.74165225,-73.58899619,2020-03-31 23:54 EDT
Suffolk,New York,6713,0,53,53,0.8%,40.87732808,-72.85898036,2020-03-31 23:54 EDT
Rockland,New York,2863,0,18,18,0.6%,41.152374,-74.02401032,2020-03-31 23:54 EDT
Orange,New York,1560,0,12,12,0.8%,41.40206825,-74.30559567,2020-03-31 23:54 EDT
Erie,New York,553,0,10,10,1.8%,42.76382119,-78.73224973,2020-03-31 23:54 EDT
Dutchess,New York,484,0,3,3,0.6%,41.76477515,-73.74281684,2020-03-31 23:54 EDT
Monroe,New York,300,0,9,9,3.0%,43.14604282,-77.69674911,2020-03-31 23:54 EDT
Onondaga,New York,249,0,1,1,0.4%,43.00487,-76.1836,2020-03-31 23:54 EDT
Albany,New York,226,0,1,1,0.4%,42.65155,-73.75520999999998,2020-03-31 23:54 EDT
Ulster,New York,217,0,1,1,0.5%,41.95986,-73.99033,2020-03-31 23:54 EDT
Putnam,New York,186,0,0,0,0.0%,41.42653455,-73.7494999,2020-03-31 23:54 EDT
Sullivan,New York,118,0,1,1,0.8%,41.71631354,-74.76811083,2020-03-31 23:54 EDT
Saratoga,New York,108,0,1,1,0.9%,43.06974,-73.63661,2020-03-31 23:54 EDT
Schenectady,New York,85,0,1,1,1.2%,42.81238,-73.94122,2020-03-31 23:54 EDT
Tompkins,New York,76,0,0,0,0.0%,42.44933495,-76.47064359,2020-03-31 23:54 EDT
Madison,New York,62,0,2,2,3.2%,42.91290749,-75.66978904,2020-03-31 23:54 EDT
Rensselaer,New York,55,0,0,0,0.0%,42.71086263,-73.5097379,2020-03-31 23:54 EDT
Niagara,New York,42,0,0,0,0.0%,43.19998147,-78.74522262,2020-03-31 23:54 EDT
Columbia,New York,41,0,1,1,2.4%,42.25001078,-73.63186134,2020-03-31 23:54 EDT
Oneida,New York,40,0,0,0,0.0%,43.24306498,-75.42583597,2020-03-31 23:54 EDT
Broome,New York,38,0,3,3,7.9%,42.16021802,-75.81964586,2020-03-31 23:54 EDT
St. Lawrence,New York,30,0,0,0,0.0%,44.17727,-76.16771999999997,2020-03-31 23:54 EDT
Steuben,New York,24,0,0,0,0.0%,42.26782685,-77.38382596,2020-03-31 23:54 EDT
Ontario,New York,22,0,0,0,0.0%,42.85288942,-77.29981098,2020-03-31 23:54 EDT
Clinton,New York,21,0,0,0,0.0%,44.7904,-73.6006,2020-03-31 23:54 EDT
Wayne,New York,20,0,0,0,0.0%,42.474131,-77.09816,2020-03-31 23:54 EDT
Oswego,New York,20,0,0,0,0.0%,43.4365257,-76.14924403,2020-03-31 23:54 EDT
Chemung,New York,20,0,0,0,0.0%,42.1411881,-76.76001059999999,2020-03-31 23:54 EDT
Chenango,New York,19,0,0,0,0.0%,42.49349443,-75.61153709999998,2020-03-31 23:54 EDT
Warren,New York,18,0,0,0,0.0%,43.5592099,-73.85881158,2020-03-31 23:54 EDT
Livingston,New York,18,0,0,0,0.0%,42.72808354,-77.77543855,2020-03-31 23:54 EDT
Otsego,New York,18,0,1,1,5.6%,42.63373751,-75.03256231,2020-03-31 23:54 EDT
Delaware,New York,16,0,0,0,0.0%,42.19804334,-74.96635196,2020-03-31 23:54 EDT
Greene,New York,16,0,0,0,0.0%,42.27654571,-74.12261588,2020-03-31 23:54 EDT
Herkimer,New York,12,0,2,2,16.7%,43.0259,-74.98433,2020-03-31 23:54 EDT
Jefferson,New York,12,0,0,0,0.0%,44.04103424,-75.91225529,2020-03-31 23:54 EDT
Genesee,New York,11,0,1,1,9.1%,43.00094016,-78.1936949,2020-03-31 23:54 EDT
Washington,New York,11,0,0,0,0.0%,43.31227113,-73.43096234,2020-03-31 23:54 EDT
Allegany,New York,10,0,1,1,10.0%,42.25739788,-78.02755444,2020-03-31 23:54 EDT
Cortland,New York,10,0,0,0,0.0%,42.59500111,-76.07023743,2020-03-31 23:54 EDT
Wyoming,New York,9,0,1,1,11.1%,42.70242659,-78.22443261,2020-03-31 23:54 EDT
Franklin,New York,9,0,0,0,0.0%,44.592675381999996,-74.3034218499999,2020-03-31 23:54 EDT
Tioga,New York,8,0,0,0,0.0%,42.06057,-76.34519,2020-03-31 23:54 EDT
Chautauqua,New York,8,0,1,1,12.5%,42.22826274,-79.36643298,2020-03-31 23:54 EDT
Montgomery,New York,7,0,0,0,0.0%,42.90229179999999,-74.43960085,2020-03-31 23:54 EDT
Schoharie,New York,6,0,0,0,0.0%,42.58820746,-74.44213588,2020-03-31 23:54 EDT
Orleans,New York,6,0,0,0,0.0%,43.252100586000005,-78.23124678499991,2020-03-31 23:54 EDT
Cattaraugus,New York,6,0,0,0,0.0%,42.2485958350001,-78.678812022,2020-03-31 23:54 EDT
Essex,New York,5,0,0,0,0.0%,44.10755697,-73.79125847,2020-03-31 23:54 EDT
Cayuga,New York,4,0,0,0,0.0%,42.92145204,-76.54917489,2020-03-31 23:54 EDT
Hamilton,New York,2,0,0,0,0.0%,43.66130373,-74.49733573,2020-03-31 23:54 EDT
Schuyler,New York,2,0,0,0,0.0%,42.370638971999995,-76.9851275,2020-03-31 23:54 EDT
Lewis,New York,2,0,0,0,0.0%,43.78473386600007,-75.44870611699997,2020-03-31 23:54 EDT
Fulton,New York,1,0,0,0,0.0%,43.11240266,-74.43516277,2020-03-31 23:54 EDT
Bergen,New Jersey,3202,0,32,32,1.0%,40.95949149,-74.074442,2020-03-31 23:54 EDT
Essex,New Jersey,1900,0,35,35,1.8%,40.78779259,-74.24760059,2020-03-31 23:54 EDT
Hudson,New Jersey,1606,0,11,11,0.7%,40.74034231,-74.07410970000002,2020-03-31 23:54 EDT
Union,New Jersey,1418,0,10,10,0.7%,40.69635,-74.26957,2020-03-31 23:54 EDT
Passaic,New Jersey,1294,0,12,12,0.9%,40.86034,-74.12374,2020-03-31 23:54 EDT
Middlesex,New Jersey,1277,0,14,14,1.1%,40.57936,-74.50067,2020-03-31 23:54 EDT
Monmouth,New Jersey,1140,0,11,11,1.0%,40.2600411,-74.22194634,2020-03-31 23:54 EDT
Ocean,New Jersey,1022,0,10,10,1.0%,39.90927434,-74.2969653,2020-03-31 23:54 EDT
Morris,New Jersey,841,0,12,12,1.4%,40.86201902,-74.5442741,2020-03-31 23:54 EDT
Somerset,New Jersey,413,0,11,11,2.7%,40.49859,-74.52249,2020-03-31 23:54 EDT
Mercer,New Jersey,268,0,0,0,0.0%,40.28331911,-74.70157374,2020-03-31 23:54 EDT
Camden,New Jersey,228,0,3,3,1.3%,39.94525,-75.11913,2020-03-31 23:54 EDT
Burlington,New Jersey,202,0,5,5,2.5%,40.07687,-74.85775,2020-03-31 23:54 EDT
Sussex,New Jersey,137,0,1,1,0.7%,41.13934496,-74.69067762,2020-03-31 23:54 EDT
