County Name,State Name,Confirmed,New,Death,New Death,Fatality Rate,Latitude,Longitude,Last Update
New York,New York,12305,1541,99,99,0.8%,40.71455,-74.00714,2020-03-23 21:39 EDT
Westchester,New York,2894,1021,0,0,0.0%,41.16319759,-73.7560629,2020-03-23 21:39 EDT
Nassau,New York,2442,542,4,4,0.2%,40.74165225,-73.58899619,2020-03-23 21:39 EDT
Suffolk,New York,1458,424,13,13,0.9%,40.87732808,-72.85898036,2020-03-23 21:39 EDT
Rockland,New York,592,137,1,1,0.2%,41.152374,-74.02401032,2020-03-23 21:39 EDT
Orange,New York,389,142,0,0,0.0%,41.40206825,-74.30559567,2020-03-23 21:39 EDT
Albany,New York,127,4,0,0,0.0%,42.65155,-73.75520999999998,2020-03-23 21:39 EDT
Dutchess,New York,100,18,1,1,1.0%,41.76477515,-73.74281684,2020-03-23 21:39 EDT
Erie,New York,87,31,0,0,0.0%,42.76382119,-78.73224973,2020-03-23 21:39 EDT
Monroe,New York,81,13,2,2,2.5%,43.14604282,-77.69674911,2020-03-23 21:39 EDT
Onondaga,New York,53,8,0,0,0.0%,43.004870000000004,-76.1836,2020-03-23 21:39 EDT
Putnam,New York,45,14,0,0,0.0%,41.42653455,-73.7494999,2020-03-23 21:39 EDT
Saratoga,New York,35,0,0,0,0.0%,43.06974,-73.63661,2020-03-23 21:39 EDT
Schenectady,New York,32,0,0,0,0.0%,42.81238,-73.94122,2020-03-23 21:39 EDT
Rensselaer,New York,29,9,0,0,0.0%,42.71086263,-73.5097379,2020-03-23 21:39 EDT
Ulster,New York,18,0,0,0,0.0%,41.95986,-73.99033,2020-03-23 21:39 EDT
Columbia,New York,17,0,0,0,0.0%,42.250010778000046,-73.63186134099993,2020-03-23 21:39 EDT
Tompkins,New York,15,0,0,0,0.0%,42.44933495,-76.47064359,2020-03-23 21:39 EDT
Sullivan,New York,12,0,0,0,0.0%,41.71631354,-74.76811083,2020-03-23 21:39 EDT
Niagara,New York,10,1,0,0,0.0%,43.19998147,-78.74522262,2020-03-23 21:39 EDT
Oneida,New York,7,3,0,0,0.0%,43.24306498,-75.42583597,2020-03-23 21:39 EDT
Broome,New York,7,4,1,1,14.3%,42.16021802,-75.81964586,2020-03-23 21:39 EDT
Ontario,New York,6,2,0,0,0.0%,42.85288942,-77.29981098,2020-03-23 21:39 EDT
Clinton,New York,6,2,0,0,0.0%,44.7904,-73.6006,2020-03-23 21:39 EDT
Steuben,New York,5,1,0,0,0.0%,42.26782685000006,-77.38382595599995,2020-03-23 21:39 EDT
Herkimer,New York,4,1,0,0,0.0%,43.0259,-74.98433,2020-03-23 21:39 EDT
Greene,New York,4,2,0,0,0.0%,42.27654571,-74.12261588,2020-03-23 21:39 EDT
Madison,New York,4,4,0,0,0.0%,42.91290749400008,-75.66978904199993,2020-03-23 21:39 EDT
Delaware,New York,3,2,0,0,0.0%,42.19804334,-74.96635196,2020-03-23 21:39 EDT
Montgomery,New York,3,0,0,0,0.0%,42.90229179999999,-74.43960085,2020-03-23 21:39 EDT
Essex,New York,3,0,0,0,0.0%,44.10755697,-73.79125847,2020-03-23 21:39 EDT
Chenango,New York,3,1,0,0,0.0%,42.49349443,-75.61153709999998,2020-03-23 21:39 EDT
Wayne,New York,3,0,0,0,0.0%,42.474131,-77.09816,2020-03-23 21:39 EDT
Livingston,New York,3,1,0,0,0.0%,42.728083535000046,-77.77543855499994,2020-03-23 21:39 EDT
Allegany,New York,2,0,0,0,0.0%,42.25739788,-78.02755444,2020-03-23 21:39 EDT
Wyoming,New York,2,0,1,1,50.0%,42.70242659,-78.22443261,2020-03-23 21:39 EDT
Hamilton,New York,2,0,0,0,0.0%,43.66130373,-74.49733573,2020-03-23 21:39 EDT
Jefferson,New York,2,1,0,0,0.0%,44.04103424200007,-75.91225528599996,2020-03-23 21:39 EDT
Cortland,New York,2,0,0,0,0.0%,42.59500111400007,-76.07023742999995,2020-03-23 21:39 EDT
Oswego,New York,2,0,0,0,0.0%,43.43652570300003,-76.14924402799994,2020-03-23 21:39 EDT
Chemung,New York,2,0,0,0,0.0%,42.14118809700005,-76.76001059999999,2020-03-23 21:39 EDT
Tioga,New York,1,0,0,0,0.0%,42.06057,-76.34519,2020-03-23 21:39 EDT
Genesee,New York,1,0,0,0,0.0%,43.00094016,-78.1936949,2020-03-23 21:39 EDT
Warren,New York,1,0,0,0,0.0%,43.5592099,-73.85881158,2020-03-23 21:39 EDT
Washington,New York,1,0,0,0,0.0%,43.31227113,-73.43096234,2020-03-23 21:39 EDT
Schoharie,New York,1,0,0,0,0.0%,42.58820746,-74.44213588,2020-03-23 21:39 EDT
Fulton,New York,1,0,0,0,0.0%,43.11240266400007,-74.43516276799994,2020-03-23 21:39 EDT
Otsego,New York,1,1,0,0,0.0%,42.63373750900007,-75.03256231499995,2020-03-23 21:39 EDT
Bergen,New Jersey,609,152,6,6,1.0%,40.95949149,-74.074442,2020-03-23 21:39 EDT
Essex,New Jersey,273,101,4,4,1.5%,40.78779259,-74.24760059,2020-03-23 21:39 EDT
Monmouth,New Jersey,238,80,3,3,1.3%,40.2600411,-74.22194634,2020-03-23 21:39 EDT
Middlesex,New Jersey,210,63,0,0,0.0%,40.57936,-74.50067,2020-03-23 21:39 EDT
Hudson,New Jersey,190,64,1,1,0.5%,40.74034231,-74.07410970000002,2020-03-23 21:39 EDT
Union,New Jersey,189,65,0,0,0.0%,40.69635,-74.26957,2020-03-23 21:39 EDT
Morris,New Jersey,177,58,1,1,0.6%,40.86201902,-74.5442741,2020-03-23 21:39 EDT
Ocean,New Jersey,144,42,1,1,0.7%,39.90927434,-74.2969653,2020-03-23 21:39 EDT
Passaic,New Jersey,141,46,0,0,0.0%,40.86034,-74.12374,2020-03-23 21:39 EDT
Somerset,New Jersey,67,16,1,1,1.5%,40.49859,-74.52249,2020-03-23 21:39 EDT
Mercer,New Jersey,50,10,0,0,0.0%,40.28331911,-74.70157374,2020-03-23 21:39 EDT
Burlington,New Jersey,36,10,0,0,0.0%,40.07687,-74.85775,2020-03-23 21:39 EDT
Camden,New Jersey,33,11,1,1,3.0%,39.94525,-75.11913,2020-03-23 21:39 EDT
Hunterdon,New Jersey,18,2,0,0,0.0%,40.56725317,-74.91217921,2020-03-23 21:39 EDT
