County Name,State Name,Confirmed,New,Death,New Death,Fatality Rate,Recovered,New Recovered,Latitude,Longitude,Last Update
Los Angeles,California,261501,693,6367,14,2.4%,10748,41,34.053490000000004,-118.24531999999999,2020-09-21 19:48 EDT
Riverside,California,57419,738,1162,9,2.0%,52469,481,33.98171,-117.37404,2020-09-21 19:48 EDT
San Bernardino,California,52827,0,908,0,1.7%,50401,173,34.10524,-117.29411999999999,2020-09-21 19:48 EDT
Orange,California,52201,138,1128,0,2.2%,46948,228,33.78787,-117.85071,2020-09-21 19:48 EDT
San Diego,California,44577,284,760,0,1.7%,1138,0,32.71568,-117.16171000000001,2020-09-21 19:48 EDT
Kern,California,31572,63,354,0,1.1%,15338,18,35.34281638,-118.7299395,2020-09-21 19:48 EDT
Fresno,California,27560,0,355,0,1.3%,17296,0,36.74084000000001,-119.78551999999999,2020-09-21 19:48 EDT
Sacramento,California,21628,457,383,8,1.8%,18104,0,38.57944000000001,-121.49085,2020-09-21 19:48 EDT
Alameda,California,20558,64,374,0,1.8%,0,0,37.76683,-122.2453,2020-09-21 19:48 EDT
Santa Clara,California,20410,158,296,0,1.5%,178,0,37.35579,-121.95508999999998,2020-09-21 19:48 EDT
San Joaquin,California,19841,48,415,1,2.1%,18656,121,37.93479557,-121.2713112,2020-09-21 19:48 EDT
Stanislaus,California,16319,30,335,3,2.1%,15553,66,37.55932622,-120.9976619,2020-09-21 19:48 EDT
Contra Costa,California,16056,98,201,0,1.3%,14943,81,37.91793732,-121.9259354,2020-09-21 19:48 EDT
Tulare,California,15687,88,256,0,1.6%,14894,71,36.20649,-119.34305,2020-09-21 19:48 EDT
Ventura,California,11969,0,143,0,1.2%,10986,0,34.28082,-119.29231999999999,2020-09-21 19:48 EDT
Imperial,California,11583,25,314,0,2.7%,10957,41,32.84748,-115.56952,2020-09-21 19:48 EDT
San Francisco,California,10807,62,99,0,0.9%,520,0,37.777120000000004,-122.41963999999999,2020-09-21 19:48 EDT
San Mateo,California,9598,76,143,0,1.5%,0,0,37.54704,-122.31485,2020-09-21 19:48 EDT
Monterey,California,9568,18,69,2,0.7%,1471,0,36.21714603,-121.2390196,2020-09-21 19:48 EDT
Santa Barbara,California,8846,0,110,0,1.2%,8556,0,34.41938,-119.69905,2020-09-21 19:48 EDT
Merced,California,8750,0,134,0,1.5%,8008,0,37.19187429,-120.717739,2020-09-21 19:48 EDT
Kings,California,7430,146,77,0,1.0%,4923,0,36.07543071,-119.8153541,2020-09-21 19:48 EDT
Sonoma,California,7060,62,114,0,1.6%,5348,467,38.29188,-122.45728000000001,2020-09-21 19:48 EDT
Marin,California,6591,34,112,0,1.7%,4347,0,38.07188727,-122.7195348,2020-09-21 19:48 EDT
Solano,California,6085,0,55,0,0.9%,5739,0,38.27793363,-121.9272405,2020-09-21 19:48 EDT
Madera,California,4296,0,58,0,1.4%,3788,0,36.96205,-120.06398999999999,2020-09-21 19:48 EDT
Placer,California,3488,22,41,0,1.2%,3171,17,39.05913563,-120.75363279999999,2020-09-21 19:48 EDT
San Luis Obispo,California,3438,78,27,0,0.8%,3177,48,35.28579000000001,-120.66275,2020-09-21 19:48 EDT
Yolo,California,2747,7,54,0,2.0%,42,0,38.73431,-121.81278999999999,2020-09-21 19:48 EDT
Butte,California,2688,0,35,0,1.3%,2532,0,39.66709143,-121.60091100000001,2020-09-21 19:48 EDT
Santa Cruz,California,2276,58,8,0,0.4%,1954,43,36.97424,-122.03098,2020-09-21 19:48 EDT
Sutter,California,1642,0,10,0,0.6%,1187,0,39.03467539,-121.69484569999999,2020-09-21 19:48 EDT
Napa,California,1636,36,13,0,0.8%,1251,0,38.50647693,-122.3306091,2020-09-21 19:48 EDT
San Benito,California,1301,11,11,0,0.8%,1227,2,36.50506,-121.08332,2020-09-21 19:48 EDT
Yuba,California,1118,0,7,0,0.6%,796,0,39.26918299,-121.3512653,2020-09-21 19:48 EDT
El Dorado,California,1064,0,4,0,0.4%,979,0,38.68217,-120.84683000000001,2020-09-21 19:48 EDT
Mendocino,California,851,2,18,0,2.1%,771,4,39.44024063,-123.3912784,2020-09-21 19:48 EDT
Lassen,California,734,3,0,0,0.0%,721,0,40.68244754,-120.60036909999998,2020-09-21 19:48 EDT
Shasta,California,668,0,14,0,2.1%,619,0,40.598279999999995,-122.49095,2020-09-21 19:48 EDT
Glenn,California,563,13,3,0,0.5%,536,11,39.59827984,-122.392389,2020-09-21 19:48 EDT
Colusa,California,519,10,6,0,1.2%,493,1,39.17759768,-122.2371023,2020-09-21 19:48 EDT
Lake,California,512,53,11,1,2.1%,405,29,39.10265343,-122.75089740000001,2020-09-21 19:48 EDT
Nevada,California,506,0,6,0,1.2%,467,0,39.2616,-121.0161,2020-09-21 19:48 EDT
Tehama,California,489,0,4,0,0.8%,463,0,40.12569694,-122.23391529999999,2020-09-21 19:48 EDT
Humboldt,California,482,0,6,0,1.2%,424,0,40.69879803,-123.87371470000001,2020-09-21 19:48 EDT
Calaveras,California,311,0,14,0,4.5%,280,0,38.20473567,-120.55406550000001,2020-09-21 19:48 EDT
Amador,California,249,0,15,0,6.0%,226,0,38.44606535,-120.65175500000001,2020-09-21 19:48 EDT
Tuolumne,California,221,0,4,0,1.8%,201,0,38.02764367,-119.95465359999999,2020-09-21 19:48 EDT
Inyo,California,187,0,14,0,7.5%,166,0,36.5110603,-117.410592,2020-09-21 19:48 EDT
Mono,California,165,0,2,0,1.2%,0,0,37.93749777,-118.8838882,2020-09-21 19:48 EDT
Siskiyou,California,161,0,1,0,0.6%,154,0,41.59256366,-122.54077720000001,2020-09-21 19:48 EDT
Del Norte,California,136,0,1,0,0.7%,129,0,41.74317575,-123.89711070000001,2020-09-21 19:48 EDT
Mariposa,California,75,0,2,0,2.7%,73,2,37.58147049,-119.90545139999999,2020-09-21 19:48 EDT
Plumas,California,50,1,0,0,0.0%,49,4,40.00070236,-120.8334983,2020-09-21 19:48 EDT
Modoc,California,24,0,0,0,0.0%,23,2,41.57651716400005,-120.73684738599995,2020-09-21 19:48 EDT
Trinity,California,15,0,0,0,0.0%,15,0,40.65065829,-123.11263500000001,2020-09-21 19:48 EDT
Sierra,California,6,0,0,0,0.0%,6,0,39.58038432,-120.5160202,2020-09-21 19:48 EDT
Alpine,California,2,0,0,0,0.0%,2,0,38.59733305,-119.82042129999999,2020-09-21 19:48 EDT
Dallas,Texas,78205,316,997,2,1.3%,6293,0,32.778220000000005,-96.79512,2020-09-21 19:48 EDT
Harris--Houston,Texas,71042,0,1040,0,1.5%,56047,0,29.66648008,-95.22438005,2020-09-21 19:48 EDT
Bexar,Texas,53341,0,1248,2,2.3%,40896,0,29.44892069,-98.52000770000001,2020-09-21 19:48 EDT
Harris--Non Houston,Texas,52742,0,669,0,1.3%,49788,0,37.302192,-91.84458149999999,2020-09-21 19:48 EDT
Tarrant,Texas,43692,328,693,0,1.6%,41161,321,32.8173,-97.07655,2020-09-21 19:48 EDT
Hidalgo,Texas,30577,0,1447,16,4.7%,26879,0,26.39702985,-98.18094296,2020-09-21 19:48 EDT
Travis,Texas,28441,3,405,2,1.4%,27294,40,30.33462266,-97.78218981,2020-09-21 19:48 EDT
El Paso,Texas,22652,176,505,1,2.2%,18970,75,31.759159999999998,-106.48749,2020-09-21 19:48 EDT
Cameron,Texas,22405,0,872,0,3.9%,19451,0,26.13597462,-97.52423968,2020-09-21 19:48 EDT
Nueces,Texas,20002,0,403,0,2.0%,19266,40,27.7262373,-97.61348194,2020-09-21 19:48 EDT
Fort Bend,Texas,15789,0,278,0,1.8%,14719,0,29.52745252,-95.77065084,2020-09-21 19:48 EDT
Webb,Texas,13171,43,261,0,2.0%,12393,31,27.7925,-99.4228,2020-09-21 19:48 EDT
Collin,Texas,13011,45,137,0,1.1%,11993,56,33.1968,-96.80393000000001,2020-09-21 19:48 EDT
Denton,Texas,11501,0,149,0,1.3%,9870,0,33.216590000000004,-97.13162,2020-09-21 19:48 EDT
Galveston,Texas,11450,0,153,0,1.3%,9491,0,29.29532,-94.80790999999999,2020-09-21 19:48 EDT
Brazoria,Texas,11047,13,158,0,1.4%,9028,74,29.049709999999997,-95.56200000000001,2020-09-21 19:48 EDT
Montgomery,Texas,10571,108,157,0,1.5%,7083,0,30.38862,-95.69633,2020-09-21 19:48 EDT
Lubbock,Texas,10455,143,116,1,1.1%,7896,53,33.61019304,-101.8204416,2020-09-21 19:48 EDT
Williamson,Texas,8458,73,141,2,1.7%,8161,78,30.64806761,-97.60077209,2020-09-21 19:48 EDT
McLennan,Texas,7520,33,97,0,1.3%,7091,157,31.55234029,-97.20180587,2020-09-21 19:48 EDT
Jefferson,Texas,7182,0,128,0,1.8%,6412,0,29.88366401,-94.16922753,2020-09-21 19:48 EDT
Brazos,Texas,6081,28,62,0,1.0%,5212,70,30.66048584,-96.30207301,2020-09-21 19:48 EDT
Hays,Texas,5736,0,60,0,1.0%,3940,0,30.1227,-97.8722,2020-09-21 19:48 EDT
Bell,Texas,5306,0,79,0,1.5%,4854,0,31.03765881,-97.47807382,2020-09-21 19:48 EDT
Potter,Texas,4517,0,54,0,1.2%,4031,0,35.40127385,-101.8939736,2020-09-21 19:48 EDT
Ellis,Texas,4192,0,66,0,1.6%,2131,0,32.34839289,-96.79460418,2020-09-21 19:48 EDT
Victoria,Texas,3996,0,95,0,2.4%,3707,0,28.79640375,-96.97175516,2020-09-21 19:48 EDT
Walker,Texas,3658,11,55,0,1.5%,3345,0,30.73898292,-95.57222968,2020-09-21 19:48 EDT
Smith,Texas,3620,0,96,0,2.7%,2922,0,32.37505601,-95.26910259,2020-09-21 19:48 EDT
Tom Green,Texas,3561,0,67,0,1.9%,2213,0,31.40442601,-100.4619795,2020-09-21 19:48 EDT
Midland,Texas,3551,0,61,0,1.7%,3222,1,31.86932499,-102.0314523,2020-09-21 19:48 EDT
Guadalupe,Texas,3545,1587,76,0,2.1%,498,0,29.58309666,-97.94865645,2020-09-21 19:48 EDT
Maverick,Texas,3535,0,112,0,3.2%,3090,0,28.74301122,-100.3142594,2020-09-21 19:48 EDT
Ector,Texas,3440,0,79,0,2.3%,3406,0,31.86911555,-102.5428458,2020-09-21 19:48 EDT
