County Name,State Name,Confirmed,New,Death,New Death,Fatality Rate,Latitude,Longitude,Last Update
New York,New York,63306,6147,2624,2624,4.1%,40.71455,-74.00714,2020-04-04 23:16 EDT
Nassau,New York,13346,1322,95,95,0.7%,40.74165225,-73.58899619,2020-04-04 23:16 EDT
Westchester,New York,13081,730,67,67,0.5%,41.16319759,-73.7560629,2020-04-04 23:16 EDT
Suffolk,New York,11370,1216,124,124,1.1%,40.87732808,-72.85898036,2020-04-04 23:16 EDT
Rockland,New York,4872,583,69,69,1.4%,41.152374,-74.02401032,2020-04-04 23:16 EDT
Orange,New York,2863,393,51,51,1.8%,41.40206825,-74.30559567,2020-04-04 23:16 EDT
Erie,New York,945,143,26,26,2.8%,42.76382119,-78.73224973,2020-04-04 23:16 EDT
Dutchess,New York,938,129,8,8,0.9%,41.76477515,-73.74281684,2020-04-04 23:16 EDT
Monroe,New York,512,48,17,17,3.3%,43.14604282,-77.69674911,2020-04-04 23:16 EDT
Onondaga,New York,349,27,4,4,1.1%,43.004870000000004,-76.1836,2020-04-04 23:16 EDT
Ulster,New York,318,52,4,4,1.3%,41.95986,-73.99033,2020-04-04 23:16 EDT
Albany,New York,293,26,6,6,2.0%,42.65155,-73.75520999999998,2020-04-04 23:16 EDT
Putnam,New York,283,31,7,7,2.5%,41.42653455,-73.7494999,2020-04-04 23:16 EDT
Sullivan,New York,193,5,5,5,2.6%,41.71631354,-74.76811083,2020-04-04 23:16 EDT
Saratoga,New York,150,9,1,1,0.7%,43.06974,-73.63661,2020-04-04 23:16 EDT
Schenectady,New York,117,7,6,6,5.1%,42.81238,-73.94122,2020-04-04 23:16 EDT
Niagara,New York,101,7,0,0,0.0%,43.19998147,-78.74522262,2020-04-04 23:16 EDT
Tompkins,New York,95,2,0,0,0.0%,42.44933495,-76.47064359,2020-04-04 23:16 EDT
Oneida,New York,86,15,2,2,2.3%,43.24306498,-75.42583597,2020-04-04 23:16 EDT
Madison,New York,85,7,2,2,2.4%,42.91290749,-75.66978904,2020-04-04 23:16 EDT
