County Name,State Name,Confirmed,New,Death,New Death,Fatality Rate,Latitude,Longitude,Last Update
New York,New York,26697,3585,450,450,1.7%,40.71455,-74.00714,2020-03-27 21:58 EDT
Westchester,New York,7187,1243,10,10,0.1%,41.16319759,-73.7560629,2020-03-27 21:58 EDT
Nassau,New York,4657,743,27,27,0.6%,40.74165225,-73.58899619,2020-03-27 21:58 EDT
Suffolk,New York,3385,650,30,30,0.9%,40.87732808,-72.85898036,2020-03-27 21:58 EDT
Rockland,New York,1457,260,8,8,0.5%,41.152374,-74.02401032,2020-03-27 21:58 EDT
Orange,New York,910,159,4,4,0.4%,41.40206825,-74.30559567,2020-03-27 21:58 EDT
Erie,New York,310,89,6,6,1.9%,42.76382119,-78.73224973,2020-03-27 21:58 EDT
Dutchess,New York,225,35,1,1,0.4%,41.76477515,-73.74281684,2020-03-27 21:58 EDT
Albany,New York,187,16,0,0,0.0%,42.65155,-73.75520999999998,2020-03-27 21:58 EDT
Monroe,New York,166,18,4,4,2.4%,43.14604282,-77.69674911,2020-03-27 21:58 EDT
Onondaga,New York,123,12,1,1,0.8%,43.00487,-76.1836,2020-03-27 21:58 EDT
Putnam,New York,111,17,0,0,0.0%,41.42653455,-73.7494999,2020-03-27 21:58 EDT
Ulster,New York,98,20,0,0,0.0%,41.95986,-73.99033,2020-03-27 21:58 EDT
Saratoga,New York,82,9,0,0,0.0%,43.06974,-73.63661,2020-03-27 21:58 EDT
Schenectady,New York,66,4,1,1,1.5%,42.81238,-73.94122,2020-03-27 21:58 EDT
Sullivan,New York,64,11,0,0,0.0%,41.71631354,-74.76811083,2020-03-27 21:58 EDT
Tompkins,New York,48,16,0,0,0.0%,42.44933495,-76.47064359,2020-03-27 21:58 EDT
Rensselaer,New York,44,0,0,0,0.0%,42.71086263,-73.5097379,2020-03-27 21:58 EDT
Columbia,New York,27,3,0,0,0.0%,42.25001078,-73.63186134,2020-03-27 21:58 EDT
Niagara,New York,23,9,0,0,0.0%,43.19998147,-78.74522262,2020-03-27 21:58 EDT
Broome,New York,18,2,3,3,16.7%,42.16021802,-75.81964586,2020-03-27 21:58 EDT
Madison,New York,17,8,1,1,5.9%,42.91290749,-75.66978904,2020-03-27 21:58 EDT
Ontario,New York,14,3,0,0,0.0%,42.85288942,-77.29981098,2020-03-27 21:58 EDT
Oneida,New York,13,0,0,0,0.0%,43.24306498,-75.42583597,2020-03-27 21:58 EDT
Steuben,New York,12,1,0,0,0.0%,42.26782685,-77.38382596,2020-03-27 21:58 EDT
Clinton,New York,11,0,0,0,0.0%,44.7904,-73.6006,2020-03-27 21:58 EDT
Wayne,New York,11,3,0,0,0.0%,42.474131,-77.09816,2020-03-27 21:58 EDT
Chemung,New York,11,4,0,0,0.0%,42.1411881,-76.76001059999999,2020-03-27 21:58 EDT
Herkimer,New York,9,2,0,0,0.0%,43.0259,-74.98433,2020-03-27 21:58 EDT
Delaware,New York,8,1,0,0,0.0%,42.19804334,-74.96635196,2020-03-27 21:58 EDT
Warren,New York,8,6,0,0,0.0%,43.5592099,-73.85881158,2020-03-27 21:58 EDT
Wyoming,New York,7,0,1,1,14.3%,42.70242659,-78.22443261,2020-03-27 21:58 EDT
Greene,New York,6,1,0,0,0.0%,42.27654571,-74.12261588,2020-03-27 21:58 EDT
Genesee,New York,6,2,0,0,0.0%,43.00094016,-78.1936949,2020-03-27 21:58 EDT
Washington,New York,6,2,0,0,0.0%,43.31227113,-73.43096234,2020-03-27 21:58 EDT
Montgomery,New York,5,0,0,0,0.0%,42.90229179999999,-74.43960085,2020-03-27 21:58 EDT
Essex,New York,5,0,0,0,0.0%,44.10755697,-73.79125847,2020-03-27 21:58 EDT
Otsego,New York,5,2,0,0,0.0%,42.63373751,-75.03256231,2020-03-27 21:58 EDT
Chenango,New York,4,1,0,0,0.0%,42.49349443,-75.61153709999998,2020-03-27 21:58 EDT
Jefferson,New York,4,0,0,0,0.0%,44.04103424,-75.91225529,2020-03-27 21:58 EDT
Cortland,New York,4,1,0,0,0.0%,42.59500111,-76.07023743,2020-03-27 21:58 EDT
Oswego,New York,4,0,0,0,0.0%,43.4365257,-76.14924403,2020-03-27 21:58 EDT
St. Lawrence,New York,4,0,0,0,0.0%,44.17727,-76.16771999999997,2020-03-27 21:58 EDT
Schoharie,New York,3,1,0,0,0.0%,42.58820746,-74.44213588,2020-03-27 21:58 EDT
Livingston,New York,3,0,0,0,0.0%,42.72808354,-77.77543855,2020-03-27 21:58 EDT
Franklin,New York,3,2,0,0,0.0%,44.59267538200004,-74.30342184999995,2020-03-27 21:58 EDT
Orleans,New York,3,1,0,0,0.0%,43.25210058600004,-78.23124678499994,2020-03-27 21:58 EDT
Tioga,New York,2,0,0,0,0.0%,42.06057,-76.34519,2020-03-27 21:58 EDT
