County Name,State Name,Confirmed,New,Death,New Death,Fatality Rate,Latitude,Longitude,Last Update
Schuyler,New York,4,0,0,0,0.0%,42.370638971999995,-76.9851275,2020-04-08 10:37 EDT
Hamilton,New York,2,0,0,0,0.0%,43.66130373,-74.49733573,2020-04-08 10:37 EDT
Yates,New York,1,0,0,0,0.0%,42.633345773,-77.11807677899999,2020-04-08 10:37 EDT
Bergen,New Jersey,7533,0,263,263,3.5%,40.95949149,-74.074442,2020-04-08 10:37 EDT
Essex,New Jersey,5078,0,232,232,4.6%,40.78779259,-74.24760059,2020-04-08 10:37 EDT
Hudson,New Jersey,4949,0,103,103,2.1%,40.74034231,-74.07410970000002,2020-04-08 10:37 EDT
Union,New Jersey,4368,0,95,95,2.2%,40.69635,-74.26957,2020-04-08 10:37 EDT
Passaic,New Jersey,4104,0,62,62,1.5%,40.86034,-74.12374,2020-04-08 10:37 EDT
Middlesex,New Jersey,3717,0,100,100,2.7%,40.57936,-74.50067,2020-04-08 10:37 EDT
Monmouth,New Jersey,2770,0,71,71,2.6%,40.2600411,-74.22194634,2020-04-08 10:37 EDT
Ocean,New Jersey,2641,0,85,85,3.2%,39.90927434,-74.2969653,2020-04-08 10:37 EDT
Morris,New Jersey,2239,0,87,87,3.9%,40.86201902,-74.5442741,2020-04-08 10:37 EDT
Somerset,New Jersey,1033,0,40,40,3.9%,40.49859,-74.52249,2020-04-08 10:37 EDT
Mercer,New Jersey,837,0,24,24,2.9%,40.28331911,-74.70157374,2020-04-08 10:37 EDT
Camden,New Jersey,736,0,12,12,1.6%,39.94525,-75.11913,2020-04-08 10:37 EDT
Burlington,New Jersey,733,0,13,13,1.8%,40.07687,-74.85775,2020-04-08 10:37 EDT
Sussex,New Jersey,331,0,15,15,4.5%,41.13934496,-74.69067762,2020-04-08 10:37 EDT
Gloucester,New Jersey,311,0,5,5,1.6%,39.71720107,-75.14164366,2020-04-08 10:37 EDT
Warren,New Jersey,255,0,7,7,2.7%,40.85732358,-74.997063,2020-04-08 10:37 EDT
Hunterdon,New Jersey,234,0,2,2,0.9%,40.56725317,-74.91217921,2020-04-08 10:37 EDT
Atlantic,New Jersey,144,0,4,4,2.8%,39.4806564,-74.67264306,2020-04-08 10:37 EDT
Cape May,New Jersey,94,0,2,2,2.1%,38.93547,-74.92137,2020-04-08 10:37 EDT
Cumberland,New Jersey,71,0,2,2,2.8%,39.37311491,-75.11061925,2020-04-08 10:37 EDT
Salem,New Jersey,31,0,3,3,9.7%,39.57661332,-75.35810746,2020-04-08 10:37 EDT
Wayne--Detroit,Michigan,5476,0,222,222,4.1%,42.2305400000001,-83.3429999999999,2020-04-08 10:37 EDT
Oakland,Michigan,3736,0,205,205,5.5%,42.74214,-83.16174000000002,2020-04-08 10:37 EDT
Wayne,Michigan,3569,0,180,180,5.0%,42.28515,-83.3836,2020-04-08 10:37 EDT
Macomb,Michigan,2414,0,121,121,5.0%,42.69565,-82.92171,2020-04-08 10:37 EDT
Genesee,Michigan,638,0,33,33,5.2%,43.0217016,-83.70675478,2020-04-08 10:37 EDT
Washtenaw,Michigan,559,0,11,11,2.0%,42.25322942,-83.83877634,2020-04-08 10:37 EDT
Other,Michigan,243,0,1,1,0.4%,43.8466995,-85.98375,2020-04-08 10:37 EDT
Ingham,Michigan,189,0,1,1,0.5%,42.59709245,-84.37353421,2020-04-08 10:37 EDT
Kent,Michigan,187,0,6,6,3.2%,43.03216204,-85.54929822,2020-04-08 10:37 EDT
Livingston,Michigan,155,0,2,2,1.3%,42.60291818,-83.91152404,2020-04-08 10:37 EDT
Saginaw,Michigan,153,0,3,3,2.0%,43.33502489,-84.05317757,2020-04-08 10:37 EDT
St. Clair,Michigan,129,0,3,3,2.3%,42.83189,-82.50220999999998,2020-04-08 10:37 EDT
Monroe,Michigan,129,0,0,0,0.0%,41.916059999999995,-83.3979,2020-04-08 10:37 EDT
Out of State,Michigan,118,0,1,1,0.8%,42.89788595,-86.21104527,2020-04-08 10:37 EDT
Jackson,Michigan,114,0,4,4,3.5%,42.24848235,-84.42344983,2020-04-08 10:37 EDT
Clinton,Michigan,73,0,1,1,1.4%,42.94365426,-84.60151416,2020-04-08 10:37 EDT
Kalamazoo,Michigan,64,0,4,4,6.2%,42.24543721,-85.53116967,2020-04-08 10:37 EDT
Berrien,Michigan,64,0,2,2,3.1%,41.95468698,-86.41222292,2020-04-08 10:37 EDT
Eaton,Michigan,61,0,2,2,3.3%,42.59607493,-84.83832067,2020-04-08 10:37 EDT
Lapeer,Michigan,56,0,3,3,5.4%,43.09013207,-83.22178574,2020-04-08 10:37 EDT
Hillsdale,Michigan,55,0,4,4,7.3%,41.88776412,-84.59292627,2020-04-08 10:37 EDT
Ottawa,Michigan,52,0,0,0,0.0%,42.96071229,-85.99516567,2020-04-08 10:37 EDT
Calhoun,Michigan,43,0,1,1,2.3%,42.24653649,-85.00558363,2020-04-08 10:37 EDT
Muskegon,Michigan,41,0,4,4,9.8%,43.29120706,-86.15200005,2020-04-08 10:37 EDT
Lenawee,Michigan,32,0,0,0,0.0%,41.8950816170001,-84.06637217799991,2020-04-08 10:37 EDT
Bay,Michigan,31,0,0,0,0.0%,43.70732889,-83.99203709,2020-04-08 10:37 EDT
Otsego,Michigan,28,0,2,2,7.1%,45.0992,-84.6482,2020-04-08 10:37 EDT
Tuscola,Michigan,26,0,2,2,7.7%,43.46412684,-83.41682258,2020-04-08 10:37 EDT
Shiawassee,Michigan,24,0,0,0,0.0%,42.95373744500011,-84.146743014,2020-04-08 10:37 EDT
Isabella,Michigan,22,0,2,2,9.1%,43.64058966,-84.84678576,2020-04-08 10:37 EDT
Midland,Michigan,22,0,0,0,0.0%,43.6468649,-84.38811027,2020-04-08 10:37 EDT
Marquette,Michigan,19,0,2,2,10.5%,46.43125285,-87.64159342,2020-04-08 10:37 EDT
Allegan,Michigan,18,0,0,0,0.0%,42.5912512,-85.88819122,2020-04-08 10:37 EDT
Sanilac,Michigan,17,0,2,2,11.8%,43.42356616000011,-82.82012594799991,2020-04-08 10:37 EDT
Van Buren,Michigan,17,0,1,1,5.9%,42.2513072570001,-86.01888992499991,2020-04-08 10:37 EDT
Branch,Michigan,16,0,1,1,6.2%,41.9161092840001,-85.05902759899999,2020-04-08 10:37 EDT
Montcalm,Michigan,16,0,1,1,6.2%,43.31095473,-85.1525018,2020-04-08 10:37 EDT
Grand Traverse,Michigan,15,0,3,3,20.0%,44.66867927,-85.56047625,2020-04-08 10:37 EDT
Emmet,Michigan,14,0,2,2,14.3%,45.52025096,-84.89032852,2020-04-08 10:37 EDT
St. Joseph,Michigan,14,0,0,0,0.0%,42.10339000000001,-86.48526,2020-04-08 10:37 EDT
Kalkaska,Michigan,10,0,2,2,20.0%,44.68468247,-85.09024392,2020-04-08 10:37 EDT
Cheboygan,Michigan,10,0,1,1,10.0%,45.4460469310001,-84.50037714699991,2020-04-08 10:37 EDT
Cass,Michigan,9,0,1,1,11.1%,41.915392847000106,-85.993454001,2020-04-08 10:37 EDT
Ionia,Michigan,9,0,1,1,11.1%,42.945088749,-85.0745858019999,2020-04-08 10:37 EDT
Manistee,Michigan,9,0,0,0,0.0%,44.33296585,-86.056664,2020-04-08 10:37 EDT
Mecosta,Michigan,8,0,1,1,12.5%,43.640810722,-85.3246211859999,2020-04-08 10:37 EDT
Charlevoix,Michigan,8,0,0,0,0.0%,45.31653,-85.26071999999998,2020-04-08 10:37 EDT
Barry,Michigan,7,0,0,0,0.0%,42.59502105,-85.30897251,2020-04-08 10:37 EDT
Delta,Michigan,7,0,0,0,0.0%,45.919666445000104,-86.92448818199993,2020-04-08 10:37 EDT
Wexford,Michigan,7,0,0,0,0.0%,44.33836176,-85.57838222,2020-04-08 10:37 EDT
Antrim,Michigan,6,0,0,0,0.0%,44.999080393,-85.140206932,2020-04-08 10:37 EDT
Gratiot,Michigan,6,0,0,0,0.0%,43.2927163460001,-84.604892691,2020-04-08 10:37 EDT
Roscommon,Michigan,6,0,0,0,0.0%,44.33561169,-84.61161259999999,2020-04-08 10:37 EDT
Crawford,Michigan,5,0,1,1,20.0%,44.683617921999996,-84.610321673,2020-04-08 10:37 EDT
Iosco,Michigan,4,0,1,1,25.0%,44.3558242330001,-83.63589798699999,2020-04-08 10:37 EDT
Gladwin,Michigan,4,0,0,0,0.0%,43.9906941,-84.38823148,2020-04-08 10:37 EDT
Huron,Michigan,4,0,0,0,0.0%,43.8333068380001,-83.0188931639999,2020-04-08 10:37 EDT
Gogebic,Michigan,3,0,1,1,33.3%,46.408927934000104,-89.6945112809999,2020-04-08 10:37 EDT
Arenac,Michigan,3,0,0,0,0.0%,44.065459288999996,-83.895003448,2020-04-08 10:37 EDT
Leelanau,Michigan,3,0,0,0,0.0%,44.93849073,-85.81182341,2020-04-08 10:37 EDT
Mackinac,Michigan,3,0,0,0,0.0%,46.081649603000095,-85.094924497,2020-04-08 10:37 EDT
Newaygo,Michigan,3,0,0,0,0.0%,43.55418492,-85.80088959,2020-04-08 10:37 EDT
Oceana,Michigan,3,0,0,0,0.0%,43.64089041,-86.2675668569999,2020-04-08 10:37 EDT
Ogemaw,Michigan,3,0,0,0,0.0%,44.33494161000011,-84.126424607,2020-04-08 10:37 EDT
Osceola,Michigan,3,0,0,0,0.0%,43.9898326430001,-85.3252568979999,2020-04-08 10:37 EDT
Dickinson,Michigan,2,0,1,1,50.0%,46.009223988,-87.87027984299989,2020-04-08 10:37 EDT
Clare,Michigan,2,0,0,0,0.0%,43.9878737,-84.84783104,2020-04-08 10:37 EDT
Oscoda,Michigan,2,0,0,0,0.0%,44.681756044,-84.129734043,2020-04-08 10:37 EDT
Missaukee,Michigan,1,0,1,1,100.0%,44.3373128970001,-85.094675829,2020-04-08 10:37 EDT
Chippewa,Michigan,1,0,0,0,0.0%,46.30381924,-84.59406579,2020-04-08 10:37 EDT
Houghton,Michigan,1,0,0,0,0.0%,46.897663355000105,-88.68764908,2020-04-08 10:37 EDT
Luce,Michigan,1,0,0,0,0.0%,46.4706881800001,-85.544292632,2020-04-08 10:37 EDT
Presque Isle,Michigan,1,0,0,0,0.0%,45.3347400000001,-83.4922,2020-04-08 10:37 EDT
Mason,Michigan,1,0,0,0,0.0%,43.995265905000046,-86.24994251099997,2020-04-08 10:37 EDT
Schoolcraft,Michigan,0,0,0,0,nan%,46.1965774290001,-86.19958967199993,2020-04-08 10:37 EDT
Benzie,Michigan,0,0,0,0,nan%,44.638714887,-86.015545588,2020-04-08 10:37 EDT
Ontonagon,Michigan,0,0,0,0,nan%,46.664405177,-89.314985279,2020-04-08 10:37 EDT
Los Angeles,California,7025,0,173,173,2.5%,34.053490000000004,-118.24531999999999,2020-04-08 10:37 EDT
San Diego,California,1454,0,31,31,2.1%,32.71568,-117.16171000000001,2020-04-08 10:37 EDT
Santa Clara,California,1285,0,43,43,3.3%,37.35579,-121.95508999999998,2020-04-08 10:37 EDT
Riverside,California,1016,0,28,28,2.8%,33.98171,-117.37404,2020-04-08 10:37 EDT
Orange,California,931,0,15,15,1.6%,33.78787,-117.85071,2020-04-08 10:37 EDT
Alameda,California,634,0,15,15,2.4%,37.76683,-122.2453,2020-04-08 10:37 EDT
San Francisco,California,622,0,9,9,1.4%,37.777120000000004,-122.41963999999999,2020-04-08 10:37 EDT
San Mateo,California,589,0,21,21,3.6%,37.54704,-122.31485,2020-04-08 10:37 EDT
San Bernardino,California,547,0,17,17,3.1%,34.10524,-117.29411999999999,2020-04-08 10:37 EDT
Sacramento,California,525,0,21,21,4.0%,38.57944000000001,-121.49085,2020-04-08 10:37 EDT
Contra Costa,California,442,0,7,7,1.6%,37.91793732,-121.9259354,2020-04-08 10:37 EDT
Kern,California,267,0,2,2,0.7%,35.34281638,-118.7299395,2020-04-08 10:37 EDT
Ventura,California,243,0,6,6,2.5%,34.28082,-119.29231999999999,2020-04-08 10:37 EDT
San Joaquin,California,223,0,13,13,5.8%,37.93479557,-121.2713112,2020-04-08 10:37 EDT
Santa Barbara,California,218,0,2,2,0.9%,34.41938,-119.69905,2020-04-08 10:37 EDT
Tulare,California,157,0,7,7,4.5%,36.20649,-119.34305,2020-04-08 10:37 EDT
Marin,California,148,0,10,10,6.8%,38.07188727,-122.7195348,2020-04-08 10:37 EDT
Fresno,California,146,0,3,3,2.1%,36.74084000000001,-119.78551999999999,2020-04-08 10:37 EDT
Sonoma,California,120,0,1,1,0.8%,38.29188,-122.45728000000001,2020-04-08 10:37 EDT
Placer,California,115,0,3,3,2.6%,39.05913563,-120.75363279999999,2020-04-08 10:37 EDT
Solano,California,99,0,2,2,2.0%,38.27793363,-121.9272405,2020-04-08 10:37 EDT
San Luis Obispo,California,99,0,1,1,1.0%,35.28579000000001,-120.66275,2020-04-08 10:37 EDT
Stanislaus,California,90,0,0,0,0.0%,37.55932622,-120.9976619,2020-04-08 10:37 EDT
Santa Cruz,California,76,0,1,1,1.3%,36.97424,-122.03098,2020-04-08 10:37 EDT
Imperial,California,73,0,3,3,4.1%,32.84748,-115.56952,2020-04-08 10:37 EDT
Monterey,California,63,0,2,2,3.2%,36.21714603,-121.2390196,2020-04-08 10:37 EDT
Yolo,California,56,0,2,2,3.6%,38.73431,-121.81278999999999,2020-04-08 10:37 EDT
Humboldt,California,50,0,0,0,0.0%,40.69879803,-123.87371470000001,2020-04-08 10:37 EDT
Nevada,California,34,0,1,1,2.9%,39.2616,-121.0161,2020-04-08 10:37 EDT
Merced,California,34,0,1,1,2.9%,37.19187429,-120.717739,2020-04-08 10:37 EDT
San Benito,California,31,0,2,2,6.5%,36.50506,-121.08332,2020-04-08 10:37 EDT
Madera,California,28,0,2,2,7.1%,36.96205,-120.06398999999999,2020-04-08 10:37 EDT
El Dorado,California,28,0,0,0,0.0%,38.68217,-120.84683000000001,2020-04-08 10:37 EDT
Shasta,California,23,0,3,3,13.0%,40.598279999999995,-122.49095,2020-04-08 10:37 EDT
Napa,California,23,0,2,2,8.7%,38.50647693,-122.3306091,2020-04-08 10:37 EDT
Mono,California,19,0,1,1,5.3%,37.93749777,-118.8838882,2020-04-08 10:37 EDT
Sutter,California,19,0,2,2,10.5%,39.0346753900001,-121.694845711,2020-04-08 10:37 EDT
Butte,California,13,0,0,0,0.0%,39.66709143,-121.60091100000001,2020-04-08 10:37 EDT
Yuba,California,13,0,0,0,0.0%,39.26918299,-121.3512653,2020-04-08 10:37 EDT
Inyo,California,11,0,0,0,0.0%,36.511060297,-117.41059195,2020-04-08 10:37 EDT
Calaveras,California,5,0,0,0,0.0%,38.20473567,-120.55406550000001,2020-04-08 10:37 EDT
Kings,California,5,0,0,0,0.0%,36.075430705,-119.815354141,2020-04-08 10:37 EDT
Mendocino,California,4,0,0,0,0.0%,39.44024063,-123.3912784,2020-04-08 10:37 EDT
Siskiyou,California,4,0,0,0,0.0%,41.59256366,-122.54077720000001,2020-04-08 10:37 EDT
Amador,California,3,0,0,0,0.0%,38.44606535,-120.65175500000001,2020-04-08 10:37 EDT
Colusa,California,3,0,0,0,0.0%,39.1775976810001,-122.237102265,2020-04-08 10:37 EDT
Plumas,California,3,0,0,0,0.0%,40.0007023550001,-120.83349825399999,2020-04-08 10:37 EDT
Glenn,California,2,0,0,0,0.0%,39.598279844000004,-122.392389048,2020-04-08 10:37 EDT
Del Norte,California,2,0,0,0,0.0%,41.743175752000106,-123.897110706,2020-04-08 10:37 EDT
Lake,California,2,0,0,0,0.0%,39.102653429,-122.75089742799999,2020-04-08 10:37 EDT
Alpine,California,1,0,0,0,0.0%,38.597333049,-119.820421252,2020-04-08 10:37 EDT
Tuolumne,California,1,0,0,0,0.0%,38.0276436720001,-119.954653631,2020-04-08 10:37 EDT
Tehama,California,1,0,0,0,0.0%,40.125696943,-122.233915293,2020-04-08 10:37 EDT
Orleans,Louisiana,4942,0,185,185,3.7%,30.03843182,-89.90055149,2020-04-08 10:37 EDT
Jefferson,Louisiana,3922,0,137,137,3.5%,29.9596,-90.17182,2020-04-08 10:37 EDT
East Baton Rouge,Louisiana,892,0,31,31,3.5%,30.53926541,-91.09217012,2020-04-08 10:37 EDT
Caddo,Louisiana,756,0,26,26,3.4%,32.75632,-93.97374,2020-04-08 10:37 EDT
St. Tammany,Louisiana,700,0,17,17,2.4%,30.39408,-89.89506999999998,2020-04-08 10:37 EDT
St. John the Baptist,Louisiana,415,0,34,34,8.2%,30.07866499,-90.54541322,2020-04-08 10:37 EDT
Ascension,Louisiana,358,0,11,11,3.1%,30.20549338,-90.90885829999999,2020-04-08 10:37 EDT
Lafourche,Louisiana,322,0,7,7,2.2%,29.765290000000004,-90.76881,2020-04-08 10:37 EDT
St. Charles,Louisiana,310,0,19,19,6.1%,29.905279800000002,-90.3824403,2020-04-08 10:37 EDT
St. Bernard,Louisiana,289,0,10,10,3.5%,29.86715,-89.85868,2020-04-08 10:37 EDT
Lafayette,Louisiana,272,0,7,7,2.6%,30.20678822,-92.06389372,2020-04-08 10:37 EDT
Ouachita,Louisiana,264,0,1,1,0.4%,32.47831651,-92.15480686,2020-04-08 10:37 EDT
Tangipahoa,Louisiana,238,0,3,3,1.3%,30.64545741,-90.41177337,2020-04-08 10:37 EDT
Terrebonne,Louisiana,194,0,11,11,5.7%,29.43006669,-90.87546183,2020-04-08 10:37 EDT
Calcasieu,Louisiana,186,0,3,3,1.6%,30.229699199999995,-93.35799892,2020-04-08 10:37 EDT
St. James,Louisiana,176,0,6,6,3.4%,30.41825,-91.09344,2020-04-08 10:37 EDT
Iberville,Louisiana,160,0,8,8,5.0%,30.25861183,-91.35399609,2020-04-08 10:37 EDT
Bossier,Louisiana,146,0,4,4,2.7%,32.67886191,-93.60531071,2020-04-08 10:37 EDT
Rapides,Louisiana,129,0,4,4,3.1%,31.19843924,-92.53308595,2020-04-08 10:37 EDT
Plaquemines,Louisiana,115,0,7,7,6.1%,29.48327508,-89.6525564,2020-04-08 10:37 EDT
St. Martin,Louisiana,101,0,4,4,4.0%,30.12895397,-91.60824755,2020-04-08 10:37 EDT
Washington,Louisiana,100,0,2,2,2.0%,30.85339216,-90.04050446,2020-04-08 10:37 EDT
Livingston,Louisiana,94,0,1,1,1.1%,30.45023884,-90.73914828,2020-04-08 10:37 EDT
De Soto,Louisiana,89,0,6,6,6.7%,32.05631831,-93.73641134,2020-04-08 10:37 EDT
Iberia,Louisiana,89,0,5,5,5.6%,29.898011199999996,-91.72954301,2020-04-08 10:37 EDT
Assumption,Louisiana,84,0,1,1,1.2%,29.9008158,-91.06259177,2020-04-08 10:37 EDT
Acadia,Louisiana,82,0,2,2,2.4%,30.29050871,-92.41197696,2020-04-08 10:37 EDT
St. Mary,Louisiana,76,0,0,0,0.0%,29.71330317,-91.44813878,2020-04-08 10:37 EDT
St. Landry,Louisiana,60,0,4,4,6.7%,30.844359999999998,-92.2579,2020-04-08 10:37 EDT
Allen,Louisiana,58,0,5,5,8.6%,30.6527174,-92.82796952,2020-04-08 10:37 EDT
West Baton Rouge,Louisiana,52,0,7,7,13.5%,30.45019000000001,-91.20510999999999,2020-04-08 10:37 EDT
Webster,Louisiana,50,0,2,2,4.0%,32.71359019,-93.33509249,2020-04-08 10:37 EDT
Parish Under Investigation,Louisiana,49,0,2,2,4.1%,30.185846167000108,-91.42642,2020-04-08 10:37 EDT
Avoyelles,Louisiana,45,0,1,1,2.2%,31.07628851,-92.00134123,2020-04-08 10:37 EDT
East Feliciana,Louisiana,39,0,0,0,0.0%,30.844826069000106,-91.04601836599993,2020-04-08 10:37 EDT
Union,Louisiana,33,0,0,0,0.0%,32.8318561880001,-92.374800889,2020-04-08 10:37 EDT
West Feliciana,Louisiana,31,0,0,0,0.0%,30.8819257600001,-91.4169597279999,2020-04-08 10:37 EDT
Claiborne,Louisiana,30,0,2,2,6.7%,32.82278787,-92.99576115,2020-04-08 10:37 EDT
Franklin,Louisiana,28,0,0,0,0.0%,32.13329942700011,-91.673797081,2020-04-08 10:37 EDT
Pointe Coupee,Louisiana,26,0,0,0,0.0%,30.7346500000001,-91.43281,2020-04-08 10:37 EDT
Jefferson Davis,Louisiana,25,0,1,1,4.0%,30.26768508300011,-92.8141435379999,2020-04-08 10:37 EDT
Natchitoches,Louisiana,24,0,0,0,0.0%,31.7825,-93.12601,2020-04-08 10:37 EDT
Beauregard,Louisiana,23,0,0,0,0.0%,30.64850162,-93.34333182,2020-04-08 10:37 EDT
Evangeline,Louisiana,23,0,0,0,0.0%,30.72895002,-92.405885,2020-04-08 10:37 EDT
Lincoln,Louisiana,22,0,0,0,0.0%,33.98547052,-91.55475994,2020-04-08 10:37 EDT
Morehouse,Louisiana,20,0,0,0,0.0%,32.8201776540001,-91.801805865,2020-04-08 10:37 EDT
Vermilion,Louisiana,19,0,1,1,5.3%,29.852994306,-92.31213269700001,2020-04-08 10:37 EDT
Bienville,Louisiana,17,0,1,1,5.9%,32.34725238,-93.05591905,2020-04-08 10:37 EDT
Catahoula,Louisiana,13,0,1,1,7.7%,31.666355100000004,-91.84685928,2020-04-08 10:37 EDT
Richland,Louisiana,13,0,0,0,0.0%,32.41776224,-91.76340821,2020-04-08 10:37 EDT
Caldwell,Louisiana,13,0,0,0,0.0%,32.0922523,-92.11650781799999,2020-04-08 10:37 EDT
Concordia,Louisiana,11,0,1,1,9.1%,31.449419401999997,-91.643173715,2020-04-08 10:37 EDT
Vernon,Louisiana,11,0,0,0,0.0%,31.10830016,-93.18407486,2020-04-08 10:37 EDT
Grant,Louisiana,10,0,0,0,0.0%,32.782135499999995,-108.28364850000001,2020-04-08 10:37 EDT
St. Helena,Louisiana,10,0,0,0,0.0%,30.821929917,-90.71040379,2020-04-08 10:37 EDT
Sabine,Louisiana,7,0,0,0,0.0%,31.5713204700001,-93.52722547699993,2020-04-08 10:37 EDT
La Salle,Louisiana,6,0,0,0,0.0%,31.676695876999997,-92.160414712,2020-04-08 10:37 EDT
Jackson,Louisiana,5,0,0,0,0.0%,32.301987792,-92.55763308199994,2020-04-08 10:37 EDT
Winn,Louisiana,3,0,1,1,33.3%,31.944314772,-92.636648829,2020-04-08 10:37 EDT
Red River,Louisiana,2,0,1,1,50.0%,32.09307819,-93.33989490100001,2020-04-08 10:37 EDT
Madison,Louisiana,2,0,0,0,0.0%,32.3640052690001,-91.248975236,2020-04-08 10:37 EDT
