County Name,State Name,Confirmed,New,Death,New Death,Fatality Rate,Recovered,New Recovered,Latitude,Longitude,Last Update
Los Angeles,California,306388,1318,7057,13,2.3%,12470,94,34.053490000000004,-118.24531999999999,2020-10-30 19:57 EDT
Riverside,California,68050,498,1319,13,1.9%,60728,238,33.98171,-117.37404,2020-10-30 19:57 EDT
San Bernardino,California,64367,236,1074,1,1.7%,60620,214,34.10524,-117.29411999999999,2020-10-30 19:57 EDT
Orange,California,59718,276,1475,7,2.5%,53265,211,33.78787,-117.85071,2020-10-30 19:57 EDT
San Diego,California,55898,0,885,0,1.6%,1138,0,32.71568,-117.16171000000001,2020-10-30 19:57 EDT
Kern,California,34308,154,423,1,1.2%,17406,52,35.34281638,-118.7299395,2020-10-30 19:57 EDT
Fresno,California,31195,0,439,0,1.4%,20335,0,36.74084000000001,-119.78551999999999,2020-10-30 19:57 EDT
Sacramento,California,26185,167,500,0,1.9%,23699,176,38.57944000000001,-121.49085,2020-10-30 19:57 EDT
Santa Clara,California,24867,202,406,2,1.6%,178,0,37.35579,-121.95508999999998,2020-10-30 19:57 EDT
Alameda,California,23636,0,463,0,2.0%,0,0,37.76683,-122.2453,2020-10-30 19:57 EDT
San Joaquin,California,22106,112,494,2,2.2%,20719,52,37.93479557,-121.2713112,2020-10-30 19:57 EDT
Contra Costa,California,19086,105,246,0,1.3%,18074,53,37.91793732,-121.9259354,2020-10-30 19:57 EDT
Tulare,California,17852,52,293,1,1.6%,17015,125,36.20649,-119.34305,2020-10-30 19:57 EDT
Stanislaus,California,17814,0,400,0,2.2%,17077,0,37.55932622,-120.9976619,2020-10-30 19:57 EDT
Ventura,California,14410,85,166,0,1.2%,13682,87,34.28082,-119.29231999999999,2020-10-30 19:57 EDT
Imperial,California,13038,15,338,0,2.6%,12233,46,32.84748,-115.56952,2020-10-30 19:57 EDT
San Francisco,California,12320,43,147,2,1.2%,520,0,37.777120000000004,-122.41963999999999,2020-10-30 19:57 EDT
Monterey,California,11705,89,95,0,0.8%,8978,73,36.21714603,-121.2390196,2020-10-30 19:57 EDT
San Mateo,California,11341,63,161,2,1.4%,0,0,37.54704,-122.31485,2020-10-30 19:57 EDT
Santa Barbara,California,9919,0,126,0,1.3%,9655,0,34.41938,-119.69905,2020-10-30 19:57 EDT
Merced,California,9623,0,155,0,1.6%,9122,0,37.19187429,-120.717739,2020-10-30 19:57 EDT
Sonoma,California,9601,32,136,0,1.4%,7770,0,38.29188,-122.45728000000001,2020-10-30 19:57 EDT
Kings,California,8456,35,83,0,1.0%,7049,111,36.07543071,-119.8153541,2020-10-30 19:57 EDT
Solano,California,7586,0,76,0,1.0%,7092,0,38.27793363,-121.9272405,2020-10-30 19:57 EDT
Marin,California,7121,0,129,0,1.8%,6982,0,38.07188727,-122.7195348,2020-10-30 19:57 EDT
Madera,California,5066,0,76,0,1.5%,4663,0,36.96205,-120.06398999999999,2020-10-30 19:57 EDT
Placer,California,4353,63,59,0,1.4%,3857,25,39.05913563,-120.75363279999999,2020-10-30 19:57 EDT
San Luis Obispo,California,4298,33,32,0,0.7%,4074,30,35.28579000000001,-120.66275,2020-10-30 19:57 EDT
Yolo,California,3250,0,60,0,1.8%,42,0,38.73431,-121.81278999999999,2020-10-30 19:57 EDT
Butte,California,3127,0,53,0,1.7%,2972,0,39.66709143,-121.60091100000001,2020-10-30 19:57 EDT
Santa Cruz,California,2884,23,26,1,0.9%,2632,11,36.97424,-122.03098,2020-10-30 19:57 EDT
Napa,California,2021,19,15,0,0.7%,1814,54,38.50647693,-122.3306091,2020-10-30 19:57 EDT
Shasta,California,1999,12,31,0,1.6%,1866,0,40.598279999999995,-122.49095,2020-10-30 19:57 EDT
Sutter,California,1897,0,12,0,0.6%,1827,0,39.03467539,-121.69484569999999,2020-10-30 19:57 EDT
San Benito,California,1449,0,15,0,1.0%,1417,0,36.50506,-121.08332,2020-10-30 19:57 EDT
El Dorado,California,1388,8,4,0,0.3%,1267,7,38.68217,-120.84683000000001,2020-10-30 19:57 EDT
Yuba,California,1346,0,10,0,0.7%,1278,0,39.26918299,-121.3512653,2020-10-30 19:57 EDT
Mendocino,California,1156,0,21,0,1.8%,1093,0,39.44024063,-123.3912784,2020-10-30 19:57 EDT
Tehama,California,921,3,9,0,1.0%,805,10,40.12569694,-122.23391529999999,2020-10-30 19:57 EDT
Lassen,California,771,5,1,0,0.1%,751,0,40.68244754,-120.60036909999998,2020-10-30 19:57 EDT
Lake,California,704,0,17,0,2.4%,632,0,39.10265343,-122.75089740000001,2020-10-30 19:57 EDT
Glenn,California,685,3,3,0,0.4%,657,1,39.59827984,-122.392389,2020-10-30 19:57 EDT
Nevada,California,635,0,8,0,1.3%,579,0,39.2616,-121.0161,2020-10-30 19:57 EDT
