County Name,State Name,Confirmed,New,Death,New Death,Fatality Rate,Latitude,Longitude,Last Update
New York,New York,51809,0,1562,1562,3.0%,40.71455,-74.00714,2020-04-02 23:49 EDT
Westchester,New York,11567,0,67,67,0.6%,41.16319759,-73.7560629,2020-04-02 23:49 EDT
Nassau,New York,10587,0,95,95,0.9%,40.74165225,-73.58899619,2020-04-02 23:49 EDT
Suffolk,New York,8746,0,84,84,1.0%,40.87732808,-72.85898036,2020-04-02 23:49 EDT
Rockland,New York,3751,0,42,42,1.1%,41.152374,-74.02401032,2020-04-02 23:49 EDT
Orange,New York,2048,0,30,30,1.5%,41.40206825,-74.30559567,2020-04-02 23:49 EDT
Erie,New York,734,0,19,19,2.6%,42.76382119,-78.73224973,2020-04-02 23:49 EDT
Dutchess,New York,667,0,5,5,0.7%,41.76477515,-73.74281684,2020-04-02 23:49 EDT
Monroe,New York,420,0,9,9,2.1%,43.14604282,-77.69674911,2020-04-02 23:49 EDT
Onondaga,New York,301,0,2,2,0.7%,43.004870000000004,-76.1836,2020-04-02 23:49 EDT
Albany,New York,253,0,2,2,0.8%,42.65155,-73.75520999999998,2020-04-02 23:49 EDT
Ulster,New York,243,0,3,3,1.2%,41.95986,-73.99033,2020-04-02 23:49 EDT
Putnam,New York,216,0,7,7,3.2%,41.42653455,-73.7494999,2020-04-02 23:49 EDT
Sullivan,New York,156,0,5,5,3.2%,41.71631354,-74.76811083,2020-04-02 23:49 EDT
Saratoga,New York,132,0,1,1,0.8%,43.06974,-73.63661,2020-04-02 23:49 EDT
Schenectady,New York,101,0,1,1,1.0%,42.81238,-73.94122,2020-04-02 23:49 EDT
Niagara,New York,91,0,0,0,0.0%,43.19998147,-78.74522262,2020-04-02 23:49 EDT
Tompkins,New York,87,0,0,0,0.0%,42.44933495,-76.47064359,2020-04-02 23:49 EDT
Madison,New York,77,0,2,2,2.6%,42.91290749,-75.66978904,2020-04-02 23:49 EDT
Rensselaer,New York,67,0,0,0,0.0%,42.71086263,-73.5097379,2020-04-02 23:49 EDT
Oneida,New York,61,0,1,1,1.6%,43.24306498,-75.42583597,2020-04-02 23:49 EDT
Columbia,New York,51,0,2,2,3.9%,42.25001078,-73.63186134,2020-04-02 23:49 EDT
Broome,New York,46,0,4,4,8.7%,42.16021802,-75.81964586,2020-04-02 23:49 EDT
Steuben,New York,43,0,0,0,0.0%,42.26782685,-77.38382596,2020-04-02 23:49 EDT
St. Lawrence,New York,42,0,0,0,0.0%,44.17727,-76.16771999999997,2020-04-02 23:49 EDT
Oswego,New York,28,0,0,0,0.0%,43.436525700000004,-76.14924403,2020-04-02 23:49 EDT
Chenango,New York,28,0,0,0,0.0%,42.49349443,-75.61153709999998,2020-04-02 23:49 EDT
Wayne,New York,27,0,0,0,0.0%,42.474131,-77.09816,2020-04-02 23:49 EDT
Clinton,New York,26,0,0,0,0.0%,44.7904,-73.6006,2020-04-02 23:49 EDT
Ontario,New York,26,0,0,0,0.0%,42.85288942,-77.29981098,2020-04-02 23:49 EDT
Delaware,New York,23,0,1,1,4.3%,42.19804334,-74.96635196,2020-04-02 23:49 EDT
Chemung,New York,22,0,0,0,0.0%,42.1411881,-76.76001059999999,2020-04-02 23:49 EDT
