County Name,State Name,Confirmed,New,Death,New Death,Fatality Rate,Latitude,Longitude,Last Update
New York,New York,81803,0,4571,4571,5.6%,40.71455,-74.00714,2020-04-09 11:57 EDT
Nassau,New York,18548,0,566,566,3.1%,40.74165225,-73.58899619,2020-04-09 11:57 EDT
Suffolk,New York,17008,0,323,323,1.9%,40.87732808,-72.85898036,2020-04-09 11:57 EDT
Westchester,New York,15887,0,315,315,2.0%,41.16319759,-73.7560629,2020-04-09 11:57 EDT
Rockland,New York,6413,0,154,154,2.4%,41.152374,-74.02401032,2020-04-09 11:57 EDT
Orange,New York,4075,0,107,107,2.6%,41.40206825,-74.30559567,2020-04-09 11:57 EDT
Dutchess,New York,1395,0,10,10,0.7%,41.76477515,-73.74281684,2020-04-09 11:57 EDT
Erie,New York,1345,0,46,46,3.4%,42.76382119,-78.73224973,2020-04-09 11:57 EDT
Monroe,New York,651,0,34,34,5.2%,43.14604282,-77.69674911,2020-04-09 11:57 EDT
Ulster,New York,462,0,7,7,1.5%,41.95986,-73.99033,2020-04-09 11:57 EDT
Putnam,New York,427,0,7,7,1.6%,41.42653455,-73.7494999,2020-04-09 11:57 EDT
Onondaga,New York,422,0,6,6,1.4%,43.00487,-76.1836,2020-04-09 11:57 EDT
Albany,New York,342,0,9,9,2.6%,42.65155,-73.75520999999998,2020-04-09 11:57 EDT
Sullivan,New York,296,0,7,7,2.4%,41.71631354,-74.76811083,2020-04-09 11:57 EDT
Saratoga,New York,162,0,4,4,2.5%,43.06974,-73.63661,2020-04-09 11:57 EDT
Niagara,New York,155,0,1,1,0.6%,43.19998147,-78.74522262,2020-04-09 11:57 EDT
Schenectady,New York,149,0,7,7,4.7%,42.81238,-73.94122,2020-04-09 11:57 EDT
Oneida,New York,125,0,2,2,1.6%,43.24306498,-75.42583597,2020-04-09 11:57 EDT
Tompkins,New York,105,0,0,0,0.0%,42.44933495,-76.47064359,2020-04-09 11:57 EDT
Broome,New York,93,0,6,6,6.5%,42.16021802,-75.81964586,2020-04-09 11:57 EDT
Madison,New York,92,0,3,3,3.3%,42.91290749,-75.66978904,2020-04-09 11:57 EDT
Rensselaer,New York,88,0,3,3,3.4%,42.71086263,-73.5097379,2020-04-09 11:57 EDT
Steuben,New York,87,0,6,6,6.9%,42.26782685,-77.38382596,2020-04-09 11:57 EDT
St. Lawrence,New York,78,0,0,0,0.0%,44.17727,-76.16771999999997,2020-04-09 11:57 EDT
Columbia,New York,76,0,4,4,5.3%,42.25001078,-73.63186134,2020-04-09 11:57 EDT
Chemung,New York,55,0,1,1,1.8%,42.1411881,-76.76001059999999,2020-04-09 11:57 EDT
