County Name,State Name,Confirmed,New,Death,New Death,Fatality Rate,Latitude,Longitude,Last Update
New York,New York,118302,7837,8455,8455,7.1%,40.71455,-74.00714,2020-04-15 22:51 EDT
Nassau,New York,26715,1465,1057,1057,4.0%,40.74165225,-73.58899619,2020-04-15 22:51 EDT
Suffolk,New York,23708,689,653,653,2.8%,40.87732808,-72.85898036,2020-04-15 22:51 EDT
Westchester,New York,20947,756,640,640,3.1%,41.16319759,-73.7560629,2020-04-15 22:51 EDT
Rockland,New York,8474,139,298,298,3.5%,41.152374,-74.02401032,2020-04-15 22:51 EDT
Orange,New York,5830,0,178,178,3.1%,41.40206825,-74.30559567,2020-04-15 22:51 EDT
Dutchess,New York,2048,114,18,18,0.9%,41.76477515,-73.74281684,2020-04-15 22:51 EDT
Erie,New York,1812,82,104,104,5.7%,42.76382119,-78.73224973,2020-04-15 22:51 EDT
Monroe,New York,884,34,56,56,6.3%,43.14604282,-77.69674911,2020-04-15 22:51 EDT
Ulster,New York,804,59,13,13,1.6%,41.95986,-73.99033,2020-04-15 22:51 EDT
Putnam,New York,634,0,7,7,1.1%,41.42653455,-73.7494999,2020-04-15 22:51 EDT
Onondaga,New York,563,26,12,12,2.1%,43.004870000000004,-76.1836,2020-04-15 22:51 EDT
Albany,New York,548,13,20,20,3.6%,42.65155,-73.75520999999998,2020-04-15 22:51 EDT
Sullivan,New York,424,9,10,10,2.4%,41.71631354,-74.76811083,2020-04-15 22:51 EDT
Oneida,New York,246,17,4,4,1.6%,43.24306498,-75.42583597,2020-04-15 22:51 EDT
Schenectady,New York,237,2,8,8,3.4%,42.81238,-73.94122,2020-04-15 22:51 EDT
Niagara,New York,229,13,9,9,3.9%,43.19998147,-78.74522262,2020-04-15 22:51 EDT
Saratoga,New York,227,3,4,4,1.8%,43.06974,-73.63661,2020-04-15 22:51 EDT
Broome,New York,153,7,8,8,5.2%,42.16021802,-75.81964586,2020-04-15 22:51 EDT
Steuben,New York,151,4,16,16,10.6%,42.26782685,-77.38382596,2020-04-15 22:51 EDT
Rensselaer,New York,140,0,6,6,4.3%,42.71086263,-73.5097379,2020-04-15 22:51 EDT
Tompkins,New York,118,5,0,0,0.0%,42.44933495,-76.47064359,2020-04-15 22:51 EDT
Madison,New York,110,0,3,3,2.7%,42.91290749,-75.66978904,2020-04-15 22:51 EDT
Columbia,New York,100,7,10,10,10.0%,42.25001078,-73.63186134,2020-04-15 22:51 EDT
St. Lawrence,New York,92,0,0,0,0.0%,44.17727,-76.16771999999997,2020-04-15 22:51 EDT
Warren,New York,77,0,0,0,0.0%,43.5592099,-73.85881158,2020-04-15 22:51 EDT
Genesee,New York,76,0,2,2,2.6%,43.00094016,-78.1936949,2020-04-15 22:51 EDT
