County Name,State Name,Confirmed,New,Death,New Death,Fatality Rate,Latitude,Longitude,Last Update
New York,New York,36221,2453,790,790,2.2%,40.71455,-74.00714,2020-03-30 14:47 EDT
Westchester,New York,8519,0,10,10,0.1%,41.16319759,-73.7560629,2020-03-30 14:47 EDT
Nassau,New York,6445,0,39,39,0.6%,40.74165225,-73.58899619,2020-03-30 14:47 EDT
Suffolk,New York,5023,0,40,40,0.8%,40.87732808,-72.85898036,2020-03-30 14:47 EDT
Rockland,New York,2209,0,8,8,0.4%,41.152374,-74.02401032,2020-03-30 14:47 EDT
Orange,New York,1247,0,5,5,0.4%,41.40206825,-74.30559567,2020-03-30 14:47 EDT
Erie,New York,414,0,7,7,1.7%,42.76382119,-78.73224973,2020-03-30 14:47 EDT
Dutchess,New York,320,0,2,2,0.6%,41.76477515,-73.74281684,2020-03-30 14:47 EDT
Monroe,New York,246,23,6,6,2.4%,43.14604282,-77.69674911,2020-03-30 14:47 EDT
Albany,New York,205,0,1,1,0.5%,42.65155,-73.75520999999999,2020-03-30 14:47 EDT
Onondaga,New York,194,0,1,1,0.5%,43.004870000000004,-76.1836,2020-03-30 14:47 EDT
Ulster,New York,186,0,0,0,0.0%,41.95986,-73.99033,2020-03-30 14:47 EDT
Putnam,New York,144,0,0,0,0.0%,41.42653455,-73.7494999,2020-03-30 14:47 EDT
Saratoga,New York,108,0,1,1,0.9%,43.06974,-73.63661,2020-03-30 14:47 EDT
Sullivan,New York,88,0,0,0,0.0%,41.71631354,-74.76811083,2020-03-30 14:47 EDT
Schenectady,New York,76,0,1,1,1.3%,42.81238,-73.94122,2020-03-30 14:47 EDT
Tompkins,New York,70,0,0,0,0.0%,42.44933495,-76.47064359,2020-03-30 14:47 EDT
Rensselaer,New York,52,0,0,0,0.0%,42.71086263,-73.5097379,2020-03-30 14:47 EDT
Madison,New York,42,0,1,1,2.4%,42.91290749,-75.66978904,2020-03-30 14:47 EDT
Niagara,New York,38,0,0,0,0.0%,43.19998147,-78.74522262,2020-03-30 14:47 EDT
Columbia,New York,33,0,1,1,3.0%,42.25001078,-73.63186134,2020-03-30 14:47 EDT
Broome,New York,29,0,3,3,10.3%,42.16021802,-75.81964586,2020-03-30 14:47 EDT
Oneida,New York,26,0,0,0,0.0%,43.24306498,-75.42583597,2020-03-30 14:47 EDT
Ontario,New York,18,0,0,0,0.0%,42.85288942,-77.29981098,2020-03-30 14:47 EDT
Warren,New York,18,0,0,0,0.0%,43.5592099,-73.85881158,2020-03-30 14:47 EDT
Steuben,New York,17,0,0,0,0.0%,42.26782685,-77.38382596,2020-03-30 14:47 EDT
Chenango,New York,15,0,0,0,0.0%,42.49349443,-75.61153709999999,2020-03-30 14:47 EDT
Oswego,New York,15,0,0,0,0.0%,43.436525700000004,-76.14924403,2020-03-30 14:47 EDT
Chemung,New York,15,0,0,0,0.0%,42.1411881,-76.76001059999999,2020-03-30 14:47 EDT
Clinton,New York,14,0,0,0,0.0%,44.7904,-73.6006,2020-03-30 14:47 EDT
Otsego,New York,14,0,1,1,7.1%,42.63373751,-75.03256231,2020-03-30 14:47 EDT
Livingston,New York,13,0,0,0,0.0%,42.72808354,-77.77543855,2020-03-30 14:47 EDT
St. Lawrence,New York,13,0,0,0,0.0%,44.17727,-76.16771999999999,2020-03-30 14:47 EDT
Wayne,New York,12,0,0,0,0.0%,42.474131,-77.09816,2020-03-30 14:47 EDT
Herkimer,New York,10,0,2,2,20.0%,43.0259,-74.98433,2020-03-30 14:47 EDT
Cortland,New York,10,0,0,0,0.0%,42.59500111,-76.07023743,2020-03-30 14:47 EDT
Genesee,New York,9,0,0,0,0.0%,43.00094016,-78.1936949,2020-03-30 14:47 EDT
Washington,New York,9,0,0,0,0.0%,43.31227113,-73.43096234,2020-03-30 14:47 EDT
Delaware,New York,8,0,0,0,0.0%,42.19804334,-74.96635196,2020-03-30 14:47 EDT
Wyoming,New York,8,0,1,1,12.5%,42.70242659,-78.22443261,2020-03-30 14:47 EDT
Tioga,New York,7,0,0,0,0.0%,42.06057,-76.34519,2020-03-30 14:47 EDT
