County Name,State Name,Confirmed,New,Death,New Death,Fatality Rate,Recovered,New Recovered,Latitude,Longitude,Last Update
Los Angeles,California,235513,83,5664,0,2.4%,9301,108,34.053490000000004,-118.24531999999999,2020-08-27 20:25 EDT
Riverside,California,51538,0,984,0,1.9%,40769,0,33.98171,-117.37404,2020-08-27 20:25 EDT
Orange,California,47459,369,947,29,2.0%,39678,549,33.78787,-117.85071,2020-08-27 20:25 EDT
San Bernardino,California,46407,356,715,6,1.5%,39032,668,34.10524,-117.29411999999999,2020-08-27 20:25 EDT
San Diego,California,37222,0,668,0,1.8%,1138,0,32.71568,-117.16171000000001,2020-08-27 20:25 EDT
Kern,California,28854,242,256,5,0.9%,10903,344,35.34281638,-118.7299395,2020-08-27 20:25 EDT
Fresno,California,23932,0,239,0,1.0%,10741,0,36.74084000000001,-119.78551999999999,2020-08-27 20:25 EDT
Alameda,California,17385,0,243,0,1.4%,0,0,37.76683,-122.2453,2020-08-27 20:25 EDT
Sacramento,California,16909,167,265,6,1.6%,12999,0,38.57944000000001,-121.49085,2020-08-27 20:25 EDT
San Joaquin,California,16773,158,305,8,1.8%,15092,171,37.93479557,-121.2713112,2020-08-27 20:25 EDT
Santa Clara,California,16393,0,237,0,1.4%,178,0,37.35579,-121.95508999999998,2020-08-27 20:25 EDT
Stanislaus,California,13886,365,240,3,1.7%,12803,58,37.55932622,-120.9976619,2020-08-27 20:25 EDT
Tulare,California,13775,102,229,5,1.7%,12879,143,36.20649,-119.34305,2020-08-27 20:25 EDT
Contra Costa,California,13398,139,173,1,1.3%,11907,188,37.91793732,-121.9259354,2020-08-27 20:25 EDT
Imperial,California,10573,64,286,3,2.7%,9452,39,32.84748,-115.56952,2020-08-27 20:25 EDT
Ventura,California,10207,0,107,0,1.0%,8789,0,34.28082,-119.29231999999999,2020-08-27 20:25 EDT
San Francisco,California,9149,89,82,2,0.9%,520,0,37.777120000000004,-122.41963999999999,2020-08-27 20:25 EDT
Santa Barbara,California,7916,0,90,0,1.1%,7585,0,34.41938,-119.69905,2020-08-27 20:25 EDT
San Mateo,California,7911,62,130,0,1.6%,0,0,37.54704,-122.31485,2020-08-27 20:25 EDT
Merced,California,7744,0,112,0,1.4%,6109,89,37.19187429,-120.717739,2020-08-27 20:25 EDT
Monterey,California,7522,71,53,0,0.7%,1471,0,36.21714603,-121.2390196,2020-08-27 20:25 EDT
Kings,California,6021,44,72,0,1.2%,3956,450,36.07543071,-119.8153541,2020-08-27 20:25 EDT
Marin,California,5999,0,95,0,1.6%,4347,0,38.07188727,-122.7195348,2020-08-27 20:25 EDT
Sonoma,California,5422,71,75,0,1.4%,3035,0,38.29188,-122.45728000000001,2020-08-27 20:25 EDT
Solano,California,5280,0,46,0,0.9%,4918,0,38.27793363,-121.9272405,2020-08-27 20:25 EDT
Madera,California,3551,0,53,0,1.5%,2921,0,36.96205,-120.06398999999999,2020-08-27 20:25 EDT
Placer,California,2875,23,32,0,1.1%,2552,35,39.05913563,-120.75363279999999,2020-08-27 20:25 EDT
San Luis Obispo,California,2842,50,21,0,0.7%,2364,32,35.28579000000001,-120.66275,2020-08-27 20:25 EDT
Yolo,California,2274,0,49,0,2.2%,42,0,38.73431,-121.81278999999999,2020-08-27 20:25 EDT
Butte,California,1744,0,21,0,1.2%,1458,0,39.66709143,-121.60091100000001,2020-08-27 20:25 EDT
Santa Cruz,California,1721,7,7,0,0.4%,1433,22,36.97424,-122.03098,2020-08-27 20:25 EDT
Napa,California,1393,16,13,0,0.9%,708,31,38.50647693,-122.3306091,2020-08-27 20:25 EDT
Sutter,California,1325,13,8,0,0.6%,736,20,39.03467539,-121.69484569999999,2020-08-27 20:25 EDT
San Benito,California,998,0,7,0,0.7%,895,0,36.50506,-121.08332,2020-08-27 20:25 EDT
El Dorado,California,935,0,2,0,0.2%,808,0,38.68217,-120.84683000000001,2020-08-27 20:25 EDT
Yuba,California,893,10,6,1,0.7%,493,26,39.26918299,-121.3512653,2020-08-27 20:25 EDT
Lassen,California,716,1,0,0,0.0%,695,10,40.68244754,-120.60036909999998,2020-08-27 20:25 EDT
Mendocino,California,656,0,16,0,2.4%,550,0,39.44024063,-123.3912784,2020-08-27 20:25 EDT
Shasta,California,557,3,12,1,2.2%,511,0,40.598279999999995,-122.49095,2020-08-27 20:25 EDT
Colusa,California,439,5,6,0,1.4%,416,5,39.17759768,-122.2371023,2020-08-27 20:25 EDT
Glenn,California,435,1,3,0,0.7%,424,0,39.59827984,-122.392389,2020-08-27 20:25 EDT
Nevada,California,426,0,5,0,1.2%,358,0,39.2616,-121.0161,2020-08-27 20:25 EDT
Tehama,California,402,2,1,0,0.2%,344,7,40.12569694,-122.23391529999999,2020-08-27 20:25 EDT
Humboldt,California,361,0,4,0,1.1%,303,0,40.69879803,-123.87371470000001,2020-08-27 20:25 EDT
Lake,California,315,1,3,0,1.0%,291,3,39.10265343,-122.75089740000001,2020-08-27 20:25 EDT
Amador,California,231,0,14,0,6.1%,198,0,38.44606535,-120.65175500000001,2020-08-27 20:25 EDT
Calaveras,California,223,0,2,0,0.9%,186,0,38.20473567,-120.55406550000001,2020-08-27 20:25 EDT
Tuolumne,California,189,0,2,0,1.1%,167,0,38.02764367,-119.95465359999999,2020-08-27 20:25 EDT
Inyo,California,172,0,13,0,7.6%,84,0,36.5110603,-117.410592,2020-08-27 20:25 EDT
Mono,California,162,0,2,0,1.2%,0,0,37.93749777,-118.8838882,2020-08-27 20:25 EDT
Siskiyou,California,126,0,1,0,0.8%,115,0,41.59256366,-122.54077720000001,2020-08-27 20:25 EDT
Del Norte,California,121,0,1,0,0.8%,106,0,41.74317575,-123.89711070000001,2020-08-27 20:25 EDT
Mariposa,California,71,0,2,0,2.8%,67,0,37.58147049,-119.90545139999999,2020-08-27 20:25 EDT
Plumas,California,40,0,0,0,0.0%,40,0,40.00070236,-120.8334983,2020-08-27 20:25 EDT
Trinity,California,11,0,0,0,0.0%,8,0,40.65065829,-123.11263500000001,2020-08-27 20:25 EDT
Sierra,California,6,0,0,0,0.0%,6,0,39.58038432,-120.5160202,2020-08-27 20:25 EDT
Modoc,California,5,0,0,0,0.0%,5,0,41.57651716400005,-120.73684738599995,2020-08-27 20:25 EDT
Alpine,California,2,0,0,0,0.0%,2,0,38.59733305,-119.82042129999999,2020-08-27 20:25 EDT
Dallas,Texas,69881,0,890,0,1.3%,6293,0,32.778220000000005,-96.79512,2020-08-27 20:25 EDT
Harris--Houston,Texas,62387,290,781,13,1.3%,44029,77,29.66648008,-95.22438005,2020-08-27 20:25 EDT
Bexar,Texas,45488,0,1046,20,2.3%,40896,0,29.44892069,-98.52000770000001,2020-08-27 20:25 EDT
Harris--Non Houston,Texas,39283,306,491,5,1.2%,34581,5494,37.302192,-91.84458149999999,2020-08-27 20:25 EDT
Tarrant,Texas,38451,168,590,4,1.5%,34173,1503,32.8173,-97.07655,2020-08-27 20:25 EDT
Hidalgo,Texas,26606,655,1061,34,4.0%,22839,565,26.39702985,-98.18094296,2020-08-27 20:25 EDT
Travis,Texas,26117,100,347,5,1.3%,24951,118,30.33462266,-97.78218981,2020-08-27 20:25 EDT
Cameron,Texas,20617,755,712,0,3.5%,13778,668,26.13597462,-97.52423968,2020-08-27 20:25 EDT
El Paso,Texas,19925,172,406,11,2.0%,16413,203,31.759159999999998,-106.48749,2020-08-27 20:25 EDT
Nueces,Texas,18349,0,327,0,1.8%,10525,197,27.7262373,-97.61348194,2020-08-27 20:25 EDT
Fort Bend,Texas,14761,116,230,4,1.6%,11148,25,29.52745252,-95.77065084,2020-08-27 20:25 EDT
Collin,Texas,10785,215,108,2,1.0%,10288,0,33.1968,-96.80393000000001,2020-08-27 20:25 EDT
Galveston,Texas,10430,0,136,1,1.3%,7350,0,29.29532,-94.80790999999999,2020-08-27 20:25 EDT
Webb,Texas,10417,72,172,5,1.7%,9304,89,27.7925,-99.4228,2020-08-27 20:25 EDT
Denton,Texas,9544,138,125,3,1.3%,7370,171,33.216590000000004,-97.13162,2020-08-27 20:25 EDT
Brazoria,Texas,8981,95,131,1,1.5%,5515,207,29.049709999999997,-95.56200000000001,2020-08-27 20:25 EDT
Montgomery,Texas,8515,247,119,2,1.4%,5856,93,30.38862,-95.69633,2020-08-27 20:25 EDT
Williamson,Texas,7867,47,116,1,1.5%,7619,56,30.64806761,-97.60077209,2020-08-27 20:25 EDT
Lubbock,Texas,7035,60,92,1,1.3%,5468,54,33.61019304,-101.8204416,2020-08-27 20:25 EDT
Jefferson,Texas,6586,17,106,2,1.6%,5748,446,29.88366401,-94.16922753,2020-08-27 20:25 EDT
McLennan,Texas,6008,101,79,2,1.3%,4066,24,31.55234029,-97.20180587,2020-08-27 20:25 EDT
Hays,Texas,5322,14,55,2,1.0%,2897,27,30.1227,-97.8722,2020-08-27 20:25 EDT
Bell,Texas,4706,27,61,2,1.3%,3807,101,31.03765881,-97.47807382,2020-08-27 20:25 EDT
Brazos,Texas,4481,48,54,1,1.2%,4054,15,30.66048584,-96.30207301,2020-08-27 20:25 EDT
Potter,Texas,3981,15,46,0,1.2%,3717,11,35.40127385,-101.8939736,2020-08-27 20:25 EDT
Victoria,Texas,3755,0,75,3,2.0%,3361,48,28.79640375,-96.97175516,2020-08-27 20:25 EDT
Ellis,Texas,3700,30,55,0,1.5%,2131,0,32.34839289,-96.79460418,2020-08-27 20:25 EDT
Walker,Texas,3443,17,46,0,1.3%,3007,175,30.73898292,-95.57222968,2020-08-27 20:25 EDT
Ector,Texas,3440,0,61,2,1.8%,3363,45,31.86911555,-102.5428458,2020-08-27 20:25 EDT
Maverick,Texas,3248,20,78,5,2.4%,2095,0,28.74301122,-100.3142594,2020-08-27 20:25 EDT
Midland,Texas,3166,32,45,0,1.4%,2469,95,31.86932499,-102.0314523,2020-08-27 20:25 EDT
Smith,Texas,3158,22,57,3,1.8%,2698,0,32.37505601,-95.26910259,2020-08-27 20:25 EDT
Tom Green,Texas,3138,0,53,0,1.7%,2213,0,31.40442601,-100.4619795,2020-08-27 20:25 EDT
Kaufman,Texas,2725,20,36,3,1.3%,2645,18,32.60298369,-96.28946607,2020-08-27 20:25 EDT
Starr,Texas,2635,11,124,3,4.7%,1428,13,26.56239356,-98.7374609,2020-08-27 20:25 EDT
Anderson,Texas,2482,29,18,0,0.7%,818,0,31.81320101,-95.65250749,2020-08-27 20:25 EDT
Johnson,Texas,2470,19,42,0,1.7%,2378,10,32.37899029,-97.36641179,2020-08-27 20:25 EDT
Comal,Texas,2359,0,94,0,4.0%,1850,0,29.80818438,-98.2781952,2020-08-27 20:25 EDT
Randall,Texas,2125,23,27,1,1.3%,1842,9,34.96596461,-101.896888,2020-08-27 20:25 EDT
Angelina,Texas,1968,0,65,2,3.3%,1769,0,31.25730151,-94.63261756,2020-08-27 20:25 EDT
Val Verde,Texas,1912,31,86,0,4.5%,1438,0,26.17619,-98.08112,2020-08-27 20:25 EDT
Guadalupe,Texas,1885,3,71,1,3.8%,498,0,29.58309666,-97.94865645,2020-08-27 20:25 EDT
Gregg,Texas,1840,16,44,1,2.4%,950,0,32.48062462,-94.81699103,2020-08-27 20:25 EDT
Orange,Texas,1817,0,35,0,1.9%,835,0,30.128079800000002,-93.89665964,2020-08-27 20:25 EDT
Liberty,Texas,1670,5,42,1,2.5%,765,1,30.15168965,-94.81217381,2020-08-27 20:25 EDT
Parker,Texas,1632,17,24,0,1.5%,1546,11,32.77771907,-97.80511717,2020-08-27 20:25 EDT
Hale,Texas,1591,7,41,1,2.6%,1478,4,34.07052809,-101.8268085,2020-08-27 20:25 EDT
Bastrop,Texas,1571,10,25,0,1.6%,1330,21,30.10364375,-97.31201151,2020-08-27 20:25 EDT
Bee,Texas,1496,6,22,0,1.5%,1117,4,28.41736435,-97.74112569,2020-08-27 20:25 EDT
Titus,Texas,1436,0,22,1,1.5%,1255,7,33.21641768,-94.96537845,2020-08-27 20:25 EDT
Grayson,Texas,1421,13,24,2,1.7%,1306,2,33.61833228,-96.67387872,2020-08-27 20:25 EDT
Hunt,Texas,1392,7,27,1,1.9%,1152,0,33.13330985,-96.08803634,2020-08-27 20:25 EDT
Cherokee,Texas,1385,8,14,0,1.0%,853,0,31.83697709,-95.16516716,2020-08-27 20:25 EDT
Nacogdoches,Texas,1318,13,48,1,3.6%,1166,2,31.62343014,-94.62108091,2020-08-27 20:25 EDT
Rockwall,Texas,1293,9,21,0,1.6%,1230,8,32.89767022,-96.40784140000001,2020-08-27 20:25 EDT
Taylor,Texas,1260,6,33,0,2.6%,1097,10,32.30139883,-99.8899813,2020-08-27 20:25 EDT
Hardin,Texas,1254,0,19,0,1.5%,804,1,30.33236369,-94.39028561,2020-08-27 20:25 EDT
Wichita,Texas,1252,10,14,0,1.1%,1034,14,33.98410156,-98.70169462,2020-08-27 20:25 EDT
Caldwell,Texas,1230,4,32,0,2.6%,1105,8,29.83712413,-97.61996606,2020-08-27 20:25 EDT
San Patricio,Texas,1226,0,57,5,4.6%,1051,0,27.95808,-97.77216999999999,2020-08-27 20:25 EDT
Wharton,Texas,1169,4,41,0,3.5%,494,0,29.27780211,-96.22208396,2020-08-27 20:25 EDT
Chambers,Texas,1123,0,5,0,0.4%,1011,0,29.73914352,-94.60816907,2020-08-27 20:25 EDT
Moore,Texas,1112,0,18,0,1.6%,1033,3,35.83767359,-101.89287970000001,2020-08-27 20:25 EDT
Medina,Texas,1103,2,35,1,3.2%,832,33,29.35563822,-99.11002449,2020-08-27 20:25 EDT
Navarro,Texas,1058,10,14,0,1.3%,902,0,32.0498125,-96.48283409,2020-08-27 20:25 EDT
Grimes,Texas,982,3,29,0,3.0%,856,3,30.54365581,-95.98530182,2020-08-27 20:25 EDT
Jim Wells,Texas,957,0,24,1,2.5%,700,20,27.73131457,-98.08982112,2020-08-27 20:25 EDT
Bowie,Texas,914,0,43,0,4.7%,670,0,33.559,-97.8486,2020-08-27 20:25 EDT
Matagorda,Texas,895,4,38,0,4.2%,561,0,28.691229999999997,-95.96755,2020-08-27 20:25 EDT
Coryell,Texas,850,57,10,1,1.2%,657,9,31.39084072,-97.79914193,2020-08-27 20:25 EDT
Madison,Texas,836,0,5,1,0.6%,587,8,30.96554711,-95.9283315,2020-08-27 20:25 EDT
Willacy,Texas,822,0,42,1,5.1%,694,3,26.47115592,-97.64817396,2020-08-27 20:25 EDT
DeWitt,Texas,817,19,25,0,3.1%,259,0,29.08205895,-97.3568176,2020-08-27 20:25 EDT
Gonzales,Texas,805,0,12,0,1.5%,664,13,29.45673157,-97.49257797,2020-08-27 20:25 EDT
Lamar,Texas,791,0,24,0,3.0%,596,17,33.66742106,-95.57087079,2020-08-27 20:25 EDT
Deaf Smith,Texas,790,5,19,0,2.4%,628,6,34.96599069,-102.60477540000001,2020-08-27 20:25 EDT
Harrison,Texas,787,4,26,0,3.3%,700,1,32.54669101,-94.37419702,2020-08-27 20:25 EDT
Henderson,Texas,786,15,16,0,2.0%,437,0,32.20986317,-95.84344062,2020-08-27 20:25 EDT
Polk,Texas,774,0,16,0,2.1%,680,0,30.79487495,-94.81733825,2020-08-27 20:25 EDT
Hood,Texas,756,19,21,0,2.8%,676,12,32.42998661,-97.83217761,2020-08-27 20:25 EDT
