County Name,State Name,Confirmed,New,Death,New Death,Fatality Rate,Recovered,New Recovered,Latitude,Longitude,Last Update
Los Angeles,California,1124975,0,17077,0,1.5%,3859,2847,34.053490000000004,-118.24532,2021-02-03 20:19 EDT
Riverside,California,277724,793,3278,27,1.2%,4729,234,33.98171,-117.37404,2021-02-03 20:19 EDT
San Bernardino,California,275372,296,1917,61,0.7%,5119,058,34.10524,-117.29412,2021-02-03 20:19 EDT
San Diego,California,240050,0,2629,0,1.1%,3379,569,32.71568,-117.16171,2021-02-03 20:19 EDT
Orange,California,234708,546,3199,37,1.4%,2699,687,33.78787,-117.85071,2021-02-03 20:19 EDT
Santa Clara,California,102836,409,1433,15,1.4%,347,134,37.35579,-121.95508999999998,2021-02-03 20:19 EDT
Kern,California,95554,560,641,15,0.7%,1619,792,35.34281638,-118.7299395,2021-02-03 20:19 EDT
Fresno,California,89272,0,1185,0,1.3%,2529,599,36.74084000000001,-119.78552,2021-02-03 20:19 EDT
Sacramento,California,87037,242,1281,10,1.5%,1359,739,38.57944000000001,-121.49085,2021-02-03 20:19 EDT
Alameda,California,74661,0,991,0,1.3%,2199,637,37.76683,-122.2453,2021-02-03 20:19 EDT
Ventura,California,71212,0,629,0,0.9%,227,679,34.28082,-119.29232,2021-02-03 20:19 EDT
San Joaquin,California,62890,153,874,3,1.4%,2019,798,37.93479557,-121.2713112,2021-02-03 20:19 EDT
Contra Costa,California,58021,209,532,1,0.9%,1219,186,37.91793732,-121.9259354,2021-02-03 20:19 EDT
Stanislaus,California,46465,0,842,0,1.8%,2189,467,37.55932622,-120.9976619,2021-02-03 20:19 EDT
Tulare,California,45541,143,619,13,1.4%,4417,967,36.20649,-119.34305,2021-02-03 20:19 EDT
Monterey,California,40104,138,286,1,0.7%,3829,391,36.21714603,-121.2390196,2021-02-03 20:19 EDT
San Mateo,California,36214,162,395,0,1.1%,2039,476,37.54704,-122.31485,2021-02-03 20:19 EDT
San Francisco,California,31544,167,328,4,1.0%,1799,066,37.77712,-122.41964,2021-02-03 20:19 EDT
Santa Barbara,California,29009,0,303,0,1.0%,3069,477,34.41938,-119.69905,2021-02-03 20:19 EDT
Solano,California,28290,0,127,0,0.4%,2719,73,38.27793363,-121.9272405,2021-02-03 20:19 EDT
Merced,California,26801,0,357,0,1.3%,2359,67,37.19187429,-120.717739,2021-02-03 20:19 EDT
Imperial,California,26260,76,551,0,2.1%,729,76,32.84748,-115.56952,2021-02-03 20:19 EDT
Sonoma,California,26250,61,267,2,1.0%,3769,73,38.29188,-122.45728,2021-02-03 20:19 EDT
Kings,California,20852,40,177,0,0.8%,099,29,36.07543071,-119.8153541,2021-02-03 20:19 EDT
Placer,California,18638,0,201,0,1.1%,2039,09,39.05913563,-120.7536328,2021-02-03 20:19 EDT
San Luis Obispo,California,18186,148,187,9,1.0%,3749,20,35.28579000000001,-120.66275,2021-02-03 20:19 EDT
Madera,California,14495,0,184,0,1.3%,3989,15,36.96205,-120.06399,2021-02-03 20:19 EDT
Santa Cruz,California,13648,0,149,0,1.1%,279,01,36.97424,-122.03098,2021-02-03 20:19 EDT
Marin,California,12408,1,174,0,1.4%,2499,90,38.07188727,-122.7195348,2021-02-03 20:19 EDT
Yolo,California,11717,51,156,7,1.3%,2619,71,38.73431,-121.81279,2021-02-03 20:19 EDT
Shasta,California,10534,0,150,0,1.4%,2619,22,40.59828,-122.49095,2021-02-03 20:19 EDT
Butte,California,10128,0,142,0,1.4%,249,08,39.66709143,-121.600911,2021-02-03 20:19 EDT
El Dorado,California,8479,0,81,0,1.0%,3489,34,38.68217,-120.84683,2021-02-03 20:19 EDT
Napa,California,8451,23,56,1,0.7%,2659,38,38.50647693,-122.3306091,2021-02-03 20:19 EDT
Sutter,California,8355,0,89,0,1.1%,5419,89,39.03467539,-121.6948457,2021-02-03 20:19 EDT
Lassen,California,5413,0,17,0,0.3%,2429,4,40.68244754,-120.60036909999998,2021-02-03 20:19 EDT
Yuba,California,5389,0,32,0,0.6%,4699,52,39.26918299,-121.3512653,2021-02-03 20:19 EDT
San Benito,California,5373,0,54,0,1.0%,3339,48,36.50506,-121.08332,2021-02-03 20:19 EDT
Tehama,California,4781,0,47,0,1.0%,3559,76,40.12569694,-122.2339153,2021-02-03 20:19 EDT
Tuolumne,California,3615,0,49,0,1.4%,1889,5,38.02764367,-119.9546536,2021-02-03 20:19 EDT
Nevada,California,3540,0,74,0,2.1%,3559,20,39.2616,-121.0161,2021-02-03 20:19 EDT
Mendocino,California,3474,21,39,1,1.1%,407,52,39.44024063,-123.3912784,2021-02-03 20:19 EDT
Amador,California,3229,2,34,0,1.1%,41799,32,38.44606535,-120.651755,2021-02-03 20:19 EDT
Humboldt,California,2836,0,31,0,1.1%,3319,64,40.69879803,-123.8737147,2021-02-03 20:19 EDT
Lake,California,2828,0,33,0,1.2%,1019,8,39.10265343,-122.7508974,2021-02-03 20:19 EDT
Glenn,California,2038,0,23,0,1.1%,5059,8,39.59827984,-122.392389,2021-02-03 20:19 EDT
Colusa,California,1989,17,11,0,0.6%,4059,2,39.17759768,-122.2371023,2021-02-03 20:19 EDT
Calaveras,California,1749,0,23,0,1.3%,4769,29,38.20473567,-120.5540655,2021-02-03 20:19 EDT
Siskiyou,California,1576,0,13,0,0.8%,17,9,41.59256366,-122.5407772,2021-02-03 20:19 EDT
Mono,California,1176,8,4,0,0.3%,4249,9,37.93749777,-118.8838882,2021-02-03 20:19 EDT
